期間,當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%)
1983Q3,"282,204",6.76,"56,567",1.40,"14,321",6.85,"17,014",6.74,"55,512",11.13,"11,621",7.45,"12,689",5.88,"37,509",25.25,"7,087",11.76,"12,496",7.77,"15,496",11.51,"10,624",24.86,"31,268",-13.53,"84,447",6.02,"132,305",16.48,"115,309",1.86,"16,996",--,"301,816",18.90,"280,658",21.04,"21,158",-3.68,"247,976",11.78,"208,480",10.00,"39,496",22.23,"552,796",12.91,"3,272",--,"556,068",13.23,"427,906",4.81,"90,060",2.54,"20,946",6.41,"16,272",5.77,"81,647",7.83,"13,421",6.37,"19,816",6.13,"42,887",20.73,"3,441",11.61,"16,286",7.39,"58,170",3.27,"17,334",24.89,"47,626",-12.40,"148,853",5.81,"191,214",18.67,"166,530",3.64,"24,684",--,"288,171",20.06,"261,482",23.21,"26,689",-4.00,"281,740",12.71,"223,193",11.09,"58,547",19.36,"774,404",10.61,"4,875",--,"779,279",10.94,65.95,1.85,62.81,-1.12,68.37,0.41,104.56,0.92,67.99,3.06,86.59,1.01,64.03,-0.23,87.46,3.75,205.96,0.14,76.73,0.35,26.64,7.99,61.29,-0.03,65.65,-1.31,56.73,0.19,69.19,-1.86,69.24,-1.72,--,--,104.74,-0.96,107.33,-1.77,79.28,0.34,88.02,-0.82,93.41,-0.99,67.46,2.40,71.38,2.07,--,--,71.36,2.06
1983Q4,"282,798",9.18,"54,044",3.83,"15,425",7.97,"15,844",11.26,"50,890",10.57,"11,699",8.77,"14,848",7.78,"31,708",20.09,"7,214",12.74,"12,297",8.56,"15,565",12.86,"10,158",26.50,"43,106",2.78,"81,610",6.30,"172,906",23.68,"142,396",8.64,"30,510",--,"300,310",24.56,"277,283",26.71,"23,027",3.45,"265,636",22.70,"228,539",19.74,"37,097",44.78,"571,988",14.35,-908,--,"571,080",14.37,"436,860",7.82,"88,394",4.97,"23,022",8.37,"15,059",10.35,"78,064",9.06,"13,500",7.91,"22,852",7.53,"36,367",17.50,"3,504",12.78,"16,313",9.26,"56,494",3.79,"16,437",26.25,"66,854",3.98,"147,580",6.43,"240,076",23.48,"199,844",8.37,"40,232",--,"286,507",24.28,"257,208",27.42,"29,299",2.20,"303,530",25.01,"248,122",21.09,"55,408",46.23,"807,493",11.23,"-1,365",--,"806,128",11.24,64.73,1.25,61.14,-1.08,67.00,-0.37,105.21,0.82,65.19,1.38,86.66,0.79,64.97,0.22,87.19,2.20,205.88,-0.03,75.38,-0.63,27.55,8.72,61.80,0.19,64.48,-1.15,55.30,-0.13,72.02,0.17,71.25,0.24,--,--,104.82,0.23,107.80,-0.56,78.59,1.22,87.52,-1.84,92.11,-1.12,66.95,-0.99,70.84,2.82,--,--,70.84,2.82
1984Q1,"305,620",8.27,"57,178",2.45,"15,853",3.34,"20,145",9.29,"54,369",5.45,"12,718",9.50,"14,258",7.51,"35,524",17.63,"6,807",7.83,"14,296",15.97,"15,635",10.42,"12,574",23.27,"46,263",7.45,"96,137",7.50,"99,474",5.40,"112,314",8.30,"-12,840",--,"299,310",29.38,"278,318",31.63,"20,992",5.44,"238,356",18.47,"203,039",15.72,"35,317",37.23,"562,185",13.29,"8,686",--,"570,871",13.71,"466,492",7.67,"94,666",6.15,"23,510",2.97,"19,145",8.75,"83,324",4.79,"14,497",8.74,"22,751",7.03,"41,534",17.70,"3,306",7.93,"19,322",19.89,"56,701",2.27,"20,304",21.87,"67,432",7.10,"163,991",7.82,"144,095",7.98,"162,972",11.43,"-18,877",--,"282,309",28.47,"255,828",31.66,"26,481",4.11,"267,551",17.15,"214,574",13.18,"52,977",36.56,"789,336",11.15,"13,102",--,"802,438",11.64,65.51,0.55,60.40,-3.48,67.43,0.36,105.22,0.49,65.25,0.63,87.73,0.70,62.67,0.45,85.53,-0.06,205.90,-0.10,73.99,-3.27,27.57,7.95,61.93,1.16,68.61,0.32,58.62,-0.31,69.03,-2.39,68.92,-2.81,--,--,106.02,0.70,108.79,-0.02,79.27,1.28,89.09,1.12,94.62,2.24,66.66,0.48,71.22,1.92,--,--,71.14,1.86
1984Q2,"289,497",10.06,"55,634",3.24,"16,357",6.53,"15,564",10.82,"52,400",6.33,"12,001",18.10,"13,225",10.63,"38,824",16.51,"7,289",9.56,"13,181",17.28,"14,488",12.35,"13,360",23.92,"37,174",11.04,"95,994",6.45,"155,303",18.42,"145,480",6.95,"9,823",--,"353,981",24.07,"332,845",26.21,"21,136",-2.09,"276,720",24.34,"235,121",22.49,"41,599",35.91,"618,055",12.96,685,--,"618,740",14.11,"437,116",9.04,"89,559",6.55,"23,706",5.78,"14,716",9.44,"79,623",4.52,"13,665",16.13,"20,723",10.04,"44,472",15.32,"3,541",9.73,"18,163",20.43,"52,477",4.91,"21,376",21.80,"55,095",10.77,"166,295",6.34,"220,760",17.25,"210,987",7.15,"9,773",--,"332,922",23.84,"306,522",26.49,"26,400",-0.43,"308,194",23.59,"247,122",20.94,"61,072",35.61,"848,899",10.97,"1,018",--,"849,917",12.16,66.23,0.93,62.12,-3.10,69.00,0.72,105.76,1.26,65.81,1.73,87.82,1.69,63.82,0.55,87.30,1.03,205.85,-0.16,72.57,-2.62,27.61,7.10,62.50,1.74,67.47,0.24,57.73,0.12,70.35,0.99,68.95,-0.19,--,--,106.33,0.19,108.59,-0.22,80.06,-1.66,89.79,0.61,95.14,1.28,68.11,0.22,72.81,1.80,--,--,72.80,1.73
1984Q3,"309,581",9.70,"58,907",4.14,"15,213",6.23,"18,611",9.39,"59,141",6.54,"12,934",11.30,"13,911",9.63,"39,299",4.77,"7,691",8.52,"14,825",18.64,"17,137",10.59,"13,375",25.89,"38,537",23.25,"97,635",15.62,"150,777",13.96,"122,854",6.54,"27,923",--,"346,623",14.85,"325,969",16.14,"20,654",-2.38,"287,167",15.80,"238,828",14.56,"48,339",22.39,"617,449",11.70,"12,090",--,"629,539",13.21,"465,486",8.78,"94,874",5.35,"22,284",6.39,"17,578",8.03,"87,357",6.99,"14,740",9.83,"20,404",2.97,"45,590",6.30,"3,740",8.69,"20,050",23.11,"59,304",1.95,"21,407",23.50,"58,158",22.11,"165,847",11.42,"214,524",12.19,"181,742",9.13,"32,782",--,"330,457",14.67,"304,388",16.41,"26,069",-2.32,"332,641",18.07,"260,672",16.79,"71,969",22.93,"843,673",8.94,"17,889",--,"861,562",10.56,66.51,0.85,62.09,-1.15,68.27,-0.15,105.88,1.26,67.70,-0.43,87.75,1.34,68.18,6.48,86.20,-1.44,205.64,-0.16,73.94,-3.64,28.90,8.48,62.48,1.94,66.26,0.93,58.87,3.77,70.28,1.58,67.60,-2.37,--,--,104.89,0.14,107.09,-0.22,79.23,-0.06,86.33,-1.92,91.62,-1.92,67.17,-0.43,73.19,2.54,--,--,73.07,2.40
1984Q4,"311,093",10.01,"56,406",4.37,"16,261",5.42,"17,524",10.60,"54,464",7.02,"12,845",9.80,"16,673",12.29,"33,517",5.71,"7,832",8.57,"14,587",18.62,"18,105",16.32,"13,067",28.64,"49,812",15.56,"92,933",13.87,"156,596",-9.43,"142,392",0.00,"14,204",--,"323,735",7.80,"302,769",9.19,"20,966",-8.95,"267,669",0.77,"223,765",-2.09,"43,904",18.35,"616,688",7.81,"8,514",--,"625,202",9.48,"472,405",8.14,"92,666",4.83,"24,343",5.74,"16,492",9.52,"83,317",6.73,"14,672",8.68,"24,206",5.93,"38,743",6.53,"3,802",8.50,"19,494",19.50,"58,460",3.48,"20,685",25.84,"75,525",12.97,"162,939",10.41,"222,522",-7.31,"204,192",2.18,"18,330",--,"311,589",8.75,"285,105",10.85,"26,484",-9.61,"309,402",1.93,"244,595",-1.42,"64,807",16.96,"860,053",6.51,"12,675",--,"872,728",8.26,65.85,1.73,60.87,-0.44,66.80,-0.30,106.26,1.00,65.37,0.28,87.55,1.03,68.88,6.02,86.51,-0.78,206.00,0.06,74.83,-0.73,30.97,12.41,63.17,2.22,65.95,2.28,57.04,3.15,70.37,-2.29,69.73,-2.13,--,--,103.90,-0.88,106.20,-1.48,79.16,0.73,86.51,-1.15,91.48,-0.68,67.75,1.19,71.70,1.21,--,--,71.64,1.13
1985Q1,"327,753",7.24,"59,370",3.83,"16,856",6.33,"21,266",5.56,"59,347",9.16,"13,207",3.84,"15,408",8.07,"39,755",11.91,"7,250",6.51,"15,257",6.72,"17,782",13.73,"14,979",19.13,"47,276",2.19,"109,088",13.47,"102,575",3.12,"111,949",-0.32,"-9,374",--,"307,147",2.62,"289,031",3.85,"18,116",-13.70,"249,506",4.68,"203,506",0.23,"46,000",30.25,"597,057",6.20,"15,886",--,"612,943",7.37,"491,455",5.35,"97,520",3.01,"25,113",6.82,"20,157",5.29,"90,620",8.76,"14,834",2.32,"23,223",2.07,"47,064",13.31,"3,518",6.41,"20,501",6.10,"56,887",0.33,"23,604",16.25,"68,414",1.46,"173,895",6.04,"155,158",7.68,"167,051",2.50,"-11,893",--,"295,651",4.73,"272,988",6.71,"22,663",-14.42,"288,090",7.68,"219,965",2.51,"68,125",28.59,"828,069",4.91,"23,629",--,"851,698",6.14,66.69,1.80,60.88,0.79,67.12,-0.46,105.50,0.27,65.49,0.37,89.03,1.48,66.35,5.87,84.47,-1.24,206.08,0.09,74.42,0.58,31.26,13.38,63.46,2.47,69.10,0.71,62.73,7.01,66.11,-4.23,67.01,-2.77,--,--,103.89,-2.01,105.88,-2.67,79.94,0.85,86.61,-2.78,92.52,-2.22,67.52,1.29,72.10,1.24,--,--,71.97,1.17
1985Q2,"305,184",5.42,"55,533",-0.18,"16,909",3.37,"16,069",3.24,"57,938",10.57,"11,950",-0.42,"14,353",8.53,"43,702",12.56,"7,777",6.70,"13,652",3.57,"16,829",16.16,"15,431",15.50,"35,041",-5.74,"103,336",7.65,"141,323",-9.00,"136,877",-5.91,"4,446",--,"346,108",-2.22,"326,983",-1.76,"19,125",-9.51,"258,983",-6.41,"214,126",-8.93,"44,857",7.83,"636,968",3.06,"6,033",--,"643,001",3.92,"456,361",4.40,"91,790",2.49,"24,866",4.89,"15,365",4.41,"88,239",10.82,"13,521",-1.05,"21,232",2.46,"49,860",12.12,"3,775",6.61,"18,377",1.18,"53,229",1.43,"24,122",12.85,"51,985",-5.64,"178,486",7.33,"209,341",-5.17,"205,298",-2.70,"4,043",--,"330,092",-0.85,"305,957",-0.18,"24,135",-8.58,"295,263",-4.20,"229,315",-7.21,"65,948",7.98,"879,017",3.55,"9,015",--,"888,032",4.48,66.87,0.97,60.50,-2.61,68.00,-1.45,104.58,-1.12,65.66,-0.23,88.38,0.64,67.60,5.92,87.65,0.40,206.01,0.08,74.29,2.37,31.62,14.52,63.97,2.35,67.41,-0.09,57.90,0.29,67.51,-4.04,66.67,-3.31,--,--,104.85,-1.39,106.87,-1.58,79.24,-1.02,87.71,-2.32,93.38,-1.85,68.02,-0.13,72.46,-0.48,--,--,72.41,-0.54
1985Q3,"325,083",5.01,"59,475",0.96,"15,359",0.96,"19,021",2.20,"62,801",6.19,"13,112",1.38,"14,859",6.81,"43,773",11.38,"8,236",7.09,"15,744",6.20,"19,480",13.67,"14,939",11.69,"38,284",-0.66,"100,322",2.75,"111,197",-26.25,"120,105",-2.24,"-8,908",--,"347,074",0.13,"326,238",0.08,"20,836",0.88,"250,956",-12.61,"201,848",-15.48,"49,108",1.59,"632,720",2.47,"15,080",--,"647,800",2.90,"484,545",4.09,"98,241",3.55,"22,751",2.10,"18,394",4.64,"92,846",6.28,"14,853",0.77,"21,566",5.69,"50,769",11.36,"3,998",6.90,"20,626",2.87,"59,813",0.86,"23,419",9.40,"57,269",-1.53,"175,708",5.95,"173,844",-18.96,"181,391",-0.19,"-7,547",--,"326,981",-1.05,"300,596",-1.25,"26,385",1.21,"293,273",-11.83,"220,190",-15.53,"73,083",1.55,"867,805",2.86,"22,500",--,"890,305",3.34,67.09,0.87,60.54,-2.50,67.51,-1.11,103.41,-2.33,67.64,-0.09,88.28,0.60,68.90,1.06,86.22,0.02,206.00,0.18,76.33,3.23,32.57,12.70,63.79,2.10,66.85,0.89,57.10,-3.01,63.96,-8.99,66.21,-2.06,--,--,106.15,1.20,108.53,1.34,78.97,-0.33,85.57,-0.88,91.67,0.05,67.19,0.03,72.91,-0.38,--,--,72.76,-0.42
1985Q4,"329,252",5.84,"57,637",2.18,"16,523",1.61,"18,137",3.50,"58,629",7.65,"13,361",4.02,"17,780",6.64,"37,874",13.00,"8,382",7.02,"15,437",5.83,"20,268",11.95,"14,537",11.25,"50,687",1.76,"98,252",5.72,"134,045",-14.40,"132,185",-7.17,"1,860",--,"345,869",6.84,"326,126",7.71,"19,743",-5.83,"257,034",-3.97,"218,618",-2.30,"38,416",-12.50,"650,384",5.46,"10,155",--,"660,539",5.65,"495,842",4.96,"97,163",4.85,"24,728",1.58,"17,353",5.22,"89,007",6.83,"15,190",3.53,"25,575",5.66,"44,050",13.70,"4,069",7.02,"19,903",2.10,"58,970",0.87,"22,587",9.20,"77,247",2.28,"173,805",6.67,"200,049",-10.10,"198,179",-2.94,"1,870",--,"328,806",5.53,"303,831",6.57,"24,975",-5.70,"295,502",-4.49,"238,708",-2.41,"56,794",-12.36,"903,000",4.99,"15,218",--,"918,218",5.21,66.40,0.84,59.32,-2.55,66.82,0.03,104.52,-1.64,65.87,0.76,87.96,0.47,69.52,0.93,85.98,-0.61,206.00,0.00,77.56,3.65,34.37,10.98,64.36,1.88,65.62,-0.50,56.53,-0.89,67.01,-4.77,66.70,-4.35,--,--,105.19,1.24,107.34,1.07,79.05,-0.14,86.98,0.54,91.58,0.11,67.64,-0.16,72.02,0.45,--,--,71.94,0.42
1986Q1,"349,759",6.71,"59,755",0.65,"16,765",-0.54,"22,154",4.18,"64,263",8.28,"14,073",6.56,"16,480",6.96,"47,109",18.50,"7,957",9.75,"16,507",8.19,"19,860",11.69,"16,019",6.94,"48,817",3.26,"122,577",12.37,"102,935",0.35,"116,219",3.81,"-13,284",--,"365,871",19.12,"340,813",17.92,"25,058",38.32,"256,143",2.66,"214,346",5.33,"41,797",-9.14,"684,999",14.73,"20,187",--,"705,186",15.05,"519,245",5.65,"101,314",3.89,"24,896",-0.86,"21,352",5.93,"98,836",9.07,"15,724",6.00,"24,501",5.50,"53,533",13.75,"3,854",9.55,"21,452",4.64,"57,909",1.80,"25,010",5.96,"70,864",3.58,"181,539",4.40,"161,232",3.91,"180,205",7.87,"-18,973",--,"358,199",21.16,"326,481",19.60,"31,718",39.95,"309,657",7.49,"247,827",12.67,"61,830",-9.24,"910,558",9.96,"30,268",--,"940,826",10.46,67.36,1.00,58.98,-3.12,67.34,0.33,103.76,-1.65,65.02,-0.72,89.50,0.53,67.26,1.37,88.00,4.18,206.46,0.18,76.95,3.40,34.30,9.72,64.05,0.93,68.89,-0.30,67.52,7.64,63.84,-3.43,64.49,-3.76,--,--,102.14,-1.68,104.39,-1.41,79.00,-1.18,82.72,-4.49,86.49,-6.52,67.60,0.12,75.23,4.34,--,--,74.95,4.14
1986Q2,"326,366",6.94,"58,593",5.51,"17,461",3.26,"16,524",2.83,"62,589",8.03,"12,446",4.15,"15,456",7.68,"44,899",2.74,"8,658",11.33,"14,842",8.72,"18,449",9.63,"17,492",13.36,"38,957",11.18,"109,563",6.03,"162,904",15.27,"141,527",3.40,"21,377",--,"408,624",18.06,"383,127",17.17,"25,497",33.32,"281,536",8.71,"234,576",9.55,"46,960",4.69,"725,921",13.97,"15,971",--,"741,892",15.38,"486,288",6.56,"96,023",4.61,"25,372",2.03,"16,507",7.43,"96,025",8.82,"13,959",3.24,"22,619",6.53,"52,674",5.64,"4,182",10.78,"19,604",6.68,"53,780",1.04,"27,170",12.64,"58,373",12.29,"188,777",5.77,"242,842",16.00,"213,556",4.02,"29,286",--,"401,137",21.52,"369,030",20.61,"32,107",33.03,"358,030",21.26,"288,922",25.99,"69,108",4.79,"961,014",9.33,"23,824",--,"984,838",10.90,67.11,0.36,61.02,0.86,68.82,1.21,100.10,-4.28,65.18,-0.73,89.16,0.88,68.33,1.08,85.24,-2.75,207.03,0.50,75.71,1.91,34.30,8.48,64.38,0.64,66.74,-0.99,58.04,0.24,67.08,-0.64,66.27,-0.60,--,--,101.87,-2.84,103.82,-2.85,79.41,0.21,78.63,-10.35,81.19,-13.05,67.95,-0.10,75.54,4.25,--,--,75.33,4.03
1986Q3,"353,166",8.64,"64,518",8.48,"15,731",2.42,"20,086",5.60,"68,408",8.93,"14,683",11.98,"16,095",8.32,"48,733",11.33,"9,104",10.54,"17,094",8.57,"21,364",9.67,"17,635",18.05,"39,715",3.74,"99,122",-1.20,"147,113",32.30,"139,913",16.49,"7,200",--,"433,762",24.98,"403,913",23.81,"29,849",43.26,"276,781",10.29,"233,349",15.61,"43,432",-11.56,"756,382",19.54,"18,270",--,"774,652",19.58,"522,368",7.81,"102,426",4.26,"23,229",2.10,"20,157",9.58,"103,242",11.20,"16,349",10.07,"23,445",8.71,"57,058",12.39,"4,394",9.90,"22,028",6.80,"62,337",4.22,"27,542",17.61,"60,161",5.05,"176,446",0.42,"217,493",25.11,"207,603",14.45,"9,890",--,"426,164",30.33,"388,635",29.29,"37,529",42.24,"363,354",23.90,"299,511",36.02,"63,843",-12.64,"979,117",12.83,"26,933",--,"1,006,050",13.00,67.61,0.78,62.99,4.05,67.72,0.31,99.65,-3.64,66.26,-2.04,89.81,1.73,68.65,-0.36,85.41,-0.94,207.19,0.58,77.60,1.66,34.27,5.22,64.03,0.38,66.01,-1.26,56.18,-1.61,67.64,5.75,67.39,1.78,--,--,101.78,-4.12,103.93,-4.24,79.54,0.72,76.17,-10.99,77.91,-15.01,68.03,1.25,77.25,5.95,--,--,77.00,5.83
1986Q4,"360,326",9.44,"63,802",10.70,"17,168",3.90,"19,284",6.32,"63,762",8.76,"14,344",7.36,"19,282",8.45,"46,704",23.31,"9,446",12.69,"16,852",9.17,"20,708",2.17,"17,424",19.86,"51,550",1.70,"99,113",0.88,"159,830",19.24,"163,222",23.48,"-3,392",--,"454,042",31.28,"426,608",30.81,"27,434",38.96,"296,616",15.40,"254,031",16.20,"42,585",10.85,"776,695",19.42,"22,534",--,"799,229",21.00,"532,539",7.40,"100,113",3.04,"25,643",3.70,"18,780",8.22,"98,110",10.23,"16,014",5.42,"27,895",9.07,"53,236",20.85,"4,556",11.97,"22,238",11.73,"60,673",2.89,"27,085",19.91,"78,196",1.23,"177,748",2.27,"232,241",16.09,"236,757",19.47,"-4,516",--,"457,827",39.24,"423,302",39.32,"34,525",38.24,"390,436",32.13,"328,999",37.82,"61,437",8.18,"1,009,919",11.84,"33,039",--,"1,042,958",13.59,67.66,1.90,63.73,7.43,66.95,0.19,102.68,-1.76,64.99,-1.34,89.57,1.83,69.12,-0.58,87.73,2.04,207.33,0.65,75.78,-2.29,34.13,-0.70,64.33,-0.05,65.92,0.46,55.76,-1.36,68.82,2.70,68.94,3.36,--,--,99.17,-5.72,100.78,-6.11,79.46,0.52,75.97,-12.66,77.21,-15.69,69.31,2.47,76.91,6.79,--,--,76.63,6.52
1987Q1,"389,720",11.43,"65,218",9.14,"17,347",3.47,"24,249",9.46,"71,603",11.42,"15,304",8.75,"17,986",9.14,"55,275",17.33,"9,115",14.55,"19,884",20.46,"20,403",2.73,"19,287",20.40,"54,049",10.72,"130,004",6.06,"115,668",12.37,"143,221",23.23,"-27,553",--,"429,554",17.41,"407,644",19.61,"21,910",-12.56,"288,008",12.44,"249,363",16.34,"38,645",-7.54,"776,938",13.42,"22,701",--,"799,639",13.39,"570,285",9.83,"106,011",4.64,"25,887",3.98,"24,403",14.29,"108,852",10.13,"16,735",6.43,"26,368",7.62,"62,941",17.57,"4,394",14.01,"27,064",26.16,"59,641",2.99,"30,037",20.10,"77,952",10.00,"191,290",5.37,"177,000",9.78,"215,948",19.83,"-38,948",--,"435,445",21.57,"407,726",24.89,"27,719",-12.61,"370,694",19.71,"313,540",26.52,"57,154",-7.56,"1,003,326",10.19,"33,761",--,"1,037,087",10.23,68.34,1.45,61.52,4.31,67.01,-0.49,99.37,-4.23,65.78,1.17,91.45,2.18,68.21,1.41,87.82,-0.20,207.44,0.47,73.47,-4.52,34.21,-0.26,64.21,0.25,69.34,0.65,67.96,0.65,65.35,2.37,66.32,2.84,--,--,98.65,-3.42,99.98,-4.22,79.04,0.05,77.69,-6.08,79.53,-8.05,67.62,0.03,77.44,2.94,--,--,77.10,2.87
1987Q2,"367,711",12.67,"62,872",7.30,"17,388",-0.42,"18,509",12.01,"71,354",14.00,"13,933",11.95,"17,423",12.73,"57,883",28.92,"10,167",17.43,"18,077",21.80,"19,078",3.41,"20,298",16.04,"40,729",4.55,"116,498",6.33,"190,546",16.97,"172,001",21.53,"18,545",--,"482,208",18.01,"458,363",19.64,"23,845",-6.48,"337,809",19.99,"290,723",23.94,"47,086",0.27,"819,154",12.84,"16,206",--,"835,360",12.60,"537,258",10.48,"103,018",7.28,"26,442",4.22,"18,810",13.95,"107,526",11.98,"15,413",10.42,"25,215",11.48,"62,998",19.60,"4,899",17.14,"25,450",29.82,"55,825",3.80,"31,397",15.56,"60,265",3.24,"200,708",6.32,"282,421",16.30,"254,927",19.37,"27,494",--,"506,856",26.35,"476,617",29.15,"30,239",-5.82,"454,266",26.88,"384,514",33.09,"69,752",0.93,"1,072,977",11.65,"24,153",--,"1,097,130",11.40,68.44,1.98,61.03,0.02,65.76,-4.45,98.40,-1.70,66.36,1.81,90.40,1.39,69.10,1.13,91.88,7.79,207.53,0.24,71.03,-6.18,34.17,-0.38,64.65,0.42,67.58,1.26,58.04,0.00,67.47,0.58,67.47,1.81,--,--,95.14,-6.61,96.17,-7.37,78.86,-0.69,74.36,-5.43,75.61,-6.87,67.50,-0.66,76.34,1.06,--,--,76.14,1.08
1987Q3,"396,234",12.19,"67,866",5.19,"16,617",5.63,"22,677",12.90,"77,070",12.66,"16,626",13.23,"18,103",12.48,"60,158",23.44,"10,479",15.10,"20,640",20.74,"22,335",4.55,"21,648",22.76,"42,015",5.79,"114,843",15.86,"183,731",24.89,"168,651",20.54,"15,080",--,"483,114",11.38,"458,169",13.43,"24,945",-16.43,"328,382",18.64,"269,748",15.60,"58,634",35.00,"849,540",12.32,"17,645",--,"867,185",11.95,"572,781",9.65,"106,909",4.38,"26,107",12.39,"23,161",14.90,"113,824",10.25,"18,260",11.69,"26,165",11.60,"64,930",13.80,"5,030",14.47,"27,809",26.24,"63,980",2.64,"33,563",21.86,"63,043",4.79,"198,925",12.74,"266,449",22.51,"244,615",17.83,"21,834",--,"521,608",22.40,"490,298",26.16,"31,310",-16.57,"463,768",27.64,"377,699",26.11,"86,069",34.81,"1,095,995",11.94,"25,808",--,"1,121,803",11.51,69.18,2.32,63.48,0.78,63.65,-6.01,97.91,-1.75,67.71,2.19,91.05,1.38,69.19,0.79,92.65,8.48,208.33,0.55,74.22,-4.36,34.91,1.87,64.50,0.73,66.64,0.95,57.73,2.76,68.96,1.95,68.95,2.31,--,--,92.62,-9.00,93.45,-10.08,79.67,0.16,70.81,-7.04,71.42,-8.33,68.12,0.13,77.51,0.34,--,--,77.30,0.39
