期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2000M02,"1,622,712",4.07,"662,671",-6.18,735,81.03,-,-,"6,963",238.17,"16,037",858.00,"30,684",-21.03,"660,335",12.62,-,-,"17,155",1.50,"228,132",10.36,"1,358,658",4.42,"7,230",7.62,"121,596",8.21,"243,464",10.14,"238,133",-7.73,"748,235",6.45,"70,515",6.04,"17,683",-3.06,-,-,"102,153",1.97,"73,703",0.65
2000M03,"1,630,005",4.25,"660,158",-5.72,411,27.24,-,-,"8,283",110.55,"15,099",187.33,"30,716",-5.96,"670,571",11.87,-,-,"15,619",-1.14,"229,148",11.25,"1,359,171",4.04,"6,427",1.90,"120,912",7.22,"244,751",11.30,"233,948",-8.40,"753,133",5.77,"75,053",6.17,"17,356",-2.82,-,-,"104,877",9.47,"73,548",1.03
2000M04,"1,621,997",2.39,"656,167",-5.68,771,189.85,-,-,"7,981",81.97,"13,791",670.88,"30,572",0.57,"668,441",9.70,-,-,"16,021",-1.60,"228,253",1.03,"1,350,155",3.16,"7,281",13.98,"117,917",5.23,"239,347",8.56,"231,749",-8.26,"753,861",5.10,"76,172",3.10,"17,911",-2.68,-,-,"104,462",-4.41,"73,297",-0.55
2000M05,"1,606,021",1.34,"652,236",-5.80,695,127.87,-,-,"6,230",26.34,"10,882",469.74,"30,260",0.11,"662,838",8.43,-,-,"16,433",0.32,"226,447",-0.38,"1,339,588",2.34,"5,964",-4.77,"116,805",4.35,"233,034",6.77,"230,283",-8.38,"753,502",4.49,"74,052",2.40,"17,901",-0.89,-,-,"99,892",-9.75,"74,588",-0.25
2000M06,"1,615,354",0.97,"647,896",-5.78,678,113.88,-,-,"6,136",-13.12,"11,790",407.75,"30,781",2.25,"676,297",6.74,-,-,"15,100",0.53,"226,676",1.30,"1,342,567",1.30,"6,054",-9.66,"117,375",1.46,"235,941",3.54,"228,886",-8.50,"754,311",4.05,"78,369",2.57,"26,002",7.03,-,-,"93,444",-4.83,"74,972",-0.73
2000M07,"1,611,237",1.04,"644,153",-5.83,606,-26.37,-,-,"6,748",-6.64,"11,597",-9.49,"29,721",-1.45,"675,160",6.63,-,-,"16,317",6.02,"226,935",7.54,"1,345,234",1.56,"6,105",-2.16,"117,227",2.07,"237,376",4.87,"227,978",-8.54,"756,548",3.95,"78,858",-4.49,"16,625",-6.84,-,-,"94,763",1.09,"75,757",-0.31
2000M08,"1,607,063",0.41,"641,583",-5.78,649,26.26,-,-,"6,135",-4.01,"11,867",-25.22,"29,980",-0.85,"676,763",7.03,-,-,"14,690",-0.62,"225,396",2.69,"1,343,391",1.28,"6,199",-2.85,"116,741",1.89,"235,053",3.22,"226,866",-8.81,"758,532",4.06,"78,110",3.28,"17,560",-4.21,-,-,"91,637",-11.13,"76,365",-0.95
2000M09,"1,608,271",0.94,"639,693",-5.60,390,-67.09,-,-,"5,167",-23.20,"11,552",-24.69,"29,799",-0.88,"674,714",6.76,-,-,"14,729",-7.38,"232,227",8.33,"1,337,008",0.95,"6,027",-10.30,"115,511",0.77,"230,827",1.85,"224,906",-8.73,"759,737",4.06,"78,187",3.94,"18,420",-7.15,-,-,"98,032",2.15,"76,624",-1.42
2000M10,"1,596,459",-0.79,"640,093",-4.94,396,-27.87,-,-,"4,394",-38.48,"11,563",-36.17,"29,548",-1.62,"665,347",2.57,-,-,"15,175",4.89,"229,943",6.05,"1,330,988",-0.36,"5,944",-19.46,"114,862",-2.42,"230,185",-0.63,"222,014",-9.67,"757,983",3.38,"75,210",-7.22,"19,250",11.91,-,-,"94,985",-1.77,"76,026",-3.03
2000M11,"1,585,317",-1.57,"636,649",-5.16,652,48.86,-,-,"4,599",-41.63,"11,660",-29.07,"30,489",1.02,"657,619",1.45,-,-,"15,018",-4.22,"228,631",3.72,"1,320,766",-1.31,"5,934",-9.07,"114,275",-4.43,"229,468",-1.68,"217,599",-10.56,"753,490",2.44,"74,048",-1.92,"19,987",10.45,-,-,"94,240",-5.40,"76,276",-3.48
2000M12,"1,580,568",-1.42,"635,114",-5.22,421,-62.81,-,-,"4,731",-34.95,"11,664",-35.85,"30,916",1.41,"655,701",0.69,-,-,"14,741",-4.75,"227,280",8.45,"1,318,025",-1.84,"7,129",-5.63,"115,293",-2.55,"233,873",-0.99,"214,797",-11.34,"746,933",1.16,"74,335",0.55,"26,067",33.36,-,-,"90,280",-3.16,"71,861",-2.90
2001M01,"1,581,474",-2.07,"627,952",-6.00,448,-37.43,-,-,"4,325",-37.20,"11,654",-26.76,"30,456",-0.41,"653,640",0.87,-,-,"19,311",-21.31,"233,688",6.16,"1,325,839",-1.71,"5,745",-18.00,"115,870",-3.83,"240,972",-0.97,"212,612",-10.70,"750,640",1.43,"71,728",-1.79,"20,042",20.57,-,-,"92,788",-8.90,"71,077",-4.41
2001M02,"1,590,754",-1.97,"621,496",-6.21,420,-42.86,-,-,"4,578",-34.25,"11,680",-27.17,"30,746",0.20,"659,694",-0.10,-,-,"15,825",-7.75,"246,315",7.97,"1,328,104",-2.25,"6,892",-4.67,"115,557",-4.97,"238,405",-2.08,"214,163",-10.07,"753,087",0.65,"72,258",2.47,"16,409",-7.20,-,-,"103,320",1.14,"70,663",-4.12
2001M03,"1,581,062",-3.00,"615,767",-6.72,730,77.62,-,-,"3,980",-51.95,"10,518",-30.34,"30,878",0.53,"658,627",-1.78,-,-,"15,615",-0.03,"244,947",6.89,"1,323,205",-2.65,"6,609",2.83,"113,872",-5.82,"236,187",-3.50,"212,095",-9.34,"754,442",0.17,"71,310",-4.99,"14,629",-15.71,-,-,"103,320",-1.48,"68,598",-6.73
2001M04,"1,567,110",-3.38,"610,123",-7.02,396,-48.64,-,-,"3,930",-50.76,"9,028",-34.54,"30,561",-0.04,"652,894",-2.33,-,-,"17,732",10.68,"242,446",6.22,"1,315,100",-2.60,"5,974",-17.95,"112,413",-4.67,"231,296",-3.36,"209,417",-9.64,"756,000",0.28,"69,579",-8.66,"15,336",-14.38,-,-,"101,022",-3.29,"66,073",-9.86
