期間,總指數_原始值,總指數_年增率(%),總指數(不含土石採取業)_原始值,總指數(不含土石採取業)_年增率(%),總指數(不含建築工程業)_原始值,總指數(不含建築工程業)_年增率(%),總指數(不含土石採取及建築工程業)_原始值,總指數(不含土石採取及建築工程業)_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),金屬機電工業_原始值,金屬機電工業_年增率(%),資訊電子工業_原始值,資訊電子工業_年增率(%),化學工業_原始值,化學工業_年增率(%),民生工業_原始值,民生工業_年增率(%),電力及燃氣供應業_原始值,電力及燃氣供應業_年增率(%),用水供應業_原始值,用水供應業_年增率(%),建築工程業_原始值,建築工程業_年增率(%)
1972M11,...,...,8.68,16.98,...,...,...,...,...,...,8.03,19.32,5.85,2.27,0.75,53.06,11.02,9.00,41.42,22.98,8.66,10.04,15.48,8.86,32.62,37.46
1972M12,...,...,9.71,16.29,...,...,...,...,...,...,9.04,19.10,6.37,1.92,0.80,53.85,11.82,20.74,52.27,15.95,9.25,14.91,15.28,8.68,37.48,5.46
1973M01,...,...,9.98,20.68,...,...,14.00,...,...,...,9.19,20.29,6.54,8.46,0.78,62.50,11.63,14.58,64.31,22.33,9.40,14.36,15.34,8.79,43.14,56.76
1973M02,...,...,8.56,23.52,...,...,14.22,...,...,...,7.96,24.57,5.92,15.63,0.72,75.61,10.46,27.87,46.05,12.40,8.02,9.86,14.50,5.45,31.14,17.24
1973M03,...,...,10.31,23.92,...,...,14.23,...,...,...,9.61,24.97,6.88,10.79,0.96,62.71,12.46,26.75,57.65,23.98,9.53,11.33,15.30,12.92,34.23,17.91
1973M04,...,...,9.63,12.63,...,...,13.47,...,...,...,8.97,13.83,7.01,7.85,0.92,26.03,11.94,26.75,52.99,22.46,9.50,11.90,15.20,8.57,30.16,-11.50
1973M05,...,...,10.13,15.24,...,...,13.78,...,...,...,9.40,15.20,7.23,11.06,0.97,32.88,12.47,21.90,45.01,-3.35,10.33,16.59,16.08,7.70,34.36,9.22
1973M06,...,...,10.20,19.16,...,...,13.64,...,...,...,9.39,19.31,7.27,20.56,1.08,50.00,12.53,18.66,44.45,1.23,10.27,13.11,16.48,7.15,42.11,32.76
1973M07,...,...,10.28,16.95,...,...,13.60,...,...,...,9.49,17.31,7.66,23.75,1.09,49.32,12.85,24.39,45.52,2.43,10.93,14.93,17.28,7.00,37.64,23.33
1973M08,...,...,10.28,5.76,...,...,13.32,...,...,...,9.51,18.14,7.81,28.45,1.05,45.83,12.97,23.06,46.12,5.42,11.08,17.12,17.53,11.09,34.96,14.89
1973M09,...,...,9.94,13.47,...,...,13.63,...,...,...,9.66,19.11,7.62,26.16,1.11,50.00,12.57,20.87,44.85,10.58,10.78,14.19,17.15,6.79,28.72,0.28
1973M10,...,...,10.26,14.38,...,...,14.02,...,...,...,9.55,14.65,8.04,27.82,1.15,55.41,13.32,15.83,46.35,9.19,10.63,13.69,17.20,6.57,32.05,12.38
1973M11,...,...,10.22,17.74,...,...,13.89,...,...,...,9.51,18.43,8.06,37.78,1.22,62.67,13.10,18.87,47.15,13.83,10.09,16.51,16.84,8.79,33.63,3.10
1973M12,...,...,11.09,14.21,...,...,14.76,...,...,...,10.32,14.16,9.03,41.76,1.29,61.25,13.48,14.04,62.60,19.76,10.17,9.95,16.50,7.98,42.06,12.22
1974M01,...,...,9.88,-1.00,...,...,14.44,3.14,...,...,9.18,-0.11,9.02,37.92,1.04,33.33,13.06,12.30,56.81,-11.66,9.16,-2.55,16.75,9.19,38.13,-11.61
1974M02,...,...,9.93,16.00,...,...,14.27,0.35,...,...,9.39,17.96,8.54,44.26,1.18,63.89,12.09,15.58,57.55,24.97,9.11,13.59,16.01,10.41,28.74,-7.71
1974M03,...,...,10.40,0.87,...,...,14.24,0.07,...,...,9.70,0.94,9.00,30.81,1.18,22.92,12.48,0.16,57.36,-0.50,10.36,8.71,16.20,5.88,30.75,-10.17
1974M04,...,...,10.21,6.02,...,...,14.04,4.23,...,...,9.51,6.02,8.31,18.54,1.21,31.52,12.32,3.18,53.96,1.83,10.10,6.32,16.06,5.66,33.06,9.62
1974M05,...,...,10.32,1.88,...,...,13.73,-0.36,...,...,9.55,1.60,8.91,23.24,1.32,36.08,11.60,-6.98,51.69,14.84,10.81,4.65,16.93,5.29,33.83,-1.54
1974M06,...,...,9.85,-3.43,...,...,13.47,-1.25,...,...,9.02,-3.94,8.21,12.93,1.36,25.93,10.86,-13.33,41.33,-7.02,10.74,4.58,17.03,3.34,38.26,-9.14
1974M07,...,...,9.86,-4.09,...,...,12.98,-4.56,...,...,8.88,-6.43,8.31,8.49,1.20,10.09,10.11,-21.32,44.35,-2.57,11.79,7.87,17.52,1.39,42.51,12.94
1974M08,...,...,9.76,-5.06,...,...,12.84,-3.60,...,...,8.78,-7.68,7.89,1.02,1.17,11.43,10.26,-20.89,45.14,-2.12,11.50,3.79,18.63,6.27,44.70,27.86
1974M09,...,...,8.74,-12.07,...,...,12.52,-8.14,...,...,7.80,-19.25,7.20,-5.51,0.99,-10.81,9.49,-24.50,37.95,-15.38,10.60,-1.67,18.32,6.82,42.51,48.02
1974M10,...,...,8.82,-14.04,...,...,12.65,-9.77,...,...,7.82,-18.12,7.36,-8.46,0.92,-20.00,10.52,-21.02,40.56,-12.49,10.66,0.28,18.71,8.78,46.69,45.68
1974M11,...,...,8.49,-16.93,...,...,12.54,-9.72,...,...,7.53,-20.82,7.08,-12.16,0.84,-31.15,10.70,-18.32,39.47,-16.29,9.92,-1.68,18.09,7.42,45.12,34.17
1974M12,...,...,9.23,-16.77,...,...,13.79,-6.57,...,...,8.25,-20.06,7.59,-15.95,0.72,-44.19,11.74,-12.91,53.45,-14.62,10.24,0.69,18.28,10.79,48.63,15.62
1975M01,...,...,9.52,-3.64,...,...,14.12,-2.22,...,...,8.44,-8.06,7.09,-21.40,0.75,-27.88,11.60,-11.18,61.23,7.78,10.34,12.88,17.99,7.40,50.12,31.45
1975M02,...,...,7.70,-22.46,...,...,14.23,-0.28,...,...,6.84,-27.16,5.78,-32.32,0.61,-48.31,9.61,-20.51,47.24,-17.91,8.42,-7.57,17.83,11.37,38.05,32.39
1975M03,...,...,9.83,-5.48,...,...,14.58,2.39,...,...,8.89,-8.35,7.36,-18.22,0.85,-27.97,11.14,-10.74,60.56,5.58,10.48,1.16,16.35,0.93,44.68,45.30
1975M04,...,...,10.04,-1.67,...,...,14.51,3.35,...,...,9.00,-5.36,7.55,-9.15,0.91,-24.79,11.66,-5.36,55.96,3.71,10.69,5.84,16.13,0.44,49.75,50.48
1975M05,...,...,10.59,2.62,...,...,14.37,4.66,...,...,9.48,-0.73,8.25,-7.41,1.03,-21.97,12.38,6.72,52.93,2.40,11.45,5.92,17.14,1.24,54.02,59.68
1975M06,...,...,10.63,7.92,...,...,14.79,9.80,...,...,9.60,6.43,8.26,0.61,1.10,-19.12,12.67,16.67,50.30,21.70,11.68,8.75,16.78,-1.47,46.96,22.74
1975M07,...,...,11.01,11.66,...,...,14.27,9.94,...,...,9.90,11.49,8.36,0.60,1.08,-10.00,13.05,29.08,52.67,18.76,13.02,10.43,18.47,5.42,44.76,5.29
1975M08,...,...,11.13,14.04,...,...,14.19,10.51,...,...,10.00,13.90,8.41,6.59,1.10,-5.98,13.17,28.36,54.68,21.13,12.93,12.43,19.98,7.25,47.87,7.09
1975M09,...,...,10.87,24.37,...,...,14.27,13.98,...,...,9.77,25.26,8.26,14.72,1.09,10.10,13.21,39.20,50.79,33.83,12.80,20.75,20.20,10.26,44.37,4.38
1975M10,...,...,11.14,26.30,...,...,14.86,17.47,...,...,10.09,29.03,8.60,16.85,1.12,21.74,13.95,32.60,50.46,24.41,12.96,21.58,20.63,10.26,39.97,-14.39
1975M11,...,...,11.29,32.98,...,...,15.07,20.18,...,...,10.22,35.72,8.85,25.00,1.22,45.24,14.40,34.58,50.53,28.02,11.92,20.16,19.93,10.17,47.56,5.41
1975M12,...,...,12.63,36.84,...,...,16.26,17.91,...,...,11.53,39.76,9.43,24.24,1.25,73.61,16.70,42.25,67.80,26.85,12.25,19.63,19.49,6.62,53.89,10.82
1976M01,...,...,12.24,28.57,...,...,16.87,19.48,...,...,11.27,33.53,9.56,34.84,1.09,45.33,16.54,42.59,74.30,21.35,11.75,13.64,18.93,5.23,54.54,8.82
1976M02,...,...,10.64,38.18,...,...,16.03,12.65,...,...,9.81,43.42,7.67,32.70,1.04,70.49,14.19,47.66,61.23,29.61,10.85,28.86,18.63,4.49,43.97,15.56
1976M03,...,...,13.00,32.25,...,...,16.70,14.54,...,...,12.08,35.88,9.67,31.39,1.28,50.59,17.31,55.39,76.94,27.05,12.98,23.85,19.35,18.35,47.72,6.80
1976M04,...,...,13.11,30.58,...,...,16.75,15.44,...,...,12.06,34.00,9.83,30.20,1.36,49.45,17.67,51.54,71.84,28.38,13.08,22.36,19.64,21.76,56.99,14.55
1976M05,...,...,12.95,22.29,...,...,16.29,13.36,...,...,11.84,24.89,10.58,28.24,1.43,38.83,16.61,34.17,63.02,19.06,14.06,22.79,20.85,21.65,56.82,5.18
1976M06,...,...,13.22,24.37,...,...,16.49,11.49,...,...,11.95,24.48,10.51,27.24,1.52,38.18,16.98,34.02,62.78,24.81,14.13,20.98,21.36,27.29,69.78,48.59
1976M07,...,...,13.29,20.71,...,...,15.64,9.60,...,...,12.29,24.14,10.93,30.74,1.60,48.15,17.39,33.26,61.77,17.28,15.00,15.21,21.25,15.05,44.34,-0.94
1976M08,...,...,12.96,16.44,...,...,15.55,9.58,...,...,11.82,18.20,10.13,20.45,1.55,40.91,16.47,25.06,62.71,14.69,14.88,15.08,21.24,6.31,53.94,12.68
1976M09,...,...,13.04,19.96,...,...,16.12,12.96,...,...,11.89,21.70,10.31,24.82,1.50,37.61,17.40,31.72,60.23,18.59,14.63,14.30,21.08,4.36,56.11,26.46
1976M10,...,...,13.15,18.04,...,...,16.58,11.57,...,...,11.95,18.43,10.91,26.86,1.45,29.46,18.43,32.11,56.51,11.99,14.53,12.11,21.11,2.33,61.63,54.19
1976M11,...,...,13.29,17.71,...,...,16.57,9.95,...,...,12.05,17.91,10.96,23.84,1.44,18.03,17.85,23.96,60.97,20.66,13.60,14.09,20.80,4.37,70.98,49.24
1976M12,...,...,14.97,18.53,...,...,18.05,11.01,...,...,13.94,20.90,12.14,28.74,1.66,32.80,19.68,17.84,83.71,23.47,14.05,14.69,21.02,7.85,62.47,15.92
1977M01,...,...,14.22,16.18,...,...,17.41,3.20,...,...,13.20,17.13,12.24,28.03,1.57,44.04,19.09,15.42,84.49,13.71,13.96,18.81,21.85,15.43,65.50,20.10
1977M02,...,...,11.74,10.34,...,...,17.47,8.98,...,...,10.91,11.21,9.96,29.86,1.41,35.58,15.46,8.95,67.69,10.55,11.57,6.64,20.67,10.95,50.72,15.35
1977M03,...,...,14.69,13.00,...,...,17.52,4.91,...,...,13.70,13.41,12.72,31.54,1.87,46.09,16.50,-4.68,83.49,8.51,14.52,11.86,22.19,14.68,60.13,26.01
1977M04,...,...,15.02,14.57,...,...,17.98,7.34,...,...,13.88,15.09,13.01,32.35,1.87,37.50,16.91,-4.30,84.08,17.04,14.78,13.00,21.68,10.39,73.41,28.81
1977M05,...,...,14.97,15.60,...,...,17.57,7.86,...,...,13.69,15.63,12.65,19.57,1.86,30.07,18.36,10.54,74.48,18.18,15.89,13.02,24.07,15.44,75.33,32.58
1977M06,...,...,14.85,12.33,...,...,17.19,4.24,...,...,13.56,13.47,13.26,26.17,1.95,28.29,17.80,4.83,66.01,5.14,15.33,8.49,22.71,6.32,83.24,19.29
1977M07,...,...,14.16,6.55,...,...,15.64,0.00,...,...,12.79,4.07,12.55,14.82,1.81,13.13,16.67,-4.14,60.80,-1.57,16.12,7.47,24.03,13.08,77.89,75.67
1977M08,...,...,14.42,11.27,...,...,15.99,2.83,...,...,13.13,11.08,11.82,16.68,1.87,20.65,16.26,-1.28,64.91,3.51,15.46,3.90,24.27,14.27,79.51,47.40
1977M09,...,...,14.96,14.72,...,...,17.25,7.01,...,...,13.56,14.05,13.58,31.72,1.87,24.67,17.05,-2.01,64.35,6.84,16.25,11.07,25.33,20.16,84.42,50.45
1977M10,...,...,15.10,14.83,...,...,17.66,6.51,...,...,13.79,15.40,13.92,27.59,1.71,17.93,18.55,0.65,65.02,15.06,16.11,10.87,25.00,18.43,75.96,23.25
1977M11,...,...,15.24,14.67,...,...,17.48,5.49,...,...,14.03,16.43,14.03,28.01,1.83,27.08,18.98,6.33,63.62,4.35,15.11,11.10,25.01,20.24,77.51,9.20
1977M12,...,...,17.28,15.43,...,...,18.76,3.93,...,...,15.85,13.70,15.59,28.42,2.07,24.70,20.89,6.15,81.92,-2.14,15.72,11.89,24.29,15.56,87.94,40.77
1978M01,...,...,17.21,21.03,...,...,19.65,12.87,...,...,15.81,19.77,15.28,24.84,2.11,34.39,19.76,3.51,86.94,2.90,15.70,12.46,24.77,13.36,100.56,53.53
1978M02,...,...,13.90,18.40,...,...,19.35,10.76,...,...,12.95,18.70,11.94,19.88,1.80,27.66,17.44,12.81,67.03,-0.98,12.90,11.50,22.81,10.35,66.83,31.76
1978M03,...,...,16.96,15.45,...,...,19.36,10.50,...,...,15.77,15.11,16.08,26.42,2.26,20.86,19.87,20.42,84.25,0.91,16.04,10.47,24.16,8.88,82.62,37.40
1978M04,...,...,17.18,14.38,...,...,19.73,9.73,...,...,16.25,17.07,16.62,27.75,2.41,28.88,20.40,20.64,86.26,2.59,15.96,7.98,24.03,10.84,65.00,-11.46
1978M05,...,...,18.00,20.24,...,...,19.43,10.59,...,...,16.78,22.57,18.24,44.19,2.61,40.32,21.56,17.43,86.45,16.07,17.41,9.57,25.45,5.73,79.28,5.24
1978M06,...,...,18.34,23.50,...,...,20.02,16.46,...,...,16.98,25.22,17.17,29.49,2.89,48.21,21.70,21.91,86.78,31.46,18.50,20.68,25.84,13.78,88.98,6.90
1978M07,...,...,18.92,33.62,...,...,19.38,23.91,...,...,17.37,35.81,16.83,34.10,2.91,60.77,21.98,31.85,86.69,42.58,20.28,25.81,27.31,13.65,96.25,23.57
1978M08,...,...,19.60,35.92,...,...,19.70,23.20,...,...,18.04,37.40,18.15,53.55,2.92,56.15,23.51,44.59,91.25,40.58,20.15,30.34,28.68,18.17,102.95,29.48
1978M09,...,...,18.84,25.94,...,...,19.93,15.54,...,...,17.49,28.98,17.18,26.51,3.01,60.96,23.29,36.60,82.25,27.82,19.21,18.22,28.83,13.82,87.62,3.79
1978M10,...,...,18.20,20.53,...,...,20.11,13.87,...,...,17.02,23.42,17.64,26.72,2.65,54.97,23.63,27.39,80.07,23.15,18.31,13.66,28.77,15.08,73.61,-3.09
1978M11,...,...,19.17,25.79,...,...,20.26,15.90,...,...,17.85,27.23,18.80,34.00,3.04,66.12,22.47,18.39,79.99,25.73,17.61,16.55,27.95,11.76,95.22,22.85
1978M12,...,...,20.11,16.38,...,...,21.26,13.33,...,...,18.72,18.11,20.61,32.20,2.70,30.43,24.76,18.53,94.82,15.75,18.18,15.65,27.58,13.54,100.54,14.33
1979M01,...,...,17.84,3.66,...,...,20.80,5.85,...,...,16.18,2.34,16.95,10.93,2.15,1.90,23.51,18.98,87.45,0.59,17.22,9.68,27.88,12.56,125.26,24.56
1979M02,...,...,16.17,16.33,...,...,18.87,-2.48,...,...,15.20,17.37,16.26,36.18,2.21,22.78,20.79,19.21,79.08,17.98,16.25,25.97,25.70,12.67,69.14,3.46
1979M03,...,...,18.82,10.97,...,...,20.06,3.62,...,...,17.50,10.97,19.46,21.02,2.61,15.49,22.90,15.25,89.11,5.77,18.72,16.71,26.75,10.72,95.98,16.17
1979M04,...,...,18.80,9.43,...,...,20.42,3.50,...,...,17.55,8.00,20.14,21.18,2.63,9.13,23.25,13.97,89.65,3.93,18.66,16.92,26.88,11.86,89.84,38.22
1979M05,...,...,19.97,10.94,...,...,21.22,9.21,...,...,18.41,9.71,20.35,11.57,2.94,12.64,24.38,13.08,88.61,2.50,19.73,13.33,28.58,12.30,116.84,47.38
1979M06,...,...,19.67,7.25,...,...,20.34,1.60,...,...,18.03,6.18,20.90,21.72,2.98,3.11,21.92,1.01,90.12,3.85,19.43,5.03,28.44,10.06,125.26,40.77
1979M07,...,...,19.75,4.39,...,...,19.72,1.75,...,...,18.18,4.66,20.92,24.30,2.83,-2.75,26.03,18.43,88.39,1.96,21.83,7.64,30.59,12.01,107.90,12.10
1979M08,...,...,19.79,0.97,...,...,19.54,-0.81,...,...,18.34,1.66,21.26,17.13,2.85,-2.40,24.78,5.40,91.12,-0.14,20.73,2.88,30.38,5.93,106.79,3.73
1979M09,...,...,19.25,2.18,...,...,19.72,-1.05,...,...,17.77,1.60,20.59,19.85,2.93,-2.66,24.06,3.31,83.48,1.50,20.30,5.67,30.17,4.65,105.68,20.61
1979M10,...,...,19.18,5.38,...,...,20.63,2.59,...,...,17.68,3.88,21.40,21.32,2.71,2.26,24.34,3.00,83.15,3.85,19.36,5.73,31.19,8.41,108.32,47.15
1979M11,...,...,19.66,2.56,...,...,20.05,-1.04,...,...,18.06,1.18,22.28,18.51,2.86,-5.92,24.40,8.59,84.10,5.14,18.63,5.79,29.07,4.01,123.29,29.48
1979M12,...,...,21.34,6.12,...,...,22.04,3.67,...,...,19.53,4.33,21.92,6.36,3.10,14.81,24.33,-1.74,103.79,9.46,19.25,5.89,29.11,5.55,145.83,45.05
1980M01,...,...,20.61,15.53,...,...,21.30,2.40,...,...,18.86,16.56,22.02,29.91,2.96,37.67,25.77,9.61,97.10,11.03,19.38,12.54,29.08,4.30,142.25,13.56
1980M02,...,...,17.38,7.48,...,...,19.55,3.60,...,...,15.97,5.07,21.15,30.07,2.52,14.03,22.46,8.03,79.28,0.25,16.34,0.55,27.77,8.05,118.83,71.87
1980M03,...,...,20.03,6.43,...,...,19.22,-4.19,...,...,18.67,6.69,22.60,16.14,3.18,21.84,24.63,7.55,91.81,3.03,19.61,4.75,29.08,8.71,107.94,12.46
1980M04,...,...,20.18,7.34,...,...,20.54,0.59,...,...,18.60,5.98,23.62,17.28,3.08,17.11,24.29,4.47,92.70,3.40,19.49,4.45,28.71,6.81,127.32,41.72
1980M05,...,...,21.08,5.56,...,...,20.95,-1.27,...,...,19.53,6.08,23.81,17.00,3.31,12.59,25.93,6.36,95.02,7.23,21.08,6.84,31.38,9.80,123.99,6.12
1980M06,...,...,20.96,6.56,...,...,21.54,5.90,...,...,19.19,6.43,24.16,15.60,3.42,14.77,25.64,16.97,90.16,0.04,22.40,15.29,30.63,7.70,131.71,5.15
1980M07,...,...,21.24,7.54,...,...,20.32,3.04,...,...,19.18,5.50,24.15,15.44,3.31,16.96,25.33,-2.69,93.75,6.06,24.06,10.22,32.97,7.78,150.57,39.55
1980M08,...,...,21.25,7.38,...,...,20.80,6.45,...,...,19.33,5.40,23.85,12.18,3.42,20.00,25.49,2.87,96.32,5.71,23.13,11.58,30.57,0.63,148.74,39.28
1980M09,...,...,20.14,4.62,...,...,20.42,3.55,...,...,18.55,4.39,23.02,11.80,3.10,5.80,24.57,2.12,95.72,14.66,21.42,5.52,32.01,6.10,122.62,16.03
1980M10,...,...,20.65,7.66,...,...,21.04,1.99,...,...,18.89,6.84,22.42,4.77,3.30,21.77,26.27,7.93,93.38,12.30,21.31,10.07,32.37,3.78,135.98,25.54
1980M11,...,...,20.17,2.59,...,...,20.75,3.49,...,...,18.39,1.83,23.75,6.60,3.14,9.79,25.96,6.39,85.16,1.26,19.76,6.07,31.61,8.74,142.28,15.40
1980M12,...,...,22.33,4.64,...,...,22.09,0.23,...,...,20.51,5.02,24.38,11.22,3.49,12.58,28.92,18.87,103.67,-0.12,19.88,3.27,32.00,9.93,155.16,6.40
1981M01,...,...,21.40,3.83,...,...,19.69,-7.56,...,...,19.48,3.29,24.17,9.76,3.11,5.07,26.02,0.97,105.77,8.93,19.64,1.34,31.45,8.15,164.17,15.41
1981M02,...,...,17.06,-1.84,...,...,20.04,2.51,...,...,15.57,-2.50,19.39,-8.32,2.65,5.16,21.56,-4.01,76.92,-2.98,16.19,-0.92,29.48,6.16,129.09,8.63
1981M03,...,...,21.17,5.69,...,...,20.49,6.61,...,...,19.84,6.27,24.28,7.43,3.49,9.75,26.30,6.78,98.84,7.66,19.92,1.58,31.76,9.22,115.56,7.06
1981M04,...,...,21.44,6.24,...,...,20.23,-1.51,...,...,19.99,7.47,24.83,5.12,3.61,17.21,25.92,6.71,100.51,8.43,20.01,2.67,31.13,8.43,129.65,1.83
1981M05,...,...,21.67,2.80,...,...,20.61,-1.62,...,...,20.17,3.28,24.49,2.86,3.61,9.06,26.20,1.04,101.31,6.62,20.84,-1.14,32.01,2.01,127.60,2.91
1981M06,...,...,21.58,2.96,...,...,20.09,-6.73,...,...,19.97,4.06,25.84,6.95,3.65,6.73,25.88,0.94,95.84,6.30,20.78,-7.23,31.58,3.10,138.89,5.45
1981M07,...,...,21.88,3.01,...,...,19.01,-6.45,...,...,20.31,5.89,24.28,0.54,4.02,21.45,25.50,0.67,101.91,8.70,22.35,-7.11,33.93,2.91,130.04,-13.63
1981M08,...,...,21.95,3.29,...,...,19.59,-5.82,...,...,20.36,5.33,25.65,7.55,3.82,11.70,25.57,0.31,102.45,6.36,23.37,1.04,34.54,12.99,130.64,-12.17
1981M09,...,...,20.95,4.02,...,...,19.43,-4.85,...,...,19.30,4.04,23.81,3.43,3.58,15.48,24.07,-2.04,97.71,2.08,20.77,-3.03,34.91,9.06,137.89,12.45
1981M10,...,...,21.09,2.13,...,...,19.69,-6.42,...,...,19.45,2.96,23.11,3.08,3.77,14.24,25.35,-3.50,94.87,1.60,20.88,-2.02,35.53,9.76,137.15,0.86
