期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府債券_原始值,資產--對非金融機構證券投資-政府債券_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--信託資金_原始值,負債與淨值--信託資金_年增率(%),負債與淨值--人壽保險準備_原始值,負債與淨值--人壽保險準備_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
1998M09,"21,190,692",12.50,"3,841,347",20.21,"13,826,816",7.33,"1,505,136",9.80,"368,421",-10.26,"11,953,259",7.67,"802,007",3.40,"92,780",38.38,"1,970,754",52.03,"274,326",11.86,"206,148",7.83,"176,514",-2.84,"478,852",-9.64,"663,001",-1.00,"15,134,282",9.79,"302,096",-6.94,"824,163",-1.43,"1,979,567",1.74,"3,813,546",47.77,"5,266,284",-2.05,"727,041",71.21,"2,221,585",-3.26,-,-,"856,567",0.93,"429,722",26.47,"1,760,505",17.26,"89,474",33.23,"2,575,775",49.49,"-797,486",--
1998M10,"21,173,412",10.76,"3,735,926",11.15,"13,780,100",7.03,"1,514,298",10.96,"359,556",-8.05,"11,906,246",7.08,"798,960",4.52,"90,836",41.02,"2,108,636",43.42,"277,806",22.42,"208,748",10.11,"172,400",4.04,"487,992",-0.70,"662,771",-0.14,"15,276,023",9.41,"254,495",-17.06,"837,764",4.72,"2,013,266",2.34,"3,850,389",38.55,"5,415,515",1.72,"675,866",33.66,"2,228,728",-2.23,-,-,"817,500",3.36,"432,882",26.21,"1,782,105",17.10,"93,013",49.38,"2,461,577",24.54,"-840,451",--
1998M11,"21,406,553",10.36,"3,762,472",8.21,"13,965,220",6.70,"1,532,553",12.27,"362,128",-8.24,"12,070,539",6.54,"838,717",6.78,"94,544",40.81,"2,020,977",46.14,"333,730",37.26,"208,982",9.43,"181,911",12.94,"475,153",-4.55,"682,464",3.08,"15,477,247",10.01,"276,315",-9.24,"867,483",4.03,"2,094,495",5.56,"3,822,620",34.04,"5,532,305",4.80,"643,552",16.38,"2,240,477",-0.96,-,-,"824,945",2.03,"344,553",0.71,"1,804,010",16.87,"92,926",41.68,"2,451,452",18.61,"-746,197",--
1998M12,"21,458,391",8.03,"3,809,469",7.57,"14,039,819",5.51,"1,540,830",10.37,"368,013",-8.10,"12,130,976",5.40,"830,408",1.01,"102,859",52.93,"1,970,014",31.68,"314,123",19.71,"209,612",8.78,"182,087",4.03,"478,860",-2.20,"694,452",1.48,"15,624,028",8.95,"293,568",-4.70,"932,201",4.45,"2,115,270",5.53,"3,752,662",17.96,"5,658,787",9.91,"603,545",5.90,"2,267,995",1.44,-,-,"824,027",-1.62,"351,664",-1.37,"1,826,441",16.67,"92,420",34.16,"2,444,174",15.87,"-877,675",--
1999M01,"21,483,108",5.70,"3,867,976",4.49,"13,982,087",2.69,"1,553,158",8.83,"365,916",-14.93,"12,063,013",2.59,"867,594",-3.68,"103,710",63.64,"1,937,814",39.47,"304,378",21.89,"211,057",9.49,"208,492",-1.55,"503,281",-1.52,"721,604",-29.65,"15,742,814",9.32,"305,665",-1.77,"860,197",13.37,"2,176,295",6.25,"3,703,461",12.73,"5,763,098",13.10,"594,392",-2.70,"2,339,706",2.10,-,-,"839,954",2.85,"315,470",-10.16,"1,849,865",16.96,"92,716",36.08,"2,443,733",7.05,"-1,026,329",--
1999M02,"21,654,224",7.48,"3,946,803",12.65,"14,036,789",4.37,"1,592,339",10.17,"378,257",-4.67,"12,066,193",3.96,"888,741",3.12,"106,627",50.71,"1,962,176",21.34,"301,936",10.31,"211,621",9.05,"199,531",12.06,"466,470",-0.77,"811,702",9.37,"15,899,030",8.62,"286,199",-5.88,"833,485",3.41,"2,229,180",4.38,"3,652,417",4.61,"5,866,683",17.38,"640,729",4.20,"2,390,337",4.47,-,-,"765,046",-12.17,"323,892",-14.56,"1,868,002",16.65,"91,456",23.51,"2,499,612",15.85,"-1,070,986",--
1999M03,"21,721,624",6.84,"3,968,784",10.64,"14,026,197",4.03,"1,591,100",7.31,"365,659",-5.68,"12,069,438",3.93,"910,335",11.48,"114,274",36.63,"2,007,219",16.00,"302,326",19.16,"212,436",8.98,"180,053",-1.00,"426,808",-15.27,"708,049",0.94,"15,987,127",9.21,"261,362",-8.91,"853,131",1.89,"2,271,016",9.15,"3,546,033",-2.46,"5,979,100",21.40,"656,263",5.57,"2,420,222",7.52,-,-,"774,121",-10.74,"327,117",-14.93,"1,900,391",16.91,"101,976",31.87,"2,469,598",10.55,"-973,563",--
1999M04,"21,780,861",7.25,"4,027,028",11.74,"14,059,277",4.73,"1,613,616",11.77,"350,626",-9.49,"12,095,035",4.32,"909,550",12.96,"108,126",26.91,"2,005,473",13.42,"286,134",16.48,"212,152",7.84,"173,121",-3.10,"438,737",-16.01,"694,769",0.68,"16,047,449",9.87,"257,212",-7.14,"847,974",6.21,"2,329,189",15.45,"3,496,556",-7.29,"6,048,452",23.58,"644,813",4.41,"2,423,253",8.66,-,-,"820,646",-2.43,"329,777",-16.25,"1,929,334",17.49,"101,989",36.83,"2,440,550",8.02,"-1,022,390",--
1999M05,"21,785,103",6.66,"4,034,915",8.65,"14,101,687",4.62,"1,622,466",11.57,"347,287",-9.47,"12,131,934",4.22,"905,039",18.60,"102,184",27.35,"2,002,629",11.21,"252,674",14.10,"212,963",7.91,"173,012",1.76,"420,522",-20.94,"684,410",-0.38,"16,021,743",9.45,"259,202",-14.97,"863,732",6.56,"2,291,736",13.83,"3,434,145",-8.48,"6,099,931",23.76,"646,080",4.05,"2,426,917",9.91,-,-,"887,576",-0.41,"347,238",-14.48,"1,957,895",17.47,"96,524",25.98,"2,437,817",3.25,"-1,068,622",--
1999M06,"22,053,879",6.41,"4,113,991",10.09,"14,354,431",4.86,"1,698,743",15.57,"359,585",-4.18,"12,296,103",3.82,"928,633",16.73,"92,455",0.75,"1,912,340",7.26,"259,631",2.81,"214,828",9.14,"177,570",-1.26,"467,685",-11.59,"688,702",0.08,"16,292,275",10.06,"309,099",-4.68,"967,630",7.94,"2,447,310",20.74,"3,355,842",-9.98,"6,147,090",23.64,"626,391",-5.65,"2,438,913",11.26,-,-,"894,639",3.47,"337,813",-17.93,"1,989,549",17.67,"94,584",23.44,"2,321,397",-2.40,"-1,032,765",--
1999M07,"22,033,976",6.21,"4,158,128",11.28,"14,275,092",4.74,"1,702,314",15.52,"352,319",-4.44,"12,220,459",3.68,"958,351",24.17,"98,333",8.28,"1,874,568",-1.04,"284,372",14.33,"216,456",9.69,"168,676",-4.72,"439,900",-13.18,"680,740",1.08,"16,263,707",9.30,"254,154",-12.50,"902,242",6.80,"2,405,199",19.29,"3,342,980",-11.55,"6,199,311",23.25,"668,023",-2.89,"2,491,798",11.68,-,-,"899,767",6.20,"341,847",-18.68,"2,016,381",17.63,"113,885",49.43,"2,367,218",-2.24,"-1,089,469",--
1999M08,"21,988,501",5.31,"4,183,317",10.78,"14,237,434",4.04,"1,647,443",11.55,"348,943",-2.96,"12,241,048",3.32,"997,301",28.55,"89,543",-0.38,"1,853,989",-2.69,"239,088",-13.31,"217,683",10.16,"170,146",-3.35,"475,058",-1.49,"669,739",0.67,"16,297,650",8.92,"267,136",-2.11,"931,324",11.80,"2,442,211",23.15,"3,311,478",-13.42,"6,210,944",21.21,"639,420",-9.47,"2,495,137",12.49,-,-,"857,538",1.65,"342,446",-19.62,"2,040,995",17.62,"113,783",34.14,"2,345,110",-6.93,"-1,153,818",--
1999M09,"22,262,943",5.06,"4,291,843",11.73,"14,346,001",3.75,"1,653,014",9.82,"361,005",-2.01,"12,331,982",3.17,"1,020,663",27.26,"93,845",1.15,"1,852,821",-5.98,"253,056",-7.75,"227,156",10.19,"177,558",0.59,"502,628",4.97,"680,715",2.67,"16,345,575",8.00,"273,553",-9.45,"939,400",13.98,"2,457,642",24.15,"3,296,324",-13.56,"6,224,592",18.20,"650,542",-10.52,"2,503,522",12.69,-,-,"920,200",7.43,"348,638",-18.87,"2,068,334",17.49,"109,959",22.89,"2,394,014",-7.06,"-1,107,120",--
1999M10,"22,127,520",4.51,"4,278,066",14.51,"14,296,615",3.75,"1,669,789",10.27,"348,577",-3.05,"12,278,249",3.12,"987,807",23.64,"88,067",-3.05,"1,827,437",-13.34,"258,351",-7.00,"228,443",9.43,"162,734",-5.61,"432,845",-11.30,"663,941",0.18,"16,434,723",7.59,"290,223",14.04,"916,666",9.42,"2,448,375",21.61,"3,314,874",-13.91,"6,248,565",15.38,"682,152",0.93,"2,533,868",13.69,-,-,"861,309",5.36,"355,014",-17.99,"2,087,286",17.12,"107,555",15.63,"2,403,034",-2.38,"-1,218,187",--
1999M11,"22,379,082",4.54,"4,341,666",15.39,"14,457,127",3.52,"1,713,018",11.78,"351,847",-2.84,"12,392,262",2.67,"1,022,796",21.95,"86,954",-8.03,"1,801,043",-10.88,"265,859",-20.34,"228,988",9.57,"174,649",-3.99,"451,864",-4.90,"674,198",-1.21,"16,505,520",6.64,"265,556",-3.89,"947,862",9.27,"2,481,479",18.48,"3,312,752",-13.34,"6,280,115",13.52,"672,577",4.51,"2,545,179",13.60,-,-,"888,941",7.76,"365,827",6.17,"2,112,985",17.13,"103,986",11.90,"2,386,954",-2.63,"-1,111,193",--
1999M12,"22,766,778",6.10,"4,410,769",15.78,"14,658,192",4.40,"1,726,555",12.05,"368,757",0.20,"12,562,880",3.56,"1,114,324",34.19,"81,379",-20.88,"1,794,889",-8.89,"277,962",-11.51,"232,010",10.69,"197,253",8.33,"462,685",-3.38,"806,939",16.20,"16,820,909",7.66,"332,324",13.20,"1,025,928",10.05,"2,537,761",19.97,"3,378,214",-9.98,"6,339,399",12.03,"653,883",8.34,"2,553,400",12.58,-,-,"930,441",12.91,"379,382",7.88,"2,148,445",17.63,"97,796",5.82,"2,350,195",-3.85,"-1,230,014",--
2000M01,"23,112,719",7.59,"4,438,149",14.74,"14,703,925",5.16,"1,753,561",12.90,"385,902",5.46,"12,564,462",4.16,"1,148,715",32.40,"87,597",-15.54,"1,916,601",-1.09,"280,313",-7.91,"238,026",12.78,"299,393",43.60,"526,006",4.52,"934,030",29.44,"17,061,692",8.38,"331,913",8.59,"1,042,083",21.14,"2,755,402",26.61,"3,286,976",-11.25,"6,384,183",10.78,"617,279",3.85,"2,643,856",13.00,-,-,"874,315",4.09,"382,886",21.37,"2,179,031",17.79,"96,201",3.76,"2,261,589",-7.45,"-1,203,031",--
2000M02,"23,123,296",6.78,"4,549,927",15.28,"14,702,177",4.74,"1,755,185",10.23,"377,942",-0.08,"12,569,050",4.17,"1,139,142",28.17,"93,605",-12.21,"1,939,133",-1.17,"267,152",-11.52,"237,886",12.41,"194,274",-2.63,"534,079",14.49,"785,667",-3.21,"17,121,828",7.69,"292,172",2.09,"997,951",19.73,"2,776,024",24.53,"3,342,133",-8.50,"6,422,592",9.48,"633,080",-1.19,"2,657,876",11.19,-,-,"904,840",18.27,"407,013",25.66,"2,203,457",17.96,"90,868",-0.64,"2,279,378",-8.81,"-1,203,834",--
