期間,日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%)
1998M09,"506,824",-1.42,"3,078,655",-0.95,"248,001",-7.88,"814,871",-4.12,"2,015,783",1.35,"12,264,806",13.13,"9,006,812",14.21,"723,748",75.41,"2,221,276",-3.00,"38,411",-35.16,"274,559",42.26,-,-,"1,569,696",-3.89,"3,585,479",-1.01,"15,850,285",9.59,"487,558",-0.39,"3,105,826",-0.02,"302,096",-6.94,"824,163",-1.43,"1,979,567",1.74,"12,323,476",12.79,"9,057,047",14.09,"727,041",71.21,"2,221,585",-3.26,"38,812",-38.52,"278,991",37.40,-,-,"1,613,817",-2.20,"3,593,384",-0.07,"15,916,860",9.61
1998M10,"511,746",0.13,"3,085,908",2.39,"251,316",-5.42,"813,729",2.68,"2,020,863",3.34,"12,375,977",12.20,"9,145,732",14.24,"691,006",44.03,"2,225,789",-2.47,"37,896",-37.84,"275,554",36.20,-,-,"1,576,791",0.48,"3,597,654",2.06,"15,973,631",9.74,"491,258",-1.56,"3,105,525",1.02,"254,495",-17.06,"837,764",4.72,"2,013,266",2.34,"12,456,259",11.93,"9,242,512",14.35,"675,866",33.66,"2,228,728",-2.23,"37,038",-37.15,"272,115",34.70,-,-,"1,583,517",-1.39,"3,596,783",0.66,"16,053,042",9.19
1998M11,"514,427",0.46,"3,162,372",2.19,"251,243",-6.50,"829,069",0.77,"2,082,060",3.93,"12,517,783",12.37,"9,306,856",15.26,"668,125",25.15,"2,239,553",-1.05,"35,643",-27.61,"267,606",22.06,-,-,"1,594,739",-0.55,"3,676,799",1.94,"16,194,582",9.82,"501,408",-0.13,"3,238,293",3.71,"276,315",-9.24,"867,483",4.03,"2,094,495",5.56,"12,515,249",11.73,"9,333,876",15.09,"643,552",16.38,"2,240,477",-0.96,"34,247",-13.40,"263,097",11.26,-,-,"1,645,206",0.29,"3,739,701",3.18,"16,254,950",9.64
1998M12,"517,517",0.92,"3,247,201",3.18,"257,515",-4.20,"860,522",-0.18,"2,129,164",5.60,"12,544,346",11.04,"9,359,259",13.90,"631,300",11.49,"2,269,711",1.10,"33,884",-12.44,"250,192",8.73,-,-,"1,635,554",-0.49,"3,764,718",2.87,"16,309,064",9.04,"513,745",0.66,"3,341,039",4.25,"293,568",-4.70,"932,201",4.45,"2,115,270",5.53,"12,531,938",10.13,"9,388,854",12.96,"603,545",5.90,"2,267,995",1.44,"33,545",-11.54,"237,999",6.18,-,-,"1,739,514",1.67,"3,854,784",3.76,"16,386,722",8.56
1999M01,"521,981",-15.90,"3,282,135",2.69,"265,447",-11.47,"860,825",1.91,"2,155,863",5.08,"12,636,591",9.92,"9,440,409",13.39,"589,322",-1.59,"2,331,811",2.01,"34,100",-8.38,"240,949",-3.21,-,-,"1,648,253",-6.62,"3,804,116",-0.33,"16,440,707",7.37,"514,215",-36.90,"3,342,157",7.18,"305,665",-1.77,"860,197",13.37,"2,176,295",6.25,"12,655,865",9.31,"9,443,520",12.92,"594,392",-2.70,"2,339,706",2.10,"34,621",-5.35,"243,626",-11.60,-,-,"1,680,077",-10.86,"3,856,372",-1.95,"16,512,237",6.45
1999M02,"664,848",5.73,"3,300,309",2.51,"265,641",0.45,"827,157",2.10,"2,207,511",2.91,"12,737,229",9.44,"9,455,783",12.55,"616,620",-1.84,"2,384,724",3.84,"36,311",-12.64,"243,791",-10.00,-,-,"1,757,646",3.19,"3,965,157",3.04,"16,702,386",7.85,"613,127",8.47,"3,348,864",3.18,"286,199",-5.88,"833,485",3.41,"2,229,180",4.38,"12,809,822",9.60,"9,496,514",12.10,"640,729",4.20,"2,390,337",4.47,"38,260",-19.14,"243,982",-8.27,-,-,"1,732,811",3.43,"3,961,991",3.96,"16,771,813",8.21
1999M03,"567,273",2.61,"3,340,641",4.26,"245,658",-7.48,"826,841",1.56,"2,268,142",6.76,"12,855,038",10.04,"9,494,974",11.81,"656,343",5.34,"2,418,404",7.19,"38,966",-18.13,"246,351",-6.47,-,-,"1,639,772",0.45,"3,907,914",4.02,"16,762,952",8.57,"529,065",1.61,"3,385,509",5.64,"261,362",-8.91,"853,131",1.89,"2,271,016",9.15,"12,867,749",9.76,"9,503,252",11.25,"656,263",5.57,"2,420,222",7.52,"39,441",-17.57,"248,571",-4.75,-,-,"1,643,558",-0.08,"3,914,574",5.08,"16,782,323",8.63
1999M04,"545,770",1.44,"3,408,450",8.43,"241,044",-7.35,"836,066",5.08,"2,331,340",11.68,"12,891,928",9.62,"9,507,096",10.69,"659,479",5.22,"2,422,133",8.61,"38,946",-17.54,"264,274",-1.27,-,-,"1,622,880",1.82,"3,954,220",7.41,"16,846,148",9.09,"522,402",1.92,"3,434,375",11.04,"257,212",-7.14,"847,974",6.21,"2,329,189",15.45,"12,908,818",9.27,"9,522,512",10.14,"644,813",4.41,"2,423,253",8.66,"38,263",-17.92,"279,977",2.05,-,-,"1,627,588",2.50,"3,956,777",9.74,"16,865,595",9.38
1999M05,"536,148",1.07,"3,417,055",10.63,"244,572",-7.32,"842,142",5.99,"2,330,341",14.78,"12,895,209",9.35,"9,506,344",9.88,"647,386",3.07,"2,424,608",9.73,"40,068",-14.05,"276,803",7.92,-,-,"1,622,862",2.13,"3,953,203",9.23,"16,848,412",9.32,"512,146",-1.15,"3,414,670",9.14,"259,202",-14.97,"863,732",6.56,"2,291,736",13.83,"12,898,200",9.51,"9,509,615",9.81,"646,080",4.05,"2,426,917",9.91,"41,760",-14.45,"273,828",14.22,-,-,"1,635,080",0.10,"3,926,816",7.68,"16,825,016",9.08
1999M06,"531,677",0.51,"3,517,813",13.19,"250,801",-3.95,"874,793",6.52,"2,392,219",18.11,"12,886,264",9.11,"9,489,780",9.51,"638,831",-2.25,"2,438,353",10.90,"42,554",-11.80,"276,746",13.23,-,-,"1,657,271",2.85,"4,049,490",11.35,"16,935,754",9.64,"512,153",0.51,"3,724,039",14.67,"309,099",-4.68,"967,630",7.94,"2,447,310",20.74,"12,866,329",8.73,"9,478,012",9.19,"626,391",-5.65,"2,438,913",11.26,"43,349",-9.08,"279,664",12.28,-,-,"1,788,882",3.39,"4,236,192",12.75,"17,102,521",9.70
1999M07,"530,031",1.51,"3,621,330",14.69,"260,808",-2.72,"909,677",8.23,"2,450,845",19.63,"12,980,216",8.72,"9,513,840",8.96,"644,788",-5.65,"2,487,981",11.62,"45,079",3.83,"288,528",14.54,-,-,"1,700,516",4.28,"4,151,361",12.82,"17,131,577",9.69,"512,809",3.10,"3,561,595",13.01,"254,154",-12.50,"902,242",6.80,"2,405,199",19.29,"13,021,255",8.51,"9,517,799",8.29,"668,023",-2.89,"2,491,798",11.68,"46,700",18.46,"296,935",17.74,-,-,"1,669,205",2.24,"4,074,404",11.66,"17,095,659",9.25
1999M08,"526,929",1.91,"3,571,834",15.90,"244,084",-3.57,"886,837",8.97,"2,440,913",21.15,"12,999,886",7.60,"9,499,980",7.27,"655,910",-7.04,"2,493,810",12.36,"53,127",37.30,"297,059",13.62,-,-,"1,657,850",4.66,"4,098,763",13.89,"17,098,649",9.05,"500,839",2.18,"3,640,671",17.86,"267,136",-2.11,"931,324",11.80,"2,442,211",23.15,"12,986,683",6.80,"9,497,803",6.40,"639,420",-9.47,"2,495,137",12.49,"59,148",55.61,"295,175",9.27,-,-,"1,699,299",6.46,"4,141,510",15.71,"17,128,193",8.83
1999M09,"526,674",3.92,"3,614,142",17.39,"244,817",-1.28,"901,097",10.58,"2,468,228",22.45,"12,999,336",5.99,"9,509,163",5.58,"638,496",-11.78,"2,501,651",12.62,"61,917",61.20,"288,109",4.94,-,-,"1,672,588",6.55,"4,140,816",15.49,"17,140,152",8.14,"504,956",3.57,"3,670,595",18.18,"273,553",-9.45,"939,400",13.98,"2,457,642",24.15,"12,997,416",5.47,"9,497,624",4.86,"650,542",-10.52,"2,503,522",12.69,"64,685",66.66,"281,043",0.74,-,-,"1,717,909",6.45,"4,175,551",16.20,"17,172,967",7.89
1999M10,"521,128",1.83,"3,629,576",17.62,"244,246",-2.81,"899,992",10.60,"2,485,338",22.98,"13,041,687",5.38,"9,516,082",4.05,"671,499",-2.82,"2,529,592",13.65,"59,616",57.31,"264,898",-3.87,-,-,"1,665,366",5.62,"4,150,704",15.37,"17,192,391",7.63,"502,466",2.28,"3,655,264",17.70,"290,223",14.04,"916,666",9.42,"2,448,375",21.61,"13,060,079",4.85,"9,539,431",3.21,"682,152",0.93,"2,533,868",13.69,"54,866",48.13,"249,762",-8.21,-,-,"1,709,355",7.95,"4,157,730",15.60,"17,217,809",7.26
1999M11,"522,247",1.52,"3,638,230",15.05,"240,310",-4.35,"916,460",10.54,"2,481,460",19.18,"13,111,308",4.74,"9,559,236",2.71,"684,548",2.46,"2,543,978",13.59,"53,593",50.36,"269,953",0.88,-,-,"1,679,017",5.28,"4,160,477",13.15,"17,271,785",6.65,"500,252",-0.23,"3,694,897",14.10,"265,556",-3.89,"947,862",9.27,"2,481,479",18.48,"13,128,780",4.90,"9,568,558",2.51,"672,577",4.51,"2,545,179",13.60,"52,322",52.78,"290,144",10.28,-,-,"1,713,670",4.16,"4,195,149",12.18,"17,323,929",6.58
1999M12,"539,385",4.23,"3,755,419",15.65,"254,600",-1.13,"970,282",12.76,"2,530,537",18.85,"13,168,918",4.98,"9,601,349",2.59,"673,512",6.69,"2,555,514",12.59,"50,837",50.03,"287,706",14.99,-,-,"1,764,267",7.87,"4,294,804",14.08,"17,463,722",7.08,"611,167",18.96,"3,896,013",16.61,"332,324",13.20,"1,025,928",10.05,"2,537,761",19.97,"13,237,833",5.63,"9,695,499",3.27,"653,883",8.34,"2,553,400",12.58,"49,447",47.40,"285,604",20.00,-,-,"1,969,419",13.22,"4,507,180",16.92,"17,745,013",8.29
2000M01,"577,175",10.57,"3,956,052",20.53,"273,352",2.98,"1,006,001",16.86,"2,676,699",24.16,"13,266,124",4.98,"9,674,370",2.48,"634,985",7.75,"2,612,504",12.04,"57,144",67.58,"287,121",19.16,-,-,"1,856,528",12.64,"4,533,227",19.17,"17,799,351",8.26,"635,356",23.56,"4,129,398",23.55,"331,913",8.59,"1,042,083",21.14,"2,755,402",26.61,"13,265,233",4.81,"9,651,195",2.20,"617,279",3.85,"2,643,856",13.00,"64,359",85.90,"288,544",18.44,-,-,"2,009,352",19.60,"4,764,754",23.56,"18,029,987",9.19
2000M02,"695,251",4.57,"4,025,458",21.97,"258,484",-2.69,"967,388",16.95,"2,799,586",26.82,"13,372,951",4.99,"9,714,033",2.73,"637,305",3.35,"2,664,500",11.73,"68,695",89.19,"288,418",18.31,-,-,"1,921,123",9.30,"4,720,709",19.05,"18,093,660",8.33,"592,167",-3.42,"4,066,147",21.42,"292,172",2.09,"997,951",19.73,"2,776,024",24.53,"13,396,032",4.58,"9,743,453",2.60,"633,080",-1.19,"2,657,876",11.19,"73,339",91.69,"288,284",18.16,-,-,"1,882,290",8.63,"4,658,314",17.58,"18,054,346",7.65
2000M03,"585,710",3.25,"4,098,909",22.70,"253,398",3.15,"998,006",20.70,"2,847,505",25.54,"13,457,559",4.69,"9,756,388",2.75,"665,638",1.42,"2,656,916",9.86,"77,616",99.19,"301,001",22.18,-,-,"1,837,114",12.03,"4,684,619",19.88,"18,142,178",8.23,"557,841",5.44,"4,187,562",23.69,"276,410",5.76,"1,018,022",19.33,"2,893,130",27.39,"13,462,438",4.62,"9,757,399",2.67,"673,879",2.68,"2,636,612",8.94,"81,625",106.95,"312,923",25.89,-,-,"1,852,273",12.70,"4,745,403",21.22,"18,207,841",8.49
2000M04,"564,411",3.42,"4,128,361",21.12,"251,807",4.47,"1,011,959",21.04,"2,864,595",22.87,"13,482,613",4.58,"9,762,067",2.68,"665,802",0.96,"2,637,724",8.90,"90,481",132.32,"326,539",23.56,-,-,"1,828,177",12.65,"4,692,772",18.68,"18,175,385",7.89,"542,086",3.77,"4,095,421",19.25,"295,571",14.91,"1,019,325",20.21,"2,780,525",19.38,"13,497,288",4.56,"9,778,060",2.68,"651,804",1.08,"2,627,931",8.45,"99,339",159.62,"340,154",21.49,-,-,"1,856,982",14.09,"4,637,507",17.20,"18,134,795",7.53
2000M05,"549,837",2.55,"3,977,217",16.39,"245,917",0.55,"994,454",18.09,"2,736,846",17.44,"13,500,150",4.69,"9,782,538",2.91,"658,795",1.76,"2,634,267",8.65,"93,693",133.83,"330,857",19.53,-,-,"1,790,208",10.31,"4,527,054",14.52,"18,027,204",7.00,"524,730",2.46,"3,948,299",15.63,"270,797",4.47,"1,017,542",17.81,"2,659,960",16.07,"13,512,590",4.76,"9,814,998",3.21,"655,919",1.52,"2,631,131",8.41,"88,401",111.69,"322,141",17.64,-,-,"1,813,069",10.89,"4,473,029",13.91,"17,985,619",6.90
2000M06,"546,362",2.76,"3,936,612",11.91,"247,082",-1.48,"993,131",13.53,"2,696,399",12.72,"13,568,426",5.29,"9,807,373",3.35,"697,971",9.26,"2,655,837",8.92,"84,013",97.43,"323,232",16.80,-,-,"1,786,575",7.80,"4,482,974",10.70,"18,051,400",6.59,"528,830",3.26,"4,005,314",7.55,"283,774",-8.19,"1,064,210",9.98,"2,657,330",8.58,"13,629,559",5.93,"9,848,590",3.91,"708,580",13.12,"2,668,441",9.41,"79,626",83.69,"324,322",15.97,-,-,"1,876,814",4.92,"4,534,144",7.03,"18,163,703",6.20
