期間,新臺幣_原始值,新臺幣_年增率(%),日圓_原始值,日圓_年增率(%),馬克_原始值,馬克_年增率(%),英鎊_原始值,英鎊_年增率(%),法國法郎_原始值,法國法郎_年增率(%),港幣_原始值,港幣_年增率(%),韓元_原始值,韓元_年增率(%),加拿大幣_原始值,加拿大幣_年增率(%),新加坡元_原始值,新加坡元_年增率(%),人民幣_原始值,人民幣_年增率(%),澳幣_原始值,澳幣_年增率(%),印尼盾_原始值,印尼盾_年增率(%),荷蘭幣_原始值,荷蘭幣_年增率(%),泰銖_原始值,泰銖_年增率(%),馬來西亞幣_原始值,馬來西亞幣_年增率(%),菲律賓披索_原始值,菲律賓披索_年增率(%),歐元_原始值,歐元_年增率(%)
1960M11,40.0000,...,360.0000,...,4.2000,...,0.3571,...,4.9371,...,5.7143,...,65.0000,...,0.9767,...,3.0612,...,2.4618,...,0.8929,...,...,...,3.8000,...,21.1401,...,3.0612,...,2.0200,...,-,--
1960M12,40.0000,...,360.0000,...,4.2000,...,0.3571,...,4.9371,...,5.7143,...,65.0000,...,0.9824,...,3.0612,...,2.4618,...,0.8929,...,...,...,3.8000,...,21.1401,...,3.0612,...,2.0200,...,-,--
1961M01,40.0000,0.00,360.0000,0.00,4.2000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,82.5000,-39.39,0.9929,-4.01,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.8000,0.00,21.1001,0.43,3.0612,0.00,2.0200,-0.99,-,--
1961M02,40.0000,0.00,360.0000,0.00,4.2000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,115.0000,-50.00,0.9896,-3.83,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.8000,0.00,21.0901,0.47,3.0612,0.00,2.0200,-0.99,-,--
1961M03,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,0.9873,-3.69,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0901,0.47,3.0612,0.00,2.0200,-0.99,-,--
1961M04,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,0.9889,-2.63,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0901,0.47,3.0612,0.00,2.0200,0.00,-,--
1961M05,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,0.9875,-0.95,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0701,0.57,3.0612,0.00,2.0200,0.00,-,--
1961M06,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,1.0055,-2.30,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0401,0.71,3.0612,0.00,2.0200,0.00,-,--
1961M07,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,1.0341,-5.39,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0401,0.71,3.0612,0.00,2.0200,0.00,-,--
1961M08,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,1.0315,-5.98,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0401,0.71,3.0612,0.00,2.0200,0.00,-,--
1961M09,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,1.0308,-5.66,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0401,0.71,3.0612,0.00,2.0200,0.00,-,--
1961M10,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,1.0303,-5.03,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0401,0.71,3.0612,0.00,2.0200,0.00,-,--
1961M11,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,1.0357,-5.70,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0401,0.48,3.0612,0.00,2.0200,0.00,-,--
1961M12,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-50.00,1.0427,-5.78,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,21.0201,0.57,3.0612,0.00,2.0200,0.00,-,--
1962M01,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-36.54,1.0450,-4.99,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,20.9901,0.52,3.0612,0.00,2.5853,-21.87,-,--
1962M02,40.0000,0.00,360.0000,0.00,4.0000,5.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,-11.54,1.0488,-5.64,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,4.97,20.9801,0.52,3.0612,0.00,3.5547,-43.17,-,--
1962M03,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0494,-5.92,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.9401,0.72,3.0612,0.00,3.5982,-43.86,-,--
1962M04,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0498,-5.80,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.9301,0.76,3.0612,0.00,3.7962,-46.79,-,--
1962M05,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0822,-8.75,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,1.10,3.0612,0.00,3.8999,-48.20,-,--
1962M06,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0879,-7.57,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.96,3.0612,0.00,3.8900,-48.07,-,--
1962M07,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0789,-4.15,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.96,3.0612,0.00,3.8950,-48.14,-,--
1962M08,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0776,-4.28,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.96,3.0612,0.00,3.8950,-48.14,-,--
1962M09,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0768,-4.27,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.96,3.0612,0.00,3.8950,-48.14,-,--
1962M10,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0760,-4.25,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.96,3.0612,0.00,3.9000,-48.20,-,--
1962M11,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0768,-3.82,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.96,3.0612,0.00,3.9100,-48.34,-,--
1962M12,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0760,-3.09,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.86,3.0612,0.00,3.9150,-48.40,-,--
1963M01,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0771,-2.98,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.72,3.0612,0.00,3.9150,-33.96,-,--
1963M02,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0776,-2.67,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.67,3.0612,0.00,3.9100,-9.09,-,--
1963M03,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0780,-2.65,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.48,3.0612,0.00,3.9100,-7.97,-,--
1963M04,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0768,-2.51,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.43,3.0612,0.00,3.9100,-2.91,-,--
1963M05,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0772,0.46,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.00,3.0612,0.00,3.9100,-0.26,-,--
1963M06,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0782,0.90,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.00,3.0612,0.00,3.9100,-0.51,-,--
1963M07,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0797,-0.07,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.00,3.0612,0.00,3.9100,-0.38,-,--
1963M08,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0829,-0.49,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.00,3.0612,0.00,3.9100,-0.38,-,--
1963M09,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0798,-0.28,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8401,0.00,3.0612,0.00,3.9100,-0.38,-,--
1963M10,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0779,-0.18,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,-0.26,-,--
1963M11,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0776,-0.07,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1963M12,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0793,-0.31,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.13,-,--
1964M01,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0802,-0.29,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.13,-,--
1964M02,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0800,-0.22,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M03,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0805,-0.23,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M04,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,130.0000,0.00,1.0809,-0.38,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M05,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0809,-0.34,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M06,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0809,-0.25,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M07,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0813,-0.15,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M08,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0787,0.39,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M09,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0761,0.34,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.19,3.0612,0.00,3.9100,0.00,-,--
1964M10,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0753,0.24,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1964M11,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0739,0.34,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1964M12,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0746,0.44,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M01,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0738,0.60,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M02,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,255.7700,-49.17,1.0758,0.39,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M03,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,260.4900,-50.09,1.0811,-0.06,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M04,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,259.1200,-49.83,1.0792,0.16,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M05,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,266.0900,-3.88,1.0795,0.13,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M06,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,268.1700,-4.62,1.0823,-0.13,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M07,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.6600,-5.85,1.0835,-0.20,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M08,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,272.1400,-6.02,1.0784,0.03,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M09,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,272.0900,-6.00,1.0764,-0.03,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M10,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.9500,-5.95,1.0751,0.02,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M11,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.7800,-5.89,1.0749,-0.09,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9100,0.00,-,--
1965M12,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.7800,-5.89,1.0758,-0.11,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M01,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.7600,-5.88,1.0746,-0.07,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M02,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.6800,-5.86,1.0763,-0.05,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M03,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.7500,-4.14,1.0762,0.46,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M04,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.4200,-4.53,1.0770,0.20,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M05,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,-1.88,1.0767,0.26,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M06,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,-1.11,1.0765,0.54,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M07,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,0.18,1.0748,0.81,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M08,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,0.35,1.0751,0.31,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M09,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,0.34,1.0762,0.02,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M10,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,0.28,1.0793,-0.39,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M11,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,0.22,1.0820,-0.66,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.26,-,--
1966M12,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,271.1800,0.22,1.0831,-0.67,3.0612,0.00,2.4618,0.00,0.8929,0.00,...,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
1967M01,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,270.3800,0.51,1.0795,-0.45,3.0612,0.00,2.4618,0.00,0.8929,0.00,137.0000,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
1967M02,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,269.8500,0.68,1.0806,-0.40,3.0612,0.00,2.4618,0.00,0.8929,0.00,137.0000,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
1967M03,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,269.9100,0.68,1.0820,-0.54,3.0612,0.00,2.4618,0.00,0.8929,0.00,137.0000,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
1967M04,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,270.0600,0.50,1.0824,-0.50,3.0612,0.00,2.4618,0.00,0.8929,0.00,137.0000,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
1967M05,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,270.1700,0.37,1.0821,-0.50,3.0612,0.00,2.4618,0.00,0.8929,0.00,137.0000,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
1967M06,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,270.0500,0.42,1.0804,-0.36,3.0612,0.00,2.4618,0.00,0.8929,0.00,137.0000,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
1967M07,40.0000,0.00,360.0000,0.00,4.0000,0.00,0.3571,0.00,4.9371,0.00,5.7143,0.00,270.1500,0.38,1.0778,-0.28,3.0612,0.00,2.4618,0.00,0.8929,0.00,137.0000,...,3.6200,0.00,20.8000,0.00,3.0612,0.00,3.9000,0.00,-,--
