期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%)
1997M11,"1,297,895",-5.15,"2,655,325",-3.58,"178,213",-14.46,"788,668",-9.89,"1,056,922",-2.92,"854,130",4.64,"62,760",-11.91,"1,012,526",-4.71,"5,096,094",-9.93,"3,777,505",-5.91,-,-,"18,425",1.19,"302,882",-13.83,"237,781",0.46,"4,656,909",-9.92,"2,249,271",-8.20,"136,301",-0.34,"1,272,029",-2.87
1997M12,"1,594,146",18.24,"2,944,279",7.56,"180,983",-12.78,"852,490",-2.07,"1,348,753",25.96,"1,076,293",33.22,"64,410",-7.87,"1,015,495",-4.09,"5,052,591",-10.84,"3,720,147",-7.82,-,-,"18,425",1.19,"302,394",-14.33,"238,092",-0.30,"4,614,579",-10.83,"2,209,584",-10.18,"135,616",-2.46,"1,254,047",-4.91
1998M01,"1,782,186",73.74,"2,995,163",27.50,"180,056",4.79,"843,877",10.06,"1,538,440",92.51,"1,162,775",86.44,"63,690",16.28,"988,512",3.10,"5,107,952",3.53,"3,715,035",1.37,-,-,"18,275",0.09,"303,181",2.57,"240,510",9.86,"4,667,622",3.41,"2,223,727",2.30,"137,148",9.79,"1,232,523",-1.72
1998M02,"2,116,080",103.39,"3,133,977",32.59,"178,267",4.07,"825,900",8.43,"1,870,382",130.13,"1,281,017",102.76,"67,431",19.60,"1,027,061",5.86,"5,050,658",1.21,"3,666,186",-0.86,-,-,"18,275",-0.67,"305,166",2.25,"245,626",9.59,"4,609,113",0.99,"2,196,731",0.18,"136,378",6.80,"1,205,554",-4.53
1998M03,"2,221,321",114.56,"3,211,651",35.72,"177,831",3.58,"832,609",8.96,"1,973,382",144.88,"1,296,405",108.66,"70,108",21.43,"1,082,639",10.36,"5,023,809",0.74,"3,648,022",-1.64,-,-,"18,025",-2.45,"305,469",2.01,"246,467",9.33,"4,582,567",0.53,"2,194,908",-0.26,"135,772",5.04,"1,188,622",-6.00
1998M04,"2,323,470",126.51,"3,308,181",41.07,"178,621",3.91,"859,050",14.16,"2,073,052",160.42,"1,344,403",119.87,"71,797",24.14,"1,104,727",12.60,"5,063,589",1.74,"3,661,801",-1.40,-,-,"18,025",-2.45,"305,666",1.78,"246,774",9.13,"4,620,685",1.66,"2,217,439",0.74,"137,237",4.13,"1,179,564",-6.97
1998M05,"2,327,697",129.30,"3,298,115",39.02,"182,032",6.48,"859,814",12.27,"2,074,433",163.55,"1,364,594",119.87,"71,232",24.83,"1,073,707",8.90,"5,315,567",7.94,"3,809,651",2.11,-,-,"17,925",-2.99,"305,400",1.60,"246,859",8.93,"4,872,131",8.46,"2,352,179",6.53,"138,035",4.97,"1,192,688",-6.67
1998M06,"2,259,298",124.77,"3,284,781",40.63,"184,403",7.60,"888,827",19.19,"2,004,201",157.67,"1,316,820",113.50,"70,694",26.28,"1,079,134",10.88,"5,395,779",9.64,"3,880,292",3.78,-,-,"17,585",-4.83,"305,345",1.63,"247,297",8.97,"4,951,232",10.32,"2,406,033",8.43,"139,201",4.74,"1,209,376",-5.12
1998M07,"2,263,293",124.25,"3,342,137",42.53,"186,544",7.60,"926,072",24.29,"2,005,081",157.58,"1,326,026",112.53,"71,668",24.71,"1,090,040",11.71,"5,525,776",11.73,"3,952,424",5.68,-,-,"17,575",-4.89,"306,375",1.66,"250,044",9.13,"5,081,548",12.64,"2,476,832",11.87,"137,852",3.57,"1,207,970",-5.50
1998M08,"2,196,777",118.02,"3,447,344",44.75,"188,585",8.66,"993,465",31.77,"1,934,914",149.71,"1,298,517",101.49,"73,278",23.79,"1,155,360",17.50,"5,642,534",14.63,"4,021,008",7.62,-,-,"17,465",-5.22,"309,573",2.05,"258,667",9.94,"5,195,744",15.88,"2,541,096",15.10,"137,217",1.68,"1,203,780",-5.57
1998M09,"2,137,291",92.20,"3,479,323",38.77,"190,395",4.86,"1,022,422",32.80,"1,872,188",115.42,"1,265,072",78.81,"74,708",21.71,"1,191,828",15.73,"5,769,095",12.41,"4,131,934",7.69,-,-,"17,465",-5.21,"309,462",1.99,"259,522",9.63,"5,321,382",13.48,"2,613,709",14.59,"138,251",-0.88,"1,241,239",-4.57
1998M10,"2,122,046",74.46,"3,532,211",34.63,"194,197",9.36,"1,075,366",34.11,"1,850,691",89.63,"1,267,450",58.96,"77,158",22.85,"1,189,396",16.09,"5,872,412",14.62,"4,236,374",11.25,-,-,"17,465",-5.21,"309,110",1.94,"259,784",9.44,"5,423,402",15.79,"2,674,500",18.00,"139,900",2.48,"1,284,626",-0.07
1998M11,"2,182,146",68.13,"3,553,873",33.84,"199,599",12.00,"1,078,260",36.72,"1,908,616",80.58,"1,296,780",51.82,"73,931",17.80,"1,178,834",16.43,"5,988,051",17.50,"4,348,275",15.11,-,-,"17,465",-5.21,"309,439",2.16,"260,409",9.52,"5,536,683",18.89,"2,748,553",22.20,"141,929",4.13,"1,321,849",3.92
1998M12,"2,174,787",36.42,"3,595,728",22.13,"215,151",18.88,"1,119,329",31.30,"1,886,995",39.91,"1,307,348",21.47,"72,641",12.78,"1,169,051",15.12,"6,304,555",24.78,"4,514,704",21.36,-,-,"17,535",-4.83,"309,648",2.40,"260,657",9.48,"5,851,476",26.80,"2,901,131",31.30,"143,430",5.76,"1,335,381",6.49
1999M01,"2,177,855",22.20,"3,600,352",20.21,"221,665",23.11,"1,140,747",35.18,"1,881,574",22.30,"1,302,428",12.01,"74,616",17.15,"1,157,178",17.06,"6,501,983",27.29,"4,633,327",24.72,-,-,"17,535",-4.05,"310,515",2.42,"262,917",9.32,"6,041,937",29.44,"2,999,791",34.90,"149,531",9.03,"1,353,083",9.78
1999M02,"2,160,370",2.09,"3,559,931",13.59,"219,877",23.34,"1,133,237",37.21,"1,865,765",-0.25,"1,273,527",-0.58,"74,728",10.82,"1,153,168",12.28,"6,653,882",31.74,"4,720,148",28.75,-,-,"17,535",-4.05,"312,245",2.32,"267,765",9.01,"6,190,275",34.31,"3,058,675",39.24,"151,361",10.99,"1,376,174",14.15
1999M03,"2,084,507",-6.16,"3,477,592",8.28,"218,366",22.79,"1,126,264",35.27,"1,790,051",-9.29,"1,198,226",-7.57,"76,090",8.53,"1,153,101",6.51,"6,778,577",34.93,"4,811,829",31.90,-,-,"17,535",-2.72,"313,190",2.53,"268,620",8.99,"6,310,876",37.71,"3,121,857",42.23,"154,510",13.80,"1,403,817",18.10
1999M04,"2,129,429",-8.35,"3,492,904",5.58,"237,907",33.19,"1,147,614",33.59,"1,810,620",-12.66,"1,200,757",-10.68,"80,902",12.68,"1,144,534",3.60,"7,141,335",41.03,"5,000,818",36.57,-,-,"17,535",-2.72,"313,650",2.61,"268,998",9.01,"6,670,972",44.37,"3,285,288",48.16,"156,712",14.19,"1,428,997",21.15
1999M05,"2,066,263",-11.23,"3,400,045",3.09,"240,297",32.01,"1,141,449",32.76,"1,749,076",-15.68,"1,151,181",-15.64,"76,890",7.94,"1,107,415",3.14,"7,177,219",35.02,"5,050,193",32.56,-,-,"17,535",-2.18,"313,735",2.73,"269,215",9.06,"6,707,115",37.66,"3,313,502",40.87,"156,368",13.28,"1,449,940",21.57
1999M06,"1,996,014",-11.65,"3,333,234",1.48,"237,461",28.77,"1,125,701",26.65,"1,683,294",-16.01,"1,125,443",-14.53,"75,259",6.46,"1,082,090",0.27,"7,206,369",33.56,"5,110,931",31.72,-,-,"17,485",-0.57,"314,224",2.91,"270,522",9.39,"6,733,572",36.00,"3,338,923",38.77,"158,572",13.92,"1,484,002",22.71
1999M07,"1,939,066",-14.33,"3,305,147",-1.11,"239,032",28.14,"1,149,399",24.12,"1,625,896",-18.91,"1,093,476",-17.54,"74,138",3.45,"1,062,271",-2.55,"7,237,809",30.98,"5,170,139",30.81,-,-,"17,525",-0.28,"316,009",3.14,"274,150",9.64,"6,759,120",33.01,"3,366,224",35.91,"162,679",18.01,"1,512,240",25.19
1999M08,"1,911,415",-12.99,"3,242,397",-5.95,"243,340",29.03,"1,132,246",13.97,"1,587,549",-17.95,"1,073,537",-17.33,"80,526",9.89,"1,036,614",-10.28,"7,230,667",28.15,"5,189,041",29.05,-,-,"17,525",0.34,"319,779",3.30,"283,569",9.63,"6,751,641",29.95,"3,374,679",32.80,"159,246",16.05,"1,513,267",25.71
1999M09,"1,881,114",-11.99,"3,203,052",-7.94,"244,787",28.57,"1,103,633",7.94,"1,554,669",-16.96,"1,058,156",-16.36,"81,658",9.30,"1,041,264",-12.63,"7,228,195",25.29,"5,208,043",26.04,-,-,"17,518",0.30,"319,867",3.36,"284,028",9.44,"6,748,097",26.81,"3,390,602",29.72,"160,230",15.90,"1,515,895",22.13
1999M10,"1,888,162",-11.02,"3,236,829",-8.36,"250,521",29.00,"1,123,373",4.46,"1,548,657",-16.32,"1,073,427",-15.31,"88,984",15.33,"1,040,029",-12.56,"7,260,815",23.64,"5,236,803",23.62,-,-,"17,468",0.02,"319,825",3.47,"284,160",9.38,"6,779,423",25.00,"3,421,177",27.92,"161,566",15.49,"1,513,996",17.86
1999M11,"1,862,635",-14.64,"3,253,551",-8.45,"247,717",24.11,"1,145,182",6.21,"1,532,424",-19.71,"1,054,743",-18.66,"82,494",11.58,"1,053,626",-10.62,"7,322,761",22.29,"5,274,746",21.31,-,-,"17,468",0.02,"319,795",3.35,"284,436",9.23,"6,839,323",23.53,"3,449,754",25.51,"163,642",15.30,"1,523,089",15.22
1999M12,"1,836,096",-15.57,"3,333,445",-7.29,"250,711",16.53,"1,221,199",9.10,"1,504,426",-20.27,"1,060,636",-18.87,"80,959",11.45,"1,051,610",-10.05,"7,378,538",17.04,"5,333,524",18.14,-,-,"17,448",-0.50,"319,564",3.20,"284,568",9.17,"6,893,568",17.81,"3,490,468",20.31,"165,405",15.32,"1,541,040",15.40
2000M01,"1,792,647",-17.69,"3,268,763",-9.21,"251,216",13.33,"1,206,593",5.77,"1,460,511",-22.38,"1,004,665",-22.86,"80,920",8.45,"1,057,505",-8.61,"7,405,278",13.89,"5,375,419",16.02,-,-,"17,448",-0.50,"320,381",3.18,"286,578",9.00,"6,917,633",14.49,"3,510,387",17.02,"167,263",11.86,"1,561,007",15.37
2000M02,"1,790,048",-17.14,"3,320,187",-6.73,"252,612",14.89,"1,242,278",9.62,"1,455,129",-22.01,"1,010,449",-20.66,"82,307",10.14,"1,067,461",-7.43,"7,480,775",12.43,"5,434,320",15.13,-,-,"17,448",-0.50,"323,100",3.48,"291,666",8.93,"6,988,395",12.89,"3,537,904",15.67,"169,279",11.84,"1,587,301",15.34
2000M03,"1,740,220",-16.52,"3,288,780",-5.43,"250,325",14.64,"1,240,489",10.14,"1,404,822",-21.52,"970,088",-19.04,"85,073",11.81,"1,078,203",-6.50,"7,454,941",9.98,"5,437,618",13.01,-,-,"17,448",-0.50,"324,948",3.75,"292,861",9.02,"6,960,078",10.29,"3,532,797",13.16,"169,914",9.97,"1,594,512",13.58
2000M04,"1,692,743",-20.51,"3,309,807",-5.24,"253,231",6.44,"1,316,044",14.68,"1,357,757",-25.01,"949,164",-20.95,"81,755",1.05,"1,044,599",-8.73,"7,433,590",4.09,"5,452,101",9.02,-,-,"17,448",-0.50,"325,670",3.83,"293,226",9.01,"6,938,262",4.01,"3,530,552",7.47,"169,657",8.26,"1,610,876",12.73
2000M05,"1,646,156",-20.33,"3,322,464",-2.28,"251,887",4.82,"1,364,384",19.53,"1,314,083",-24.87,"935,170",-18.76,"80,186",4.29,"1,022,910",-7.63,"7,422,259",3.41,"5,469,408",8.30,-,-,"17,448",-0.50,"326,264",3.99,"293,638",9.07,"6,925,185",3.25,"3,537,445",6.76,"170,809",9.24,"1,620,876",11.79
2000M06,"1,644,212",-17.63,"3,340,679",0.22,"257,630",8.49,"1,381,379",22.71,"1,282,713",-23.80,"940,238",-16.46,"103,869",38.02,"1,019,063",-5.82,"7,580,990",5.20,"5,509,555",7.80,-,-,"16,928",-3.19,"326,497",3.91,"294,094",8.71,"6,956,017",3.30,"3,561,619",6.67,"298,475",88.23,"1,636,914",10.30
2000M07,"1,633,943",-15.74,"3,335,841",0.93,"254,149",6.32,"1,374,312",19.57,"1,299,872",-20.05,"942,983",-13.76,"79,922",7.80,"1,018,546",-4.12,"7,606,261",5.09,"5,573,888",7.81,-,-,"16,923",-3.44,"327,798",3.73,"296,654",8.21,"7,105,661",5.13,"3,631,302",7.87,"172,801",6.22,"1,629,010",7.72
2000M08,"1,636,695",-14.37,"3,352,033",3.38,"255,266",4.90,"1,411,755",24.69,"1,300,007",-18.11,"910,405",-15.20,"81,422",1.11,"1,029,874",-0.65,"7,656,922",5.90,"5,614,080",8.19,-,-,"16,963",-3.21,"332,127",3.86,"306,770",8.18,"7,151,102",5.92,"3,661,229",8.49,"173,692",9.07,"1,629,119",7.66
2000M09,"1,623,655",-13.69,"3,336,039",4.15,"255,159",4.24,"1,412,345",27.97,"1,285,567",-17.31,"892,529",-15.65,"82,929",1.56,"1,031,166",-0.97,"7,705,646",6.61,"5,642,362",8.34,-,-,"16,893",-3.57,"332,217",3.86,"307,605",8.30,"7,199,122",6.68,"3,685,460",8.70,"174,306",8.78,"1,632,402",7.69
2000M10,"1,605,725",-14.96,"3,300,758",1.98,"254,378",1.54,"1,410,398",25.55,"1,269,632",-18.02,"895,339",-16.59,"81,715",-8.17,"995,022",-4.33,"7,729,041",6.45,"5,644,470",7.78,-,-,"16,893",-3.29,"331,792",3.74,"307,643",8.26,"7,221,938",6.53,"3,695,157",8.01,"175,311",8.51,"1,624,776",7.32
2000M11,"1,597,085",-14.26,"3,325,963",2.23,"253,424",2.30,"1,414,578",23.52,"1,262,300",-17.63,"901,008",-14.58,"81,361",-1.37,"1,010,377",-4.10,"7,745,492",5.77,"5,651,305",7.14,-,-,"16,863",-3.46,"331,619",3.70,"307,845",8.23,"7,237,869",5.83,"3,700,426",7.27,"176,004",7.55,"1,626,171",6.77
2000M12,"1,614,048",-12.09,"3,336,635",0.10,"255,847",2.05,"1,411,924",15.62,"1,276,830",-15.13,"909,100",-14.29,"81,371",0.51,"1,015,612",-3.42,"7,792,652",5.61,"5,673,510",6.37,-,-,"16,863",-3.35,"331,533",3.75,"308,432",8.39,"7,226,289",4.83,"3,689,755",5.71,"234,830",41.97,"1,658,461",7.62
2001M01,"1,637,025",-8.68,"3,317,719",1.50,"250,295",-0.37,"1,366,934",13.29,"1,307,404",-10.48,"942,672",-6.17,"79,326",-1.97,"1,008,113",-4.67,"7,947,993",7.33,"5,746,595",6.91,-,-,"16,823",-3.58,"332,501",3.78,"310,797",8.45,"7,439,562",7.54,"3,782,101",7.74,"175,930",5.18,"1,636,874",4.86
2001M02,"1,653,224",-7.64,"3,365,760",1.37,"246,973",-2.23,"1,388,299",11.75,"1,319,469",-9.32,"919,418",-9.01,"86,782",5.44,"1,058,043",-0.88,"8,126,941",8.64,"5,845,959",7.57,-,-,"16,753",-3.98,"334,839",3.63,"316,338",8.46,"7,615,649",8.98,"3,855,196",8.97,"176,453",4.24,"1,657,672",4.43
2001M03,"1,625,998",-6.56,"3,328,050",1.19,"247,098",-1.29,"1,378,096",11.09,"1,291,186",-8.09,"879,758",-9.31,"87,714",3.10,"1,070,195",-0.74,"8,228,572",10.38,"5,906,038",8.61,-,-,"16,853",-3.41,"335,397",3.22,"317,539",8.43,"7,717,322",10.88,"3,910,429",10.69,"175,853",3.50,"1,661,218",4.18
2001M04,"1,604,917",-5.19,"3,286,500",-0.70,"247,507",-2.26,"1,376,909",4.62,"1,270,548",-6.42,"855,709",-9.85,"86,862",6.25,"1,053,881",0.89,"8,292,321",11.55,"5,943,564",9.01,-,-,"16,888",-3.21,"335,840",3.12,"317,779",8.37,"7,778,067",12.10,"3,933,213",11.41,"178,414",5.16,"1,675,685",4.02
2001M05,"1,584,950",-3.72,"3,258,606",-1.92,"247,302",-1.82,"1,362,533",-0.14,"1,251,476",-4.76,"851,222",-8.98,"86,172",7.47,"1,044,850",2.14,"8,337,575",12.33,"5,966,512",9.09,-,-,"16,938",-2.92,"336,199",3.05,"317,872",8.25,"7,822,332",12.95,"3,955,330",11.81,"179,044",4.82,"1,676,370",3.42
2001M06,"1,544,667",-6.05,"3,235,634",-3.14,"245,822",-4.58,"1,348,367",-2.39,"1,212,523",-5.47,"828,187",-11.92,"86,322",-16.89,"1,059,079",3.93,"8,377,190",10.50,"6,002,800",8.95,-,-,"16,988",0.35,"335,953",2.90,"317,839",8.07,"7,861,057",13.01,"3,975,218",11.61,"180,180",-39.63,"1,692,756",3.41
2001M07,"1,491,846",-8.70,"3,201,542",-4.03,"244,003",-3.99,"1,341,577",-2.38,"1,162,017",-10.61,"816,164",-13.45,"85,826",7.39,"1,043,801",2.48,"8,423,759",10.75,"6,037,380",8.32,-,-,"17,138",1.27,"336,887",2.77,"320,261",7.96,"7,907,138",11.28,"3,997,253",10.08,"179,734",4.01,"1,702,727",4.53
2001M08,"1,479,882",-9.58,"3,198,026",-4.59,"245,879",-3.68,"1,371,613",-2.84,"1,146,445",-11.81,"800,484",-12.07,"87,558",7.54,"1,025,929",-0.38,"8,507,130",11.10,"6,101,948",8.69,-,-,"17,168",1.21,"342,135",3.01,"332,336",8.33,"7,985,514",11.67,"4,045,050",10.48,"179,481",3.33,"1,707,394",4.80
2001M09,"1,482,424",-8.70,"3,205,165",-3.92,"232,887",-8.73,"1,306,246",-7.51,"1,136,621",-11.59,"816,183",-8.55,"112,916",36.16,"1,082,734",5.00,"8,576,079",11.30,"6,232,357",10.46,-,-,"17,168",1.63,"342,172",3.00,"332,960",8.24,"7,975,061",10.78,"4,146,990",12.52,"258,846",48.50,"1,735,239",6.30
2001M10,"1,447,618",-9.85,"3,145,352",-4.71,"236,332",-7.09,"1,302,238",-7.67,"1,101,029",-13.28,"792,254",-11.51,"110,257",34.93,"1,050,861",5.61,"8,642,095",11.81,"6,264,400",10.98,-,-,"17,218",1.92,"341,714",2.99,"333,048",8.26,"8,003,838",10.83,"4,162,584",12.65,"296,543",69.15,"1,751,549",7.80
2001M11,"1,413,555",-11.49,"3,095,082",-6.94,"236,085",-6.84,"1,306,758",-7.62,"1,075,751",-14.78,"748,505",-16.93,"101,719",25.02,"1,039,820",2.91,"8,774,040",13.28,"6,265,337",10.87,-,-,"17,118",1.51,"341,331",2.93,"333,167",8.23,"8,165,319",12.81,"4,187,508",13.16,"267,390",51.92,"1,727,543",6.23
2001M12,"1,374,883",-14.82,"3,023,960",-9.37,"232,585",-9.09,"1,285,953",-8.92,"1,041,525",-18.43,"720,888",-20.70,"100,773",23.84,"1,017,120",0.15,"8,828,098",13.29,"6,252,363",10.20,-,-,"17,078",1.27,"342,424",3.29,"335,515",8.78,"8,216,296",13.70,"4,175,808",13.17,"269,378",14.71,"1,723,962",3.95
2002M01,"1,329,125",-18.81,"2,955,979",-10.90,"232,231",-7.22,"1,271,844",-6.96,"997,490",-23.70,"690,500",-26.75,"99,404",25.31,"993,635",-1.44,"8,805,637",10.79,"6,246,097",8.69,-,-,"17,028",1.22,"342,951",3.14,"337,260",8.51,"8,191,694",10.11,"4,186,539",10.69,"270,992",54.03,"1,705,270",4.18
2002M02,"1,312,900",-20.59,"2,904,364",-13.71,"229,533",-7.06,"1,248,685",-10.06,"984,263",-25.40,"672,660",-26.84,"99,104",14.20,"983,019",-7.09,"8,844,837",8.83,"6,275,451",7.35,-,-,"16,958",1.22,"345,675",3.24,"343,386",8.55,"8,225,624",8.01,"4,203,452",9.03,"273,538",55.02,"1,711,655",3.26
2002M03,"1,284,795",-20.98,"2,859,053",-14.09,"228,417",-7.56,"1,234,193",-10.44,"957,843",-25.82,"654,227",-25.64,"98,535",12.34,"970,631",-9.30,"8,832,683",7.34,"6,283,341",6.39,-,-,"16,858",0.03,"346,002",3.16,"344,367",8.45,"8,214,131",6.44,"4,209,962",7.66,"272,550",54.99,"1,712,154",3.07
2002M04,"1,269,885",-20.88,"2,838,194",-13.64,"227,867",-7.94,"1,226,710",-10.91,"944,403",-25.67,"656,023",-23.34,"97,615",12.38,"955,461",-9.34,"8,812,374",6.27,"6,274,440",5.57,-,-,"16,823",-0.38,"346,022",3.03,"344,677",8.46,"8,193,925",5.35,"4,216,688",7.21,"272,427",52.69,"1,696,251",1.23
2002M05,"1,257,131",-20.68,"2,833,058",-13.06,"228,188",-7.73,"1,237,390",-9.18,"932,741",-25.47,"654,910",-23.06,"96,202",11.64,"940,759",-9.96,"8,786,991",5.39,"6,276,526",5.20,-,-,"16,773",-0.97,"345,835",2.87,"344,600",8.41,"8,168,416",4.42,"4,215,361",6.57,"272,740",52.33,"1,699,791",1.40
2002M06,"1,254,886",-18.76,"2,895,059",-10.53,"229,710",-6.55,"1,285,937",-4.63,"928,921",-23.39,"660,744",-20.22,"96,255",11.51,"948,379",-10.45,"8,788,869",4.91,"6,293,020",4.83,-,-,"16,473",-3.03,"345,764",2.92,"344,654",8.44,"8,166,747",3.89,"4,206,365",5.81,"276,358",53.38,"1,725,528",1.94
2002M07,"1,240,943",-16.82,"2,850,315",-10.97,"229,348",-6.01,"1,297,245",-3.30,"916,922",-21.09,"654,411",-19.82,"94,673",10.31,"898,660",-13.91,"8,794,442",4.40,"6,334,279",4.92,-,-,"16,473",-3.88,"347,099",3.03,"346,933",8.33,"8,170,441",3.33,"4,248,096",6.28,"276,902",54.06,"1,722,777",1.18
