期間,總指數_原始值,總指數_年增率(%),總指數(不含土石採取業)_原始值,總指數(不含土石採取業)_年增率(%),總指數(不含建築工程業)_原始值,總指數(不含建築工程業)_年增率(%),總指數(不含土石採取及建築工程業)_原始值,總指數(不含土石採取及建築工程業)_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),金屬機電工業_原始值,金屬機電工業_年增率(%),資訊電子工業_原始值,資訊電子工業_年增率(%),化學工業_原始值,化學工業_年增率(%),民生工業_原始值,民生工業_年增率(%),電力及燃氣供應業_原始值,電力及燃氣供應業_年增率(%),用水供應業_原始值,用水供應業_年增率(%),建築工程業_原始值,建築工程業_年增率(%)
1993M11,...,...,43.21,4.37,...,...,41.19,3.88,...,...,40.47,3.27,57.69,-0.09,13.77,12.68,54.92,4.19,124.28,-2.10,47.22,12.72,73.04,2.61,192.24,17.46
1993M12,...,...,47.78,6.34,...,...,44.61,4.35,...,...,44.13,4.10,62.56,0.06,14.81,10.77,59.72,6.00,139.03,0.61,46.99,8.25,74.20,1.26,317.15,52.98
1994M01,...,...,43.66,21.45,...,...,41.51,21.27,...,...,40.80,21.65,57.09,22.14,13.21,35.21,56.01,16.35,133.54,18.32,46.39,18.80,72.40,-1.17,209.37,27.09
1994M02,...,...,35.90,-10.14,...,...,34.05,-11.00,...,...,33.36,-11.89,45.63,-16.58,10.86,-10.17,48.57,-6.07,104.67,-13.94,39.09,-1.41,66.41,-0.18,179.37,13.27
1994M03,...,...,46.68,5.92,...,...,44.49,5.23,...,...,43.82,4.93,61.80,2.79,15.10,10.22,59.80,6.27,135.02,1.18,48.74,8.29,72.86,-0.55,213.10,28.85
1994M04,...,...,45.94,7.29,...,...,43.53,6.04,...,...,42.68,5.43,61.92,4.81,14.26,6.58,57.38,6.46,133.22,4.18,51.55,15.22,72.00,1.91,233.75,41.70
1994M05,...,...,46.48,6.02,...,...,44.28,6.06,...,...,43.16,5.68,62.36,4.97,14.90,11.95,58.24,6.67,130.63,0.65,56.90,12.52,74.22,0.72,214.50,7.75
1994M06,...,...,47.38,10.31,...,...,44.58,8.73,...,...,43.35,8.70,61.36,5.56,15.41,15.34,59.32,10.75,128.55,4.86,59.08,11.66,75.25,3.15,270.26,46.63
1994M07,...,...,46.76,3.50,...,...,44.10,2.15,...,...,42.61,2.16,61.96,1.24,14.65,7.40,56.86,3.16,130.15,-1.57,63.08,4.45,80.12,3.58,256.40,35.63
1994M08,...,...,46.07,3.62,...,...,43.81,3.11,...,...,42.44,3.51,59.71,-0.03,14.82,10.60,56.83,2.97,131.93,2.56,60.62,1.00,80.77,4.27,219.94,18.22
1994M09,...,...,46.22,5.14,...,...,43.97,4.79,...,...,42.87,4.89,60.95,5.27,15.25,9.79,56.99,3.02,130.30,3.07,55.86,4.20,81.09,9.02,218.14,16.10
1994M10,...,...,47.28,8.49,...,...,44.73,7.32,...,...,43.74,7.13,63.95,11.20,15.26,11.47,59.39,6.19,128.31,1.17,53.96,9.10,82.87,8.95,247.56,39.34
1994M11,...,...,49.14,13.72,...,...,46.38,12.60,...,...,45.64,12.77,65.97,14.35,16.40,19.10,61.50,11.98,132.67,6.75,51.42,8.89,80.39,10.06,265.84,38.29
1994M12,...,...,50.46,5.61,...,...,47.29,6.01,...,...,46.58,5.55,66.27,5.93,16.84,13.71,61.48,2.95,140.00,0.70,51.53,9.66,81.54,9.89,305.18,-3.77
1995M01,...,...,47.27,8.27,...,...,43.96,5.90,...,...,43.18,5.83,61.91,8.44,14.94,13.10,58.37,4.21,131.37,-1.62,48.94,5.50,82.21,13.55,316.39,51.12
1995M02,...,...,40.01,11.45,...,...,38.52,13.13,...,...,37.79,13.28,51.80,13.52,13.91,28.08,52.57,8.24,109.79,4.89,43.60,11.54,74.44,12.09,148.32,-17.31
1995M03,...,...,51.09,9.45,...,...,49.00,10.14,...,...,48.33,10.29,68.54,10.91,18.42,21.99,63.35,5.94,138.57,2.63,52.67,8.06,80.05,9.87,206.09,-3.29
1995M04,...,...,47.37,3.11,...,...,45.68,4.94,...,...,44.83,5.04,63.25,2.15,16.48,15.57,61.69,7.51,127.64,-4.19,53.52,3.82,74.84,3.94,167.33,-28.41
1995M05,...,...,51.38,10.54,...,...,48.80,10.21,...,...,47.82,10.80,68.87,10.44,17.95,20.47,63.55,9.12,134.91,3.28,59.54,4.64,74.73,0.69,250.00,16.55
1995M06,...,...,49.01,3.44,...,...,46.97,5.36,...,...,45.71,5.44,65.15,6.18,17.65,14.54,60.38,1.79,127.07,-1.15,62.99,6.62,70.85,-5.85,201.74,-25.35
1995M07,...,...,49.24,5.30,...,...,46.66,5.80,...,...,45.07,5.77,65.21,5.25,17.11,16.79,58.68,3.20,127.68,-1.90,67.12,6.40,81.75,2.03,250.73,-2.21
1995M08,...,...,49.98,8.49,...,...,47.05,7.40,...,...,45.52,7.26,63.86,6.95,17.60,18.76,59.54,4.77,130.23,-1.29,66.75,10.11,82.57,2.23,281.59,28.03
1995M09,...,...,47.86,3.55,...,...,45.92,4.43,...,...,44.59,4.01,63.65,4.43,17.62,15.54,57.50,0.89,123.47,-5.24,61.90,10.81,79.56,-1.89,192.30,-11.85
1995M10,...,...,47.67,0.82,...,...,45.41,1.52,...,...,44.19,1.03,62.17,-2.78,17.35,13.70,56.91,-4.18,125.85,-1.92,59.32,9.93,81.78,-1.32,219.93,-11.16
1995M11,...,...,48.61,-1.08,...,...,46.07,-0.67,...,...,45.25,-0.85,62.99,-4.52,17.80,8.54,59.22,-3.71,127.87,-3.62,53.05,3.17,78.53,-2.31,246.06,-7.44
1995M12,...,...,48.90,-3.09,...,...,46.49,-1.69,...,...,45.69,-1.91,62.13,-6.25,17.72,5.23,61.51,0.05,130.85,-6.54,52.57,2.02,78.13,-4.18,235.35,-22.88
1996M01,48.64,...,48.53,2.67,46.42,...,46.31,5.35,194.52,...,45.47,5.30,62.94,1.66,17.17,14.93,62.03,6.27,129.71,-1.26,57.16,16.80,75.31,-8.39,217.31,-31.32
1996M02,40.96,...,40.85,2.10,38.87,...,38.76,0.62,188.62,...,37.91,0.32,51.35,-0.87,14.44,3.81,52.61,0.08,107.53,-2.06,49.35,13.19,72.24,-2.96,203.01,36.87
1996M03,48.30,...,48.18,-5.70,46.52,...,46.40,-5.31,207.97,...,45.47,-5.92,64.31,-6.17,17.91,-2.77,59.70,-5.76,125.43,-9.48,58.56,11.18,76.01,-5.05,176.73,-14.25
1996M04,48.08,...,47.97,1.27,46.52,...,46.41,1.60,199.73,...,45.55,1.61,65.47,3.51,17.42,5.70,61.01,-1.10,124.79,-2.23,57.66,7.74,73.98,-1.15,156.63,-6.39
1996M05,50.22,...,50.10,-2.49,48.39,...,48.28,-1.07,182.46,...,47.25,-1.19,67.95,-1.34,18.24,1.62,62.79,-1.20,128.98,-4.40,63.17,6.10,74.77,0.05,181.81,-27.28
1996M06,49.10,...,48.98,-0.06,47.06,...,46.94,-0.06,173.02,...,45.36,-0.77,65.03,-0.18,17.59,-0.34,60.71,0.55,122.61,-3.51,71.68,13.80,77.26,9.05,201.39,-0.17
1996M07,50.18,...,50.06,1.67,48.13,...,48.01,2.89,172.30,...,46.19,2.49,64.92,-0.44,17.64,3.10,62.78,6.99,128.21,0.42,77.13,14.91,80.04,-2.09,202.09,-19.40
1996M08,49.98,...,49.86,-0.24,48.35,...,48.22,2.49,161.80,...,46.61,2.39,66.39,3.96,17.36,-1.36,63.30,6.32,131.25,0.78,73.57,10.22,81.82,-0.91,164.15,-41.71
1996M09,49.08,...,48.96,2.30,47.16,...,47.04,2.44,163.37,...,45.49,2.02,62.27,-2.17,18.03,2.33,61.50,6.96,125.23,1.43,71.01,14.72,82.68,3.92,190.06,-1.16
1996M10,50.86,...,50.74,6.44,49.03,...,48.90,7.69,176.35,...,47.68,7.90,64.31,3.44,19.55,12.68,65.02,14.25,126.46,0.48,66.78,12.58,82.82,1.27,183.27,-16.67
1996M11,51.56,...,51.44,5.82,49.73,...,49.62,7.71,179.43,...,48.69,7.60,67.54,7.22,20.03,12.53,65.34,10.33,126.54,-1.04,62.58,17.96,77.03,-1.91,182.76,-25.73
1996M12,53.36,...,53.24,8.88,51.54,...,51.41,10.58,185.11,...,50.65,10.86,73.13,17.70,20.40,15.12,67.17,9.20,130.29,-0.43,61.20,16.42,82.11,5.09,182.43,-22.49
1997M01,51.15,5.16,51.03,5.15,49.21,6.01,49.09,6.00,189.94,-2.35,48.16,5.92,68.83,9.36,18.04,5.07,66.08,6.53,132.48,2.14,61.40,7.42,80.27,6.59,192.14,-11.58
1997M02,40.50,-1.12,40.38,-1.15,39.46,1.52,39.35,1.52,161.07,-14.61,38.45,1.42,52.29,1.83,14.93,3.39,54.89,4.33,102.53,-4.65,51.13,3.61,73.46,1.69,106.13,-47.72
1997M03,52.96,9.65,52.83,9.65,51.54,10.79,51.41,10.80,195.37,-6.06,50.50,11.06,71.45,11.10,20.28,13.23,67.62,13.27,132.54,5.67,63.66,8.71,80.55,5.97,145.98,-17.40
1997M04,51.42,6.95,51.29,6.92,49.82,7.09,49.69,7.07,192.34,-3.70,48.67,6.85,70.81,8.16,19.34,11.02,65.56,7.46,123.93,-0.69,64.13,11.22,77.60,4.89,161.53,3.13
1997M05,53.57,6.67,53.44,6.67,51.84,7.13,51.72,7.13,205.74,12.76,50.41,6.69,74.25,9.27,19.88,8.99,67.23,7.07,128.94,-0.03,71.75,13.58,76.22,1.94,173.20,-4.74
1997M06,50.99,3.85,50.86,3.84,49.45,5.08,49.33,5.09,180.92,4.57,47.95,5.71,70.40,8.26,19.45,10.57,62.93,3.66,120.92,-1.38,70.57,-1.55,77.08,-0.23,155.83,-22.62
1997M07,53.46,6.54,53.33,6.53,51.63,7.27,51.51,7.29,174.83,1.47,49.76,7.73,71.61,10.30,20.22,14.63,66.21,5.46,126.56,-1.29,79.37,2.90,81.85,2.26,183.05,-9.42
1997M08,52.55,5.14,52.42,5.13,51.18,5.85,51.05,5.87,165.20,2.10,49.28,5.73,70.37,5.99,20.24,16.59,64.49,1.88,127.32,-2.99,79.59,8.18,82.53,0.87,140.80,-14.22
1997M09,52.51,6.99,52.39,7.01,51.06,8.27,50.93,8.27,170.01,4.06,49.54,8.90,69.97,12.37,21.58,19.69,63.50,3.25,122.15,-2.46,72.17,1.63,82.87,0.23,149.09,-21.56
1997M10,55.72,9.56,55.57,9.52,54.28,10.71,54.15,10.74,183.18,3.87,52.94,11.03,76.65,19.19,23.49,20.15,66.11,1.68,126.31,-0.12,72.20,8.12,83.22,0.48,147.33,-19.61
1997M11,54.13,4.98,54.00,4.98,52.53,5.63,52.40,5.60,172.94,-3.62,51.46,5.69,73.89,9.40,23.19,15.78,64.08,-1.93,121.39,-4.07,65.82,5.18,80.93,5.06,162.57,-11.05
1997M12,57.70,8.13,57.56,8.11,56.12,8.89,55.99,8.91,192.15,3.80,55.15,8.88,80.35,9.87,24.59,20.54,68.44,1.89,130.31,0.02,67.24,9.87,83.64,1.86,161.74,-11.34
1998M01,47.39,-7.35,47.25,-7.41,46.01,-6.50,45.88,-6.54,172.70,-9.08,44.77,-7.04,62.69,-8.92,18.30,1.44,60.84,-7.93,114.15,-13.84,61.36,-0.07,84.83,5.68,139.95,-27.16
1998M02,48.61,20.02,48.47,20.03,47.54,20.48,47.40,20.46,165.13,2.52,46.55,21.07,64.35,23.06,20.90,39.99,60.01,9.33,111.97,9.21,59.21,15.80,78.60,7.00,111.23,4.81
1998M03,54.63,3.15,54.48,3.12,53.57,3.94,53.42,3.91,181.88,-6.90,52.45,3.86,74.23,3.89,23.31,14.94,67.01,-0.90,125.36,-5.42,67.41,5.89,84.13,4.44,113.86,-22.00
1998M04,54.22,5.45,54.07,5.42,52.64,5.66,52.50,5.66,179.99,-6.42,51.29,5.38,73.57,3.90,21.88,13.13,66.45,1.36,126.15,1.79,71.14,10.93,81.12,4.54,159.89,-1.02
1998M05,53.95,0.71,53.81,0.69,52.36,1.00,52.21,0.95,171.50,-16.64,50.64,0.46,72.48,-2.38,21.75,9.41,65.97,-1.87,122.85,-4.72,77.88,8.54,78.36,2.81,162.08,-6.42
1998M06,54.11,6.12,53.96,6.10,52.56,6.29,52.41,6.24,165.76,-8.38,50.79,5.92,71.95,2.20,22.64,16.40,64.19,2.00,122.29,1.13,79.14,12.14,79.24,2.80,157.58,1.12
1998M07,55.12,3.11,54.97,3.08,53.29,3.22,53.15,3.18,171.36,-1.98,51.02,2.53,72.76,1.61,22.39,10.73,63.67,-3.84,126.86,0.24,88.38,11.35,85.91,4.96,183.04,-0.01
1998M08,54.58,3.86,54.43,3.83,53.00,3.56,52.86,3.55,168.40,1.94,50.69,2.86,69.83,-0.77,22.57,11.51,64.64,0.23,125.75,-1.23,88.68,11.42,88.10,6.75,160.00,13.64
1998M09,55.80,6.27,55.64,6.20,53.92,5.60,53.78,5.60,165.92,-2.41,52.21,5.39,70.25,0.40,24.59,13.95,66.79,5.18,121.15,-0.82,78.72,9.08,87.19,5.21,187.96,26.07
1998M10,56.48,1.36,56.33,1.37,54.85,1.05,54.71,1.03,161.20,-12.00,53.38,0.83,71.75,-6.39,25.75,9.62,67.97,2.81,119.38,-5.49,75.28,4.27,90.12,8.29,164.79,11.85
1998M11,56.00,3.45,55.85,3.43,54.27,3.31,54.12,3.28,168.34,-2.66,53.08,3.15,71.02,-3.88,25.98,12.03,66.65,4.01,118.36,-2.50,69.58,5.71,86.53,6.92,174.74,7.49
1998M12,57.08,-1.07,56.93,-1.09,55.35,-1.37,55.21,-1.39,177.45,-7.65,54.25,-1.63,75.81,-5.65,25.26,2.72,67.72,-1.05,125.62,-3.60,68.83,2.36,88.25,5.51,174.61,7.96
1999M01,56.03,18.23,55.89,18.29,53.50,16.28,53.36,16.30,167.01,-3.29,52.25,16.71,72.43,15.54,23.44,28.09,64.36,5.79,128.22,12.33,69.04,12.52,85.21,0.45,219.87,57.11
1999M02,46.01,-5.35,45.90,-5.30,44.24,-6.94,44.14,-6.88,145.75,-11.74,43.02,-7.58,57.12,-11.24,20.04,-4.11,55.76,-7.08,100.05,-10.65,59.50,0.49,80.43,2.33,161.45,45.15
1999M03,59.09,8.16,58.95,8.20,57.36,7.07,57.23,7.13,166.60,-8.40,56.19,7.13,76.54,3.11,27.08,16.17,70.14,4.67,126.19,0.66,71.77,6.47,84.35,0.26,173.57,52.44
1999M04,58.55,7.99,58.41,8.03,56.91,8.11,56.77,8.13,165.06,-8.29,55.74,8.68,76.04,3.36,25.68,17.37,72.58,9.22,126.24,0.07,71.44,0.42,83.86,3.38,167.90,5.01
1999M05,59.48,10.25,59.33,10.26,57.75,10.29,57.61,10.34,165.77,-3.34,56.31,11.20,76.18,5.10,26.25,20.69,75.03,13.73,123.12,0.22,78.03,0.19,85.84,9.55,174.08,7.40
1999M06,58.76,8.59,58.61,8.62,57.32,9.06,57.17,9.08,162.50,-1.97,55.58,9.43,74.32,3.29,27.29,20.54,69.24,7.87,124.83,2.08,84.26,6.47,86.09,8.64,155.63,-1.24
1999M07,59.09,7.20,58.95,7.24,57.72,8.31,57.59,8.35,156.77,-8.51,55.75,9.27,75.78,4.15,26.75,19.47,69.99,9.93,125.36,-1.18,89.76,1.56,89.03,3.63,151.49,-17.24
1999M08,59.05,8.19,58.90,8.21,57.61,8.70,57.47,8.72,157.56,-6.44,55.62,9.73,71.63,2.58,27.50,21.84,71.05,9.92,125.84,0.07,89.50,0.92,91.13,3.44,155.90,-2.56
1999M09,55.34,-0.82,55.20,-0.79,53.28,-1.19,53.15,-1.17,142.44,-14.15,51.67,-1.03,67.91,-3.33,25.73,4.64,65.41,-2.07,113.79,-6.08,77.13,-2.02,90.94,4.30,189.61,0.88
1999M10,60.40,6.94,60.26,6.98,59.22,7.97,59.08,7.99,142.25,-11.76,57.89,8.45,74.50,3.83,29.89,16.08,72.99,7.39,124.49,4.28,77.61,3.10,91.23,1.23,141.64,-14.05
1999M11,61.44,9.71,61.30,9.76,59.77,10.13,59.64,10.20,153.94,-8.55,58.63,10.46,74.25,4.55,31.17,19.98,74.03,11.07,122.35,3.37,73.50,5.63,92.71,7.14,172.59,-1.23
1999M12,62.44,9.39,62.30,9.43,61.14,10.46,61.01,10.51,159.51,-10.11,60.06,10.71,79.77,5.22,31.19,23.48,73.04,7.86,128.42,2.23,73.03,6.10,94.46,7.04,150.91,-13.57
2000M01,60.56,8.08,60.42,8.11,58.87,10.04,58.74,10.08,160.00,-4.20,57.63,10.30,74.97,3.51,29.11,24.19,69.71,8.31,133.18,3.87,73.80,6.89,94.42,10.81,173.27,-21.19
2000M02,49.26,7.06,49.15,7.08,48.45,9.52,48.34,9.52,131.33,-9.89,47.15,9.60,58.82,2.98,24.56,22.55,61.68,10.62,99.12,-0.93,65.33,9.80,89.02,10.68,106.20,-34.22
2000M03,63.92,8.17,63.80,8.23,62.99,9.82,62.86,9.84,157.39,-5.53,61.92,10.20,79.99,4.51,32.65,20.57,75.65,7.86,133.22,5.57,75.06,4.58,93.98,11.42,130.34,-24.91
2000M04,60.50,3.33,60.39,3.39,59.10,3.85,58.98,3.89,147.94,-10.37,57.92,3.91,75.58,-0.60,30.53,18.89,70.69,-2.60,123.27,-2.35,73.45,2.81,93.64,11.66,155.68,-7.28
2000M05,63.61,6.94,63.48,6.99,62.71,8.59,62.58,8.63,130.96,-21.00,61.28,8.83,80.35,5.47,32.81,24.99,73.31,-2.29,129.29,5.01,83.37,6.84,95.97,11.80,128.42,-26.23
2000M06,63.86,8.68,63.72,8.72,62.50,9.04,62.35,9.06,141.38,-13.00,60.71,9.23,78.99,6.28,33.97,24.48,71.09,2.67,122.84,-1.59,89.95,6.75,101.17,17.52,157.41,1.14
2000M07,62.86,6.38,62.74,6.43,61.62,6.76,61.49,6.77,125.20,-20.14,59.55,6.82,76.07,0.38,32.81,22.65,70.81,1.17,124.73,-0.50,95.06,5.90,106.96,20.14,148.45,-2.01
2000M08,64.36,8.99,64.24,9.07,62.62,8.70,62.50,8.75,128.64,-18.35,60.74,9.21,75.42,5.29,33.73,22.65,74.07,4.25,126.29,0.36,92.04,2.84,106.18,16.51,180.76,15.95
2000M09,63.49,14.73,63.35,14.76,62.75,17.77,62.61,17.80,133.52,-6.26,61.20,18.44,75.51,11.19,35.08,36.34,73.53,12.41,123.26,8.32,84.87,10.04,104.36,14.76,117.36,-38.10
2000M10,64.41,6.64,64.28,6.67,63.48,7.19,63.35,7.23,150.94,6.11,61.87,6.88,75.15,0.87,36.03,20.54,75.19,3.01,121.45,-2.44,85.97,10.77,107.62,17.97,130.48,-7.88
2000M11,63.17,2.82,63.05,2.85,61.61,3.08,61.48,3.09,145.88,-5.24,60.29,2.83,73.00,-1.68,34.35,10.20,74.89,1.16,120.45,-1.55,78.17,6.35,103.47,11.61,168.29,-2.49
2000M12,62.31,-0.21,62.17,-0.21,61.47,0.54,61.33,0.52,172.72,8.28,60.10,0.07,76.03,-4.69,31.93,2.37,75.48,3.34,126.62,-1.40,77.59,6.24,106.25,12.48,122.84,-18.60
2001M01,53.21,-12.14,53.11,-12.10,52.22,-11.30,52.13,-11.25,149.29,-6.69,50.67,-12.08,58.79,-21.58,26.35,-9.48,68.84,-1.25,111.04,-16.62,72.40,-1.90,105.34,11.57,121.03,-30.15
2001M02,55.51,12.69,55.39,12.70,54.65,12.80,54.53,12.81,150.08,14.28,53.38,13.21,64.30,9.32,28.50,16.04,70.64,14.53,110.87,11.85,70.20,7.45,95.38,7.14,115.96,9.19
2001M03,61.87,-3.21,61.75,-3.21,60.66,-3.70,60.54,-3.69,170.06,8.05,59.26,-4.30,72.48,-9.39,31.31,-4.10,78.56,3.85,122.47,-8.07,77.77,3.61,105.62,12.39,145.03,11.27
2001M04,56.10,-7.27,55.98,-7.30,55.24,-6.53,55.12,-6.54,154.43,4.39,53.77,-7.17,66.91,-11.47,26.98,-11.63,73.34,3.75,113.64,-7.81,74.17,0.98,102.60,9.57,117.19,-24.72
2001M05,58.71,-7.70,58.60,-7.69,57.50,-8.31,57.39,-8.29,140.60,7.36,55.63,-9.22,68.72,-14.47,27.70,-15.57,77.64,5.91,116.27,-10.07,85.89,3.02,103.80,8.16,141.98,10.56
2001M06,55.46,-13.15,55.36,-13.12,54.29,-13.14,54.19,-13.09,137.59,-2.68,52.08,-14.22,63.56,-19.53,25.98,-23.52,72.65,2.19,110.43,-10.10,89.93,-0.02,101.75,0.57,135.65,-13.82
2001M07,54.96,-12.57,54.86,-12.56,53.95,-12.45,53.85,-12.42,136.43,8.97,51.51,-13.50,63.19,-16.93,25.28,-22.95,71.59,1.10,111.83,-10.34,94.72,-0.36,103.95,-2.81,125.08,-15.74
2001M08,58.35,-9.34,58.25,-9.32,57.23,-8.61,57.13,-8.59,135.32,5.19,54.76,-9.85,64.77,-14.12,27.34,-18.94,76.70,3.55,119.90,-5.06,98.72,7.26,105.13,-0.99,135.37,-25.11
2001M09,53.31,-16.03,53.22,-15.99,52.62,-16.14,52.52,-16.12,119.53,-10.48,50.73,-17.11,60.19,-20.29,25.72,-26.68,72.65,-1.20,104.33,-15.36,82.30,-3.03,99.24,-4.91,103.40,-11.90
2001M10,59.01,-8.38,58.91,-8.35,57.93,-8.74,57.83,-8.71,136.01,-9.89,56.23,-9.12,65.18,-13.27,29.97,-16.82,78.57,4.50,113.41,-6.62,83.08,-3.36,102.89,-4.40,134.07,2.75
2001M11,57.23,-9.40,57.13,-9.39,55.99,-9.12,55.89,-9.09,143.94,-1.33,54.49,-9.62,64.71,-11.36,29.88,-13.01,72.11,-3.71,109.81,-8.83,76.28,-2.42,101.18,-2.21,141.43,-15.96
2001M12,56.15,-9.89,56.04,-9.86,55.39,-9.89,55.29,-9.85,165.50,-4.18,53.80,-10.48,63.78,-16.11,28.09,-12.03,73.05,-3.22,114.15,-9.85,76.32,-1.64,102.60,-3.44,110.89,-9.73
2002M01,57.92,8.85,57.82,8.87,57.18,9.50,57.08,9.50,175.42,17.50,55.59,9.71,65.58,11.55,29.24,10.97,77.47,12.54,112.69,1.49,78.07,7.83,103.29,-1.95,111.69,-7.72
2002M02,47.61,-14.23,47.53,-14.19,47.07,-13.87,46.99,-13.83,126.40,-15.78,45.60,-14.57,51.58,-19.78,24.94,-12.49,64.59,-8.56,88.61,-20.08,67.45,-3.92,92.41,-3.11,87.57,-24.48
2002M03,61.50,-0.60,61.39,-0.58,61.00,0.56,60.89,0.58,157.80,-7.21,59.50,0.40,70.53,-2.69,32.88,5.01,81.62,3.90,112.02,-8.53,81.31,4.55,101.20,-4.18,100.47,-30.72
2002M04,61.44,9.52,61.33,9.56,61.10,10.61,60.99,10.65,151.60,-1.83,59.59,10.82,70.04,4.68,33.19,23.02,81.70,11.40,111.84,-1.58,82.47,11.19,97.74,-4.74,90.87,-22.46
2002M05,64.74,10.27,64.62,10.27,63.81,10.97,63.69,10.98,149.16,6.09,62.22,11.85,75.46,9.81,34.66,25.13,83.70,7.81,115.03,-1.07,88.84,3.43,88.25,-14.98,131.47,-7.40
2002M06,60.49,9.07,60.38,9.07,60.04,10.59,59.92,10.57,135.62,-1.43,58.13,11.62,70.27,10.56,33.10,27.41,76.99,5.97,105.79,-4.20,91.95,2.25,90.23,-11.32,97.01,-28.49
2002M07,62.82,14.30,62.71,14.31,62.48,15.81,62.36,15.80,142.25,4.27,60.27,17.01,73.63,16.52,33.26,31.57,81.72,14.15,111.01,-0.73,99.66,5.22,97.60,-6.11,92.98,-25.66
2002M08,63.35,8.57,63.22,8.53,62.66,9.49,62.53,9.45,151.49,11.95,60.41,10.32,72.74,12.31,32.27,18.03,84.73,10.47,114.60,-4.42,100.16,1.46,99.38,-5.47,114.74,-15.24
2002M09,60.82,14.09,60.69,14.04,60.71,15.37,60.59,15.37,150.44,25.86,58.90,16.10,70.69,17.44,32.84,27.68,80.38,10.64,107.89,3.41,88.71,7.79,97.31,-1.94,75.68,-26.81
2002M10,63.96,8.39,63.82,8.33,63.71,9.98,63.57,9.93,170.37,25.26,61.99,10.24,74.49,14.28,34.89,16.42,85.25,8.50,109.66,-3.31,88.63,6.68,100.63,-2.20,88.37,-34.09
2002M11,62.63,9.44,62.48,9.36,62.15,11.00,62.00,10.93,188.02,30.62,60.73,11.45,73.53,13.63,34.69,16.10,81.40,12.88,107.33,-2.26,80.42,5.43,96.91,-4.22,100.83,-28.71
2002M12,63.30,12.73,63.15,12.69,62.52,12.87,62.37,12.81,187.17,13.09,61.07,13.51,76.88,20.54,33.78,20.26,81.13,11.06,110.55,-3.15,81.02,6.16,100.49,-2.06,119.92,8.14
2003M01,64.68,11.67,64.54,11.62,63.65,11.32,63.52,11.28,176.23,0.46,62.22,11.93,74.76,14.00,34.35,17.48,85.24,10.03,115.47,2.47,81.86,4.85,101.02,-2.20,136.78,22.46
2003M02,53.14,11.62,53.03,11.57,53.25,13.13,53.14,13.09,136.57,8.05,51.87,13.75,59.10,14.58,30.80,23.50,72.42,12.12,85.59,-3.41,72.14,6.95,90.98,-1.55,52.06,-40.55
2003M03,65.09,5.84,64.95,5.80,64.63,5.95,64.50,5.93,175.71,11.35,63.24,6.29,76.46,8.41,36.83,12.01,82.78,1.42,111.78,-0.21,82.32,1.24,98.86,-2.31,102.37,1.89
2003M04,64.08,4.30,63.94,4.26,63.94,4.65,63.81,4.62,149.84,-1.16,62.51,4.90,75.92,8.40,36.58,10.21,82.14,0.54,107.75,-3.66,84.08,1.95,97.00,-0.76,81.09,-10.76
2003M05,65.32,0.90,65.19,0.88,64.73,1.44,64.60,1.43,145.29,-2.59,63.06,1.35,74.40,-1.40,36.40,5.02,87.20,4.18,107.44,-6.60,89.84,1.13,100.87,14.30,110.27,-16.13
2003M06,64.01,5.82,63.89,5.81,63.33,5.48,63.20,5.47,142.64,5.18,61.51,5.81,72.01,2.48,35.62,7.61,87.11,13.14,100.74,-4.77,91.96,0.01,97.05,7.56,115.20,18.75
2003M07,68.27,8.68,68.16,8.69,67.51,8.05,67.39,8.07,135.88,-4.48,65.20,8.18,75.78,2.92,37.19,11.82,92.53,13.23,111.39,0.34,107.00,7.37,103.52,6.07,124.84,34.27
2003M08,67.82,7.06,67.71,7.10,67.26,7.34,67.15,7.39,137.65,-9.14,65.06,7.70,72.63,-0.15,38.25,18.53,92.75,9.47,109.06,-4.83,104.61,4.44,103.05,3.69,111.60,-2.74
2003M09,67.45,10.90,67.35,10.97,66.68,9.83,66.58,9.89,131.85,-12.36,64.88,10.15,73.60,4.12,40.35,22.87,86.45,7.55,104.53,-3.11,95.49,7.64,100.78,3.57,124.36,64.32
2003M10,72.03,12.62,71.92,12.69,71.50,12.23,71.39,12.30,133.72,-21.51,70.13,13.13,80.04,7.45,43.98,26.05,93.20,9.33,110.08,0.38,91.27,2.98,101.15,0.52,114.77,29.87
2003M11,69.98,11.74,69.87,11.83,69.33,11.55,69.23,11.66,138.21,-26.49,68.12,12.17,76.40,3.90,43.28,24.76,90.99,11.78,105.05,-2.12,85.73,6.60,97.69,0.80,119.63,18.65
2003M12,75.15,18.72,75.05,18.84,74.45,19.08,74.36,19.22,148.09,-20.88,73.46,20.29,86.10,11.99,44.27,31.05,99.57,22.73,118.09,6.82,86.38,6.62,98.76,-1.72,127.90,6.65
2004M01,64.07,-0.94,63.99,-0.85,63.78,0.20,63.69,0.27,144.44,-18.04,62.39,0.27,78.59,5.12,31.93,-7.05,90.97,6.72,99.26,-14.04,83.68,2.22,98.32,-2.67,91.23,-33.30
2004M02,68.04,28.04,67.93,28.10,67.97,27.64,67.86,27.70,153.28,12.24,66.73,28.65,86.25,45.94,35.17,14.19,93.31,28.85,102.75,20.05,81.77,13.35,90.29,-0.76,78.19,50.19
