期間,總成交值(十億元)_原始值,總成交值(十億元)_年增率(%),成交筆數(百萬)_原始值,成交筆數(百萬)_年增率(%),成交金額(十億元)-股票_原始值,成交金額(十億元)-股票_年增率(%),成交金額(十億元)-指數股票型基金_原始值,成交金額(十億元)-指數股票型基金_年增率(%),成交金額(十億元)-封閉式基金_原始值,成交金額(十億元)-封閉式基金_年增率(%),成交金額(十億元)-受益證券_原始值,成交金額(十億元)-受益證券_年增率(%),成交金額(十億元)-認購(售)權證_原始值,成交金額(十億元)-認購(售)權證_年增率(%),成交金額(十億元)-臺灣存託憑證_原始值,成交金額(十億元)-臺灣存託憑證_年增率(%),成交金額(十億元)-公債_原始值,成交金額(十億元)-公債_年增率(%),成交金額(十億元)-公司債-普通_原始值,成交金額(十億元)-公司債-普通_年增率(%),成交金額(十億元)-公司債-轉換_原始值,成交金額(十億元)-公司債-轉換_年增率(%)
2011M01,"2,701.08",-11.20,21.71,-15.54,"2,621.30",-12.12,22.91,14.38,0.10,11.11,0.41,51.85,30.26,134.94,26.11,2.23,0.00,--,0.00,--,0.00,--
2011M02,"1,961.14",47.31,15.39,28.82,"1,908.63",46.06,21.64,86.71,0.01,--,0.34,142.86,18.40,260.08,12.11,55.46,0.00,--,0.00,--,0.00,--
2011M03,"2,709.51",14.27,21.67,5.25,"2,632.64",13.21,28.14,78.55,0.04,300.00,0.27,35.00,29.89,182.78,18.53,-3.04,0.00,--,0.00,--,0.00,--
2011M04,"2,198.22",-16.08,17.05,-23.72,"2,130.05",-17.09,30.23,129.02,0.03,200.00,0.32,-20.00,27.09,102.01,10.49,-54.82,0.00,--,0.00,--,0.00,--
2011M05,"2,247.12",10.87,17.41,-2.88,"2,172.78",9.46,27.24,50.17,0.13,"1,200.00",0.49,4.26,27.03,157.92,19.45,53.27,0.00,--,0.00,--,0.00,--
2011M06,"2,133.72",25.10,15.77,1.74,"2,067.54",23.50,29.50,181.76,0.01,0.00,0.80,63.27,24.44,143.67,11.42,8.97,0.00,--,0.00,--,0.00,--
2011M07,"2,505.74",9.18,18.55,-4.52,"2,434.83",8.90,29.57,79.87,0.10,400.00,1.37,426.92,29.23,94.48,10.64,-61.18,0.00,--,0.00,--,0.00,--
2011M08,"3,019.00",7.93,24.38,1.92,"2,924.82",7.32,54.78,171.73,0.01,-50.00,0.86,196.55,26.94,26.90,11.58,-61.71,0.00,--,0.00,--,0.00,--
2011M09,"2,195.38",-18.58,18.90,-14.40,"2,135.85",-18.80,33.82,142.44,0.00,-100.00,0.65,0.00,19.41,-20.81,5.65,-79.07,0.00,--,0.00,--,0.00,--
2011M10,"1,867.60",-24.08,16.34,-19.94,"1,818.49",-23.82,25.89,32.84,0.00,-100.00,0.98,104.17,17.21,-27.26,5.04,-82.80,0.00,--,0.00,--,0.00,--
2011M11,"1,962.43",-17.93,18.10,-6.83,"1,899.71",-18.27,33.96,99.41,0.00,-100.00,2.64,256.76,19.74,-17.96,6.37,-74.48,0.00,--,0.00,--,0.00,--
2011M12,"1,495.24",-52.61,14.85,-41.80,"1,450.76",-52.79,23.08,-0.99,0.07,600.00,1.51,139.68,15.04,-55.74,4.79,-80.16,0.00,--,0.00,--,0.00,--
2012M01,"1,389.15",-48.57,12.31,-43.30,"1,352.93",-48.39,21.31,-6.98,0.08,-20.00,1.24,202.44,10.67,-64.74,2.91,-88.85,0.00,--,0.00,--,0.00,--
2012M02,"2,850.49",45.35,23.96,55.70,"2,779.92",45.65,36.71,69.64,0.03,200.00,2.18,541.18,23.79,29.29,7.86,-35.09,0.00,--,0.00,--,0.00,--
2012M03,"2,348.45",-13.33,20.64,-4.75,"2,296.00",-12.79,22.26,-20.90,0.01,-75.00,2.22,722.22,21.67,-27.50,6.30,-66.00,0.00,--,0.00,--,0.00,--
2012M04,"1,554.32",-29.29,13.81,-19.00,"1,516.62",-28.80,15.80,-47.73,0.01,-66.67,1.24,287.50,17.01,-37.21,3.64,-65.30,0.00,--,0.00,--,0.00,--
2012M05,"1,648.91",-26.62,14.54,-16.48,"1,605.05",-26.13,22.05,-19.05,0.00,-100.00,1.44,193.88,17.79,-34.18,2.57,-86.79,0.00,--,0.00,--,0.00,--
2012M06,"1,367.43",-35.91,12.42,-21.25,"1,337.35",-35.32,13.43,-54.47,0.00,-100.00,1.31,63.75,13.91,-43.09,1.43,-87.48,0.00,--,0.00,--,0.00,--
2012M07,"1,486.99",-40.66,12.89,-30.50,"1,452.99",-40.32,15.48,-47.65,0.07,-30.00,0.50,-63.50,16.12,-44.85,1.82,-82.89,0.00,--,0.00,--,0.00,--
2012M08,"1,707.09",-43.46,14.70,-39.70,"1,666.63",-43.02,18.19,-66.79,0.05,400.00,0.56,-34.88,19.24,-28.58,2.43,-79.02,0.00,--,0.00,--,0.00,--
2012M09,"1,749.52",-20.31,15.67,-17.07,"1,705.58",-20.15,20.03,-40.77,0.07,--,0.75,15.38,21.35,9.99,1.75,-69.03,0.00,--,0.00,--,0.00,--
2012M10,"1,435.83",-23.12,13.32,-18.45,"1,385.88",-23.79,26.60,2.74,0.03,--,2.08,112.24,19.11,11.04,2.13,-57.74,0.00,--,0.00,--,0.00,--
2012M11,"1,563.48",-20.33,14.16,-21.76,"1,512.67",-20.37,24.66,-27.39,0.01,--,0.81,-69.32,24.16,22.39,1.17,-81.63,0.00,--,0.00,--,0.00,--
2012M12,"1,687.97",12.89,15.42,3.79,"1,626.54",12.12,32.71,41.72,0.02,-71.43,1.03,-31.79,26.50,76.20,1.17,-75.57,0.00,--,0.00,--,0.00,--
2013M01,"1,780.14",28.15,16.41,33.33,"1,716.89",26.90,32.50,52.51,0.03,-62.50,1.60,29.03,27.01,153.14,2.10,-27.84,0.00,--,0.00,--,0.00,--
2013M02,"1,059.55",-62.83,9.45,-60.59,"1,021.18",-63.27,22.20,-39.53,0.02,-33.33,0.66,-69.72,14.45,-39.26,1.05,-86.64,0.00,--,0.00,--,0.00,--
2013M03,"1,659.41",-29.34,15.27,-26.00,"1,607.47",-29.99,21.93,-1.48,0.08,700.00,0.83,-62.61,25.78,18.97,3.32,-47.30,0.00,--,0.00,--,0.00,--
2013M04,"1,506.33",-3.09,14.06,1.81,"1,460.62",-3.69,17.16,8.61,0.03,200.00,1.07,-13.71,25.38,49.21,2.08,-42.86,0.00,--,0.00,--,0.00,--
2013M05,"1,886.40",14.40,17.58,20.90,"1,822.58",13.55,23.99,8.80,0.07,--,1.46,1.39,35.44,99.21,2.86,11.28,0.00,--,0.00,--,0.00,--
2013M06,"1,536.52",12.37,14.19,14.26,"1,482.41",10.85,25.03,86.37,0.04,--,1.49,13.74,25.40,82.60,2.14,49.65,0.00,--,0.00,--,0.00,--
2013M07,"1,940.28",30.48,16.99,31.77,"1,880.00",29.39,25.13,62.34,0.04,-42.86,1.05,110.00,31.42,94.91,2.62,43.96,0.00,--,0.00,--,0.00,--
2013M08,"1,621.13",-5.04,15.25,3.75,"1,564.10",-6.15,25.73,41.45,0.02,-60.00,0.63,12.50,28.14,46.26,2.51,3.29,0.00,--,0.00,--,0.00,--
2013M09,"1,564.37",-10.58,14.98,-4.38,"1,508.77",-11.54,26.49,32.25,0.03,-57.14,0.58,-22.67,26.46,23.93,2.05,17.14,0.00,--,0.00,--,0.00,--
2013M10,"1,805.17",25.72,17.90,34.33,"1,747.14",26.07,21.42,-19.47,0.04,33.33,0.56,-73.08,32.89,72.11,3.12,46.48,0.00,--,0.00,--,0.00,--
2013M11,"1,605.74",2.70,15.83,11.82,"1,547.51",2.30,22.16,-10.14,0.04,300.00,0.71,-12.35,33.02,36.67,2.30,96.58,0.00,--,0.00,--,0.00,--
2013M12,"1,638.30",-2.94,16.32,5.90,"1,582.25",-2.72,18.61,-43.11,0.22,"1,000.00",0.99,-3.88,34.61,30.60,1.61,37.61,0.00,--,0.00,--,0.00,--
2014M01,"1,813.54",1.88,17.03,3.81,"1,756.82",2.33,19.09,-41.26,0.08,166.67,0.54,-66.25,35.58,31.73,1.42,-32.38,0.00,--,0.00,--,0.00,--
2014M02,"1,574.19",48.57,15.24,61.32,"1,515.74",48.43,22.73,2.39,0.07,250.00,0.58,-12.12,32.46,124.64,2.60,147.62,0.00,--,0.00,--,0.00,--
2014M03,"2,037.86",22.81,18.89,23.71,"1,965.99",22.30,23.36,6.52,0.00,-100.00,1.02,22.89,42.62,65.32,4.87,46.69,0.00,--,0.00,--,0.00,--
2014M04,"2,011.61",33.54,18.46,31.32,"1,935.18",32.49,21.85,27.33,0.00,-100.00,0.97,-9.35,50.88,100.47,2.73,31.25,0.00,--,0.00,--,0.00,--
2014M05,"1,923.22",1.95,17.01,-3.26,"1,852.01",1.61,15.72,-34.47,0.00,-100.00,0.67,-54.11,53.19,50.08,1.63,-43.01,0.00,--,0.00,--,0.00,--
2014M06,"2,043.30",32.98,17.95,26.50,"1,969.85",32.88,15.11,-39.63,0.00,-100.00,1.11,-25.50,55.64,119.06,1.58,-26.17,0.00,--,0.00,--,0.00,--
2014M07,"2,554.26",31.64,21.44,26.20,"2,453.16",30.49,20.78,-17.31,0.00,-100.00,1.22,16.19,77.59,146.94,1.50,-42.75,0.00,--,0.00,--,0.00,--
