期間,出口-合計_原始值,出口-合計_年增率(%),出口-合計_原始值,出口-合計_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%)
2005M04,"515,697",6.21,"16,345.4",11.19,"4,469",13.20,141.6,18.49,"3,961",13.63,125.5,18.84,781,-16.20,24.8,-12.06,"1,371",-5.97,43.5,-1.58,"27,691",101.70,877.7,111.14,"25,690",25.45,814.3,31.34,"38,021",15.17,"1,205.1",20.57,"33,142",14.29,"1,050.5",19.65,"4,879",21.55,154.6,27.24,"2,920",-7.12,92.5,-2.84,782,-19.46,24.8,-15.65,"33,888",-6.84,"1,074.1",-2.47,"25,775",-5.76,817.0,-1.33,"1,932",-27.91,61.2,-24.63,"1,462",-14.50,46.3,-10.62,"3,112",2.54,98.6,7.29,"57,573",19.06,"1,824.8",24.64,"38,371",23.12,"1,216.2",28.89,"19,201",11.70,608.6,16.95,"249,900",0.39,"7,920.8",5.10,"123,902",5.02,"3,927.2",9.95,"35,709",5.22,"1,131.8",10.15,"24,486",10.23,776.1,15.41,"28,652",-16.92,908.2,-13.02,"1,547",9.25,49.0,14.22,"18,708",8.83,593.0,13.95,"31,710",-10.49,"1,005.1",-6.29,"28,880",-10.45,915.4,-6.24,251,-19.55,8.0,-14.89,"4,765",-3.13,151.0,1.41,"12,853",7.75,407.4,12.82,"3,278",-4.63,103.9,-0.19
2005M05,"534,902",-2.20,"17,133.3",4.31,"4,386",6.22,140.5,13.31,"3,773",2.64,120.9,9.51,929,-15.55,29.8,-9.70,"1,761",-3.67,56.4,2.73,"26,996",93.89,864.7,106.82,"29,260",22.56,937.2,30.73,"39,580",6.94,"1,267.8",14.06,"34,177",5.72,"1,094.7",12.75,"5,403",15.37,173.1,23.12,"3,310",-7.23,106.0,-1.03,885,-4.12,28.4,2.53,"35,367",-14.39,"1,132.8",-8.69,"26,891",-12.23,861.4,-6.37,"2,307",-32.19,73.9,-27.69,"1,600",-17.06,51.3,-11.40,"3,598",3.09,115.2,9.92,"61,156",16.03,"1,958.9",23.76,"40,828",21.10,"1,307.7",29.17,"20,328",7.03,651.1,14.17,"252,271",-10.37,"8,080.4",-4.40,"123,177",-7.72,"3,945.5",-1.57,"39,465",2.08,"1,264.1",8.88,"25,015",-2.85,801.2,3.61,"30,115",-28.35,964.6,-23.58,"1,814",5.10,58.1,12.16,"21,084",1.24,675.3,7.98,"33,810",-16.36,"1,083.0",-10.78,"30,497",-17.69,976.9,-12.20,272,-13.92,8.7,-8.42,"5,085",-3.57,162.9,2.84,"13,824",4.89,442.8,11.87,"3,707",-2.83,118.7,3.58
2005M06,"486,091",-4.64,"15,530.1",2.31,"4,222",6.51,134.9,14.32,"3,662",7.14,117.0,14.93,819,-11.17,26.2,-4.73,"1,483",4.95,47.4,12.59,"20,783",24.09,664.0,33.12,"25,762",19.32,823.1,28.01,"39,586",10.90,"1,264.7",18.97,"34,485",10.51,"1,101.7",18.55,"5,101",13.61,163.0,21.91,"2,729",-9.43,87.2,-2.79,760,-18.54,24.3,-12.59,"32,611",-15.69,"1,041.9",-9.55,"24,550",-12.83,784.3,-6.48,"2,456",-39.61,78.5,-35.18,"1,300",-24.15,41.5,-18.63,"3,309",-0.78,105.7,6.45,"52,072",0.48,"1,663.7",7.80,"33,852",1.29,"1,081.5",8.66,"18,221",-0.98,582.1,6.22,"232,764",-8.92,"7,436.6",-2.28,"119,014",-2.68,"3,802.4",4.42,"35,203",-5.48,"1,124.7",1.41,"21,997",0.09,702.8,7.38,"25,438",-29.16,812.7,-24.00,"1,594",4.18,50.9,11.62,"18,379",-2.56,587.2,4.54,"32,535",-15.74,"1,039.5",-9.59,"29,570",-15.45,944.7,-9.29,219,-25.51,7.0,-20.45,"4,431",-10.48,141.6,-3.93,"12,544",5.32,400.8,13.00,"3,110",-14.21,99.4,-7.88
2005M07,"512,647",-0.88,"16,161.6",5.27,"3,835",-12.88,120.9,-7.50,"3,340",-16.54,105.3,-11.36,900,-5.26,28.4,0.71,"1,373",-13.81,43.3,-8.46,"17,582",4.96,554.3,11.48,"28,021",30.26,883.4,38.36,"38,994",10.96,"1,229.3",17.85,"34,052",11.07,"1,073.5",17.97,"4,942",10.24,155.8,17.05,"2,544",-8.46,80.2,-2.79,732,-23.43,23.1,-18.66,"31,244",-15.84,985.0,-10.62,"22,492",-12.65,709.1,-7.22,"2,749",-40.56,86.7,-36.85,"1,384",-20.87,43.6,-15.99,"3,178",-10.78,100.2,-5.20,"51,368",-3.53,"1,619.4",2.46,"32,174",-7.67,"1,014.3",-1.94,"19,194",4.32,605.1,10.80,"255,293",-3.06,"8,048.4",2.96,"135,165",3.83,"4,261.2",10.28,"35,650",-1.39,"1,123.9",4.73,"23,338",-3.99,735.8,1.98,"27,245",-16.64,858.9,-11.46,"1,606",13.10,50.6,20.19,"20,724",17.01,653.3,24.27,"38,404",-3.65,"1,210.7",2.33,"35,077",-3.23,"1,105.8",2.78,258,-23.21,8.1,-19.00,"4,587",-4.77,144.6,1.12,"12,483",6.66,393.5,13.27,"3,107",-10.74,97.9,-5.23
2005M08,"528,605",0.33,"16,612.4",7.42,"3,533",-28.98,111.0,-23.97,"3,093",-30.35,97.2,-25.40,642,-17.48,20.2,-11.40,"1,383",-5.92,43.5,0.69,"18,267",20.19,574.1,28.69,"25,861",6.01,812.7,13.51,"39,964",3.54,"1,256.0",10.87,"34,795",3.37,"1,093.6",10.69,"5,169",4.70,162.4,12.08,"2,339",-8.24,73.5,-1.74,788,-27.24,24.8,-22.01,"31,560",-10.52,991.8,-4.19,"22,331",-6.58,701.8,0.03,"2,759",-41.39,86.7,-37.26,"1,512",-14.48,47.5,-8.48,"3,264",-12.40,102.6,-6.22,"53,156",-5.54,"1,670.5",1.14,"33,309",-9.79,"1,046.8",-3.41,"19,846",2.55,623.7,9.81,"267,399",0.15,"8,403.5",7.23,"141,032",6.55,"4,432.2",14.09,"37,789",1.19,"1,187.6",8.35,"26,704",12.15,839.2,20.07,"27,778",-16.12,873.0,-10.19,"1,455",2.61,45.7,9.86,"19,245",4.26,604.8,11.63,"42,271",9.79,"1,328.4",17.56,"38,875",11.75,"1,221.7",19.66,247,-18.21,7.7,-13.48,"5,031",-9.06,158.1,-2.65,"12,390",9.42,389.3,17.15,"3,202",-8.67,100.6,-2.24
2005M09,"551,692",4.10,"17,001.3",8.69,"4,052",-32.98,124.9,-30.03,"3,630",-35.39,111.9,-32.51,702,8.33,21.6,13.09,"1,345",-2.32,41.5,2.22,"30,117",50.42,928.1,57.04,"26,858",6.04,827.7,10.71,"39,866",8.29,"1,228.5",13.06,"34,732",6.67,"1,070.3",11.37,"5,134",20.66,158.2,25.96,"2,308",-14.33,71.1,-10.57,792,-16.19,24.4,-12.54,"31,450",-10.25,969.2,-6.29,"22,642",-5.89,697.7,-1.75,"2,792",-33.21,86.1,-30.23,"1,417",-14.17,43.7,-10.27,"3,240",-14.01,99.8,-10.25,"51,672",-4.74,"1,592.4",-0.54,"32,321",-10.10,996.0,-6.14,"19,351",5.78,596.3,10.43,"279,513",1.42,"8,613.7",5.89,"152,249",9.64,"4,691.8",14.47,"34,092",-5.41,"1,050.6",-1.24,"28,624",22.06,882.1,27.43,"28,732",-15.13,885.4,-11.39,"1,535",18.99,47.3,24.15,"19,059",1.14,587.3,5.59,"41,493",38.12,"1,278.7",44.21,"38,373",45.12,"1,182.5",51.51,281,-10.22,8.6,-6.52,"4,991",-4.57,153.8,-0.39,"12,818",9.98,395.0,14.83,"3,156",-7.88,97.3,-3.76
2005M10,"624,839",14.43,"18,792.2",16.52,"3,778",-16.93,113.6,-15.41,"3,253",-19.44,97.8,-17.95,578,-13.08,17.4,-11.22,"1,542",-4.87,46.4,-3.13,"35,364",74.52,"1,063.6",77.71,"28,473",13.56,856.3,15.64,"42,980",7.53,"1,292.6",9.50,"37,403",5.60,"1,124.9",7.53,"5,577",22.52,167.7,24.78,"2,914",3.63,87.6,5.42,881,-3.61,26.5,-1.85,"34,381",-4.91,"1,034.0",-3.17,"25,141",-2.37,756.1,-0.58,"2,629",-22.13,79.1,-20.66,"1,491",-12.86,44.9,-11.09,"4,063",3.20,122.2,5.07,"58,529",4.19,"1,760.3",6.11,"35,849",-2.29,"1,078.2",-0.49,"22,680",16.39,682.1,18.52,"315,350",10.78,"9,484.2",12.81,"174,254",21.07,"5,240.7",23.29,"39,023",5.22,"1,173.6",7.15,"30,556",21.87,919.0,24.12,"33,068",-6.51,994.5,-4.81,"1,641",19.43,49.4,21.67,"21,473",10.77,645.8,12.80,"53,289",73.48,"1,602.7",76.66,"49,825",84.27,"1,498.5",87.66,257,-17.63,7.7,-16.30,"5,544",4.05,166.7,5.98,"14,208",17.19,427.3,19.36,"3,795",4.57,114.1,6.44
2005M11,"606,592",12.27,"18,058.7",10.80,"3,824",-8.41,113.8,-9.61,"3,323",-9.33,98.9,-10.58,641,-2.29,19.1,-3.54,"1,558",0.97,46.4,-0.22,"31,428",92.63,935.6,90.09,"29,445",20.43,876.6,18.86,"40,877",7.82,"1,216.9",6.40,"36,008",8.31,"1,072.0",6.89,"4,869",4.31,144.9,2.91,"2,770",-2.43,82.5,-3.62,874,-9.24,26.0,-10.34,"32,046",-5.55,954.0,-6.79,"23,180",-5.11,690.1,-6.35,"2,636",-17.65,78.5,-18.74,"1,465",-10.62,43.6,-11.74,"3,744",4.87,111.5,3.53,"56,201",0.88,"1,673.1",-0.45,"34,808",-6.11,"1,036.3",-7.34,"21,393",14.78,636.9,13.29,"307,561",7.04,"9,156.3",5.64,"166,607",19.83,"4,960.0",18.26,"37,608",4.53,"1,119.6",3.16,"28,446",11.61,846.9,10.14,"37,031",-12.17,"1,102.4",-13.32,"1,629",19.78,48.5,18.29,"22,440",16.82,668.0,15.27,"52,005",60.08,"1,548.2",57.98,"48,409",66.65,"1,441.2",64.48,324,8.00,9.6,6.67,"5,480",-4.15,163.1,-5.45,"14,232",19.97,423.7,18.42,"3,804",2.81,113.2,1.43
2005M12,"599,020",19.41,"17,945.4",15.30,"8,715",72.34,261.1,66.41,"8,021",70.15,240.3,64.25,778,14.92,23.3,10.95,"1,588",6.94,47.6,3.25,"27,850",82.44,834.3,76.16,"30,374",36.38,909.9,31.68,"42,834",21.31,"1,283.2",17.13,"37,722",22.56,"1,130.0",18.34,"5,112",12.82,153.2,8.96,"2,469",-2.68,74.0,-5.97,794,-10.08,23.8,-13.14,"31,460",-0.45,942.5,-3.88,"22,856",2.77,684.7,-0.77,"2,628",-25.49,78.7,-28.06,"1,418",-15.75,42.5,-18.58,"3,302",-4.54,98.9,-7.83,"53,294",-4.73,"1,596.6",-8.01,"32,155",-13.10,963.3,-16.09,"21,139",11.60,633.3,7.76,"304,779",16.49,"9,130.6",12.47,"166,879",36.63,"4,999.4",31.92,"38,651",10.12,"1,157.9",6.33,"30,317",21.37,908.2,17.19,"32,021",-12.39,959.3,-15.41,"1,711",27.40,51.3,23.02,"18,748",2.25,561.6,-1.28,"51,659",81.18,"1,547.6",74.95,"47,946",90.86,"1,436.4",84.30,310,12.73,9.3,9.41,"5,000",-10.44,149.8,-13.51,"13,959",22.49,418.2,18.27,"3,671",2.43,110.0,-1.08
2006M01,"544,950",5.60,"16,835.1",4.49,"3,616",-20.28,111.7,-21.12,"3,079",-25.45,95.1,-26.22,665,-18.90,20.6,-19.53,"1,251",-15.13,38.6,-16.09,"27,636",26.58,853.7,25.25,"24,824",-13.35,766.9,-14.26,"37,028",-3.65,"1,143.9",-4.67,"32,217",-4.20,995.3,-5.21,"4,811",0.21,148.6,-0.87,"1,790",-14.23,55.3,-15.18,714,-15.70,22.0,-16.67,"27,716",-7.24,856.2,-8.22,"19,758",-5.54,610.4,-6.52,"2,420",-22.86,74.8,-23.60,"1,342",-13.86,41.5,-14.61,"3,075",-14.94,95.0,-15.85,"53,495",-7.81,"1,652.6",-8.77,"32,779",-16.53,"1,012.7",-17.40,"20,716",10.47,640.0,9.33,"277,944",8.28,"8,586.5",7.14,"149,265",17.76,"4,611.2",16.53,"34,935",-3.02,"1,079.2",-4.05,"31,452",33.96,971.6,32.55,"26,291",-12.72,812.2,-13.63,"1,583",17.09,48.9,15.88,"18,641",1.46,575.9,0.40,"46,637",50.39,"1,440.8",48.81,"43,537",55.94,"1,345.0",54.31,251,-16.89,7.7,-18.09,"4,812",-5.14,148.7,-6.12,"13,765",4.61,425.3,3.53,"3,851",-0.82,119.0,-1.82
2006M02,"495,767",28.09,"15,463.7",26.33,"3,146",-15.13,98.1,-16.30,"2,769",-15.60,86.4,-16.76,567,16.67,17.7,14.94,"1,167",19.45,36.4,17.80,"22,616",15.53,705.4,13.94,"29,248",38.64,912.3,36.74,"36,312",23.89,"1,132.6",22.19,"31,661",22.37,987.5,20.69,"4,651",35.36,145.1,33.49,"1,704",20.42,53.1,18.53,582,1.93,18.2,0.55,"25,622",14.39,799.2,12.82,"18,702",17.86,583.3,16.24,"1,867",-12.10,58.2,-13.39,"1,074",-3.24,33.5,-4.56,"3,094",25.11,96.5,23.40,"48,055",10.66,"1,498.9",9.14,"29,991",-1.42,935.5,-2.76,"18,063",38.89,563.4,36.98,"239,317",25.17,"7,464.6",23.45,"133,939",41.89,"4,177.8",39.95,"29,364",15.21,915.9,13.64,"25,990",44.20,810.7,42.23,"22,439",-0.41,699.9,-1.78,"1,342",26.25,41.9,24.70,"18,517",31.71,577.6,29.91,"49,834",126.63,"1,554.4",123.53,"47,172",136.89,"1,471.4",133.67,162,-20.98,5.1,-21.54,"3,450",-6.81,107.6,-8.11,"11,464",20.13,357.6,18.49,"2,698",-0.55,84.2,-1.86
2006M03,"578,991",13.24,"17,892.2",8.44,"3,128",-7.76,96.7,-11.61,"2,556",-11.83,79.0,-15.60,890,13.38,27.5,8.70,"1,550",10.24,47.9,5.51,"18,807",5.26,581.2,0.82,"28,887",13.18,892.7,8.39,"41,988",-0.50,"1,297.5",-4.72,"36,489",-1.74,"1,127.6",-5.91,"5,499",8.59,169.9,3.98,"2,903",-3.27,89.7,-7.33,772,-8.85,23.9,-12.45,"32,873",-1.18,"1,015.9",-5.37,"24,685",0.33,762.8,-3.92,"2,067",-15.49,63.9,-19.01,"1,505",-4.51,46.5,-8.46,"3,526",12.72,109.0,8.03,"58,024",-2.64,"1,793.1",-6.76,"34,899",-14.01,"1,078.5",-17.64,"23,124",21.62,714.6,16.48,"294,131",19.64,"9,089.3",14.58,"164,542",39.53,"5,084.7",33.63,"38,295",9.08,"1,183.4",4.46,"28,325",24.28,875.3,19.01,"28,366",-4.84,876.6,-8.87,"1,728",9.92,53.4,5.33,"19,219",-13.02,593.9,-16.70,"51,061",58.53,"1,577.9",51.82,"47,697",66.59,"1,473.9",59.53,298,13.74,9.2,8.24,"4,767",-0.94,147.3,-5.15,"14,959",8.75,462.3,4.15,"3,695",-1.78,114.2,-5.93
2006M04,"610,449",18.37,"18,794.6",14.98,"3,097",-30.70,95.4,-32.63,"2,430",-38.65,74.8,-40.40,972,24.46,29.9,20.56,"1,593",16.19,49.1,12.87,"29,673",7.16,913.6,4.09,"30,119",17.24,927.3,13.88,"44,160",16.15,"1,359.6",12.82,"38,501",16.17,"1,185.4",12.84,"5,659",15.99,174.2,12.68,"3,170",8.56,97.6,5.51,808,3.32,24.9,0.40,"34,755",2.56,"1,070.1",-0.37,"26,326",2.14,810.5,-0.80,"1,960",1.45,60.3,-1.47,"1,481",1.30,45.6,-1.51,"3,614",16.13,111.3,12.88,"60,533",5.14,"1,863.7",2.13,"36,869",-3.91,"1,135.1",-6.67,"23,664",23.24,728.6,19.72,"302,186",20.92,"9,303.8",17.46,"168,099",35.67,"5,175.5",31.79,"39,388",10.30,"1,212.7",7.15,"31,145",27.20,958.9,23.55,"27,168",-5.18,836.4,-7.91,"1,741",12.54,53.6,9.39,"22,151",18.40,682.0,15.01,"52,363",65.13,"1,612.2",60.40,"48,825",69.06,"1,503.2",64.21,256,1.99,7.9,-1.25,"5,039",5.75,155.1,2.72,"14,734",14.63,453.6,11.34,"3,456",5.43,106.4,2.41
2006M05,"599,807",12.13,"18,921.4",10.44,"3,371",-23.14,106.4,-24.27,"2,814",-25.42,88.8,-26.55,"1,053",13.35,33.2,11.41,"1,635",-7.16,51.6,-8.51,"31,198",15.57,984.2,13.82,"32,649",11.58,"1,029.9",9.89,"45,546",15.07,"1,436.8",13.33,"39,604",15.88,"1,249.4",14.13,"5,942",9.98,187.4,8.26,"3,105",-6.19,97.9,-7.64,828,-6.44,26.1,-8.10,"35,322",-0.13,"1,114.2",-1.64,"26,772",-0.44,844.5,-1.96,"2,010",-12.87,63.4,-14.21,"1,390",-13.13,43.9,-14.42,"3,630",0.89,114.5,-0.61,"64,863",6.06,"2,046.2",4.46,"39,354",-3.61,"1,241.5",-5.06,"25,509",25.49,804.7,23.59,"287,946",14.14,"9,083.5",12.41,"159,466",29.46,"5,030.5",27.50,"41,100",4.14,"1,296.5",2.56,"26,028",4.05,821.1,2.48,"26,415",-12.29,833.3,-13.61,"1,821",0.39,57.4,-1.20,"20,176",-4.31,636.5,-5.75,"47,193",39.58,"1,488.8",37.47,"43,878",43.88,"1,384.2",41.69,271,-0.37,8.6,-1.15,"4,718",-7.22,148.8,-8.66,"15,184",9.84,479.0,8.18,"3,625",-2.21,114.3,-3.71
2006M06,"582,099",19.75,"18,094.5",16.51,"3,701",-12.34,115.0,-14.75,"3,136",-14.36,97.5,-16.67,843,2.93,26.2,0.00,"1,556",4.92,48.4,2.11,"41,520",99.78,"1,290.7",94.38,"30,227",17.33,939.6,14.15,"41,294",4.31,"1,283.6",1.49,"35,934",4.20,"1,117.0",1.39,"5,360",5.08,166.6,2.21,"2,725",-0.15,84.7,-2.87,804,5.79,25.0,2.88,"33,267",2.01,"1,034.1",-0.75,"24,730",0.73,768.7,-1.99,"2,171",-11.60,67.5,-14.01,"1,294",-0.46,40.2,-3.13,"3,672",10.97,114.1,7.95,"60,148",15.51,"1,869.7",12.38,"35,660",5.34,"1,108.5",2.50,"24,488",34.39,761.2,30.77,"283,018",21.59,"8,797.6",18.30,"158,177",32.91,"4,916.9",29.31,"37,819",7.43,"1,175.6",4.53,"26,495",20.45,823.6,17.19,"27,039",6.29,840.5,3.42,"1,622",1.76,50.4,-0.98,"17,481",-4.89,543.4,-7.46,"41,152",26.49,"1,279.2",23.06,"38,075",28.76,"1,183.6",25.29,270,23.29,8.4,20.00,"4,271",-3.61,132.8,-6.21,"15,125",20.58,470.1,17.29,"3,269",5.11,101.6,2.21
2006M07,"636,796",24.22,"19,575.7",21.12,"4,229",10.27,130.0,7.53,"3,556",6.47,109.3,3.80,982,9.11,30.2,6.34,"1,568",14.20,48.2,11.32,"38,497",118.96,"1,183.4",113.49,"32,477",15.90,998.4,13.02,"44,686",14.60,"1,373.7",11.75,"38,910",14.27,"1,196.1",11.42,"5,776",16.88,177.6,13.99,"2,567",0.90,78.9,-1.62,889,21.45,27.3,18.18,"33,506",7.24,"1,030.0",4.57,"24,191",7.55,743.7,4.88,"2,685",-2.33,82.5,-4.84,"1,441",4.12,44.3,1.61,"4,325",36.09,133.0,32.73,"69,197",34.71,"2,127.2",31.36,"42,440",31.91,"1,304.6",28.62,"26,757",39.40,822.5,35.93,"313,233",22.70,"9,629.1",19.64,"179,289",32.64,"5,511.5",29.34,"42,012",17.85,"1,291.5",14.91,"26,401",13.12,811.6,10.30,"27,908",2.43,857.9,-0.12,"1,719",7.04,52.9,4.55,"22,970",10.84,706.1,8.08,"45,930",19.60,"1,411.9",16.62,"42,154",20.18,"1,295.9",17.19,255,-1.16,7.8,-3.70,"4,816",4.99,148.0,2.35,"15,484",24.04,476.0,20.97,"3,547",14.16,109.0,11.34
2006M08,"634,650",20.06,"19,372.7",16.62,"4,751",34.47,145.0,30.63,"4,109",32.85,125.4,29.01,832,29.60,25.4,25.74,"1,539",11.28,47.0,8.05,"29,552",61.78,902.1,57.13,"30,295",17.15,924.7,13.78,"46,768",17.03,"1,427.6",13.66,"41,120",18.18,"1,255.2",14.78,"5,648",9.27,172.4,6.16,"2,445",4.53,74.6,1.50,881,11.80,26.9,8.47,"31,993",1.37,976.6,-1.53,"22,345",0.06,682.1,-2.81,"2,495",-9.57,76.2,-12.11,"1,384",-8.47,42.3,-10.95,"4,172",27.82,127.4,24.17,"71,700",34.89,"2,188.6",31.01,"44,852",34.65,"1,369.1",30.79,"26,848",35.28,819.5,31.39,"318,669",19.17,"9,727.4",15.75,"179,988",27.62,"5,494.1",23.96,"42,410",12.23,"1,294.6",9.01,"30,879",15.63,942.6,12.32,"26,547",-4.43,810.3,-7.18,"1,860",27.84,56.8,24.29,"18,973",-1.41,579.2,-4.23,"49,707",17.59,"1,517.3",14.22,"45,962",18.23,"1,403.0",14.84,363,46.96,11.1,44.16,"4,869",-3.22,148.6,-6.01,"16,121",30.11,492.1,26.41,"3,354",4.75,102.4,1.79
