期間,金融機構準備金-應提準備之存款合計(新台幣百萬元)_原始值,金融機構準備金-應提準備之存款合計(新台幣百萬元)_年增率(%),金融機構準備金-應提準備(新台幣百萬元)_原始值,金融機構準備金-應提準備(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-合計(新台幣百萬元)_原始值,金融機構準備金-實際準備-合計(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放央行(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放央行(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-庫存現金(新台幣百萬元)_原始值,金融機構準備金-實際準備-庫存現金(新台幣百萬元)_年增率(%),金融機構準備金-超額準備(新台幣百萬元)_原始值,金融機構準備金-超額準備(新台幣百萬元)_年增率(%),金融機構準備金-由央行融通(新台幣百萬元)_原始值,金融機構準備金-由央行融通(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-法定比率(%)_原始值,其他貨幣機構流動比率與流動準備-法定比率(%)_年增率(%),其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_年增率(%)
2005M03,"19,493,051",6.29,"1,024,238",6.55,"1,031,543",4.63,"822,733",3.72,"34,769",4.75,"174,040",9.10,"7,305",-70.38,-,-,"19,297,098",4.83,7,0.00,"1,350,794",4.83,"5,997,908",-4.14,"10,557",-59.62,"177,752",-3.78,"54,841",117.72,"3,393,174",-1.02,"19,111",-36.51,82,-31.09,"231,513",-21.51,"508,747",-16.68,"140,848",103.71,"56,695",10.11,"1,404,588",-8.59
2005M04,"19,519,945",6.05,"1,024,966",5.88,"1,030,707",2.77,"827,631",2.19,"34,086",2.84,"168,990",5.68,"5,741",-83.57,-,-,"19,354,895",4.25,7,0.00,"1,354,846",4.25,"5,959,683",-6.44,"8,098",-78.24,"186,417",-15.76,"55,974",101.93,"3,337,675",-4.82,"14,006",-56.26,45,-65.38,"220,736",-27.92,"505,320",-13.15,"144,314",102.43,"58,289",17.10,"1,428,809",-6.93
2005M05,"19,558,814",6.39,"1,027,309",6.14,"1,030,558",3.78,"830,159",3.77,"34,015",3.99,"166,385",3.81,"3,248",-87.06,-,-,"19,389,197",4.16,7,0.00,"1,357,243",4.16,"5,960,651",-6.98,"6,216",-76.99,"158,275",-39.13,"53,930",176.46,"3,370,336",-5.57,"14,427",-53.68,56,-39.13,"207,545",-22.55,"517,244",-9.78,"144,575",79.10,"59,106",22.29,"1,428,941",-6.63
2005M06,"19,621,058",7.26,"1,028,207",6.96,"1,036,114",6.95,"837,192",8.30,"34,812",-0.15,"164,110",1.98,"7,907",5.78,-,-,"19,428,947",4.62,7,0.00,"1,360,028",4.62,"5,799,326",-6.96,"8,502",-9.64,"164,370",-35.00,"36,253",196.69,"3,185,422",-8.57,"11,296",-59.51,106,-21.48,"193,343",-25.70,"552,493",2.82,"154,922",118.93,"61,241",29.30,"1,431,378",-6.51
2005M07,"19,855,898",7.47,"1,044,061",7.30,"1,048,423",7.03,"846,625",7.73,"35,834",5.17,"165,964",3.97,"4,361",-33.43,-,-,"19,619,878",5.34,7,0.00,"1,373,388",5.34,"5,871,941",-4.32,"8,542",-0.33,"197,685",-14.88,"24,662",43.08,"3,203,853",-4.16,"10,894",-69.35,35,-77.27,"190,008",-28.30,"556,507",-4.91,"177,288",133.81,"63,463",40.32,"1,439,004",-5.87
2005M08,"19,954,618",7.17,"1,051,638",7.10,"1,060,284",7.42,"855,545",8.00,"37,798",9.06,"166,941",4.16,"8,646",66.40,-,-,"19,746,651",5.63,7,0.00,"1,382,263",5.63,"5,996,426",0.04,"9,483",28.93,"229,349",6.85,"31,904",24.16,"3,232,518",1.67,"30,622",-20.61,57,-33.72,"214,948",-25.62,"535,672",-7.20,"193,263",110.52,"70,049",81.54,"1,448,561",-5.41
2005M09,"19,959,755",6.92,"1,050,828",6.78,"1,055,632",6.17,"850,378",6.28,"36,234",4.32,"169,020",6.02,"4,804",-52.77,-,-,"19,739,987",5.62,7,0.00,"1,381,801",5.62,"5,899,590",0.16,"7,704",-33.12,"221,903",28.87,"12,622",-41.02,"3,154,545",2.76,"11,004",-71.33,57,-46.73,"202,579",-33.87,"546,510",-7.56,"202,239",97.77,"73,174",43.65,"1,467,253",-3.83
2005M10,"19,952,911",6.87,"1,047,141",6.55,"1,049,573",6.69,"847,883",7.18,"34,261",1.29,"167,428",5.38,"2,431",136.02,-,-,"19,696,876",5.46,7,0.00,"1,378,787",5.47,"5,832,577",1.00,"5,412",-7.36,"212,900",39.89,"12,390",-33.14,"3,023,753",-1.74,"10,081",-64.92,44,-63.93,"217,662",-21.57,"583,451",-3.30,"219,180",81.43,"85,572",59.98,"1,462,132",1.75
2005M11,"20,011,185",6.68,"1,048,740",6.30,"1,052,920",6.22,"851,819",6.49,"34,615",-1.23,"166,486",6.48,"4,179",-10.34,-,-,"19,774,043",4.93,7,0.00,"1,384,183",4.93,"5,847,684",3.37,"5,850",-10.69,"247,919",70.71,"14,312",-35.63,"3,099,107",0.45,"11,344",-53.94,45,-60.53,"214,599",-14.08,"475,816",-15.26,"231,047",77.81,"93,265",76.71,"1,454,380",5.45
2005M12,"20,203,981",6.74,"1,064,140",6.60,"1,067,028",6.11,"864,520",6.27,"36,335",2.53,"166,173",6.07,"2,888",-60.77,-,-,"19,979,956",5.14,7,0.00,"1,398,601",5.14,"5,831,391",1.25,"5,352",-41.70,"230,181",36.69,"6,428",-85.31,"3,134,737",-2.12,"10,753",-58.70,26,-89.30,"208,803",-8.35,"454,550",-11.65,"246,248",79.68,"93,354",80.40,"1,440,959",4.57
2006M01,"20,468,796",6.88,"1,079,907",6.93,"1,094,815",7.55,"804,109",5.01,"37,675",11.82,"253,031",15.78,"14,908",85.05,-,-,"20,165,609",5.54,7,0.00,"1,411,595",5.54,"5,643,669",-3.15,"16,368",50.72,"171,544",1.61,"4,975",-91.50,"2,999,785",-7.95,"10,955",-60.17,26,-88.44,"200,750",-11.51,"464,608",-8.19,"255,085",85.42,"100,501",84.06,"1,419,072",3.05
2006M02,"20,565,726",6.56,"1,080,922",6.77,"1,082,212",6.08,"837,047",9.68,"32,843",-10.96,"212,321",-3.56,"1,291",-83.37,-,-,"20,241,966",5.80,7,0.00,"1,416,935",5.80,"5,717,959",-0.61,"6,266",-33.65,"213,489",40.52,"5,647",-90.89,"3,011,084",-5.27,"11,400",-55.05,15,-80.52,"205,079",-16.13,"481,619",-5.25,"253,636",84.76,"101,439",80.66,"1,428,285",3.55
2006M03,"20,545,224",5.40,"1,078,138",5.26,"1,084,491",5.13,"875,732",6.44,"33,906",-2.48,"174,852",0.47,"6,353",-13.03,-,-,"20,228,940",4.83,7,0.00,"1,416,023",4.83,"5,672,946",-5.42,"8,022",-24.01,"216,263",21.67,"5,593",-89.80,"3,053,478",-10.01,"7,632",-60.06,12,-85.37,"160,638",-30.61,"475,014",-6.63,"252,450",79.24,"101,088",78.30,"1,392,756",-0.84
2006M04,"20,566,067",5.36,"1,079,520",5.32,"1,083,377",5.11,"877,180",5.99,"34,685",1.76,"171,513",1.49,"3,858",-32.80,-,-,"20,241,560",4.58,7,0.00,"1,416,908",4.58,"5,697,096",-4.41,"6,905",-14.73,"202,511",8.63,"4,239",-92.43,"3,119,541",-6.54,"8,061",-42.45,25,-44.44,"154,852",-29.85,"509,192",0.77,"253,248",75.48,"99,656",70.97,"1,338,866",-6.29
2006M05,"20,683,010",5.75,"1,088,500",5.96,"1,093,570",6.11,"890,298",7.24,"33,178",-2.46,"170,094",2.23,"5,070",56.10,-,-,"20,351,649",4.96,7,0.00,"1,424,616",4.96,"5,764,392",-3.29,"6,821",9.73,"201,255",27.16,"2,858",-94.70,"3,190,666",-5.33,"8,103",-43.83,45,-19.64,"159,536",-23.13,"516,323",-0.18,"256,001",77.07,"113,674",92.32,"1,309,110",-8.39
2006M06,"20,597,573",4.98,"1,082,788",5.31,"1,090,662",5.26,"887,542",6.01,"34,318",-1.42,"168,802",2.86,"7,875",-0.40,-,-,"20,347,049",4.73,7,0.00,"1,424,295",4.73,"5,672,232",-2.19,"11,170",31.38,"252,988",53.91,"3,228",-91.10,"3,058,186",-3.99,"8,167",-27.70,25,-76.42,"145,561",-24.71,"525,904",-4.81,"261,932",69.07,"112,968",84.46,"1,292,103",-9.73
2006M07,"20,670,603",4.10,"1,088,232",4.23,"1,090,889",4.05,"885,835",4.63,"34,761",-2.99,"170,293",2.61,"2,657",-39.07,-,-,"20,271,723",3.32,7,0.00,"1,419,021",3.32,"5,566,582",-5.20,"5,895",-30.99,"190,627",-3.57,"3,064",-87.58,"3,068,999",-4.21,"7,509",-31.07,27,-22.86,"112,710",-40.68,"530,556",-4.66,"260,962",47.20,"111,785",76.14,"1,274,448",-11.44
2006M08,"20,797,256",4.22,"1,096,074",4.23,"1,102,736",4.00,"898,456",5.02,"35,992",-4.78,"168,289",0.81,"6,663",-22.94,-,-,"20,321,393",2.91,7,0.00,"1,422,496",2.91,"5,703,079",-4.89,"7,898",-16.71,"174,426",-23.95,"5,071",-84.11,"3,157,032",-2.34,"7,674",-74.94,19,-66.67,"127,600",-40.64,"576,110",7.55,"264,702",36.96,"124,956",78.38,"1,257,591",-13.18
2006M09,"20,957,764",5.00,"1,105,946",5.25,"1,107,383",4.90,"904,849",6.41,"35,535",-1.93,"166,999",-1.20,"1,437",-70.09,-,-,"20,411,105",3.40,7,0.00,"1,428,772",3.40,"5,810,598",-1.51,"6,000",-22.12,"182,087",-17.94,"6,594",-47.76,"3,176,083",0.68,"8,123",-26.18,21,-63.16,"166,932",-17.60,"622,011",13.82,"267,766",32.40,"134,159",83.34,"1,240,822",-15.43
2006M10,"20,997,711",5.24,"1,107,666",5.78,"1,112,942",6.04,"902,161",6.40,"37,487",9.42,"173,295",3.50,"5,276",117.03,-,-,"20,456,218",3.86,7,0.00,"1,431,935",3.85,"5,693,595",-2.38,"7,618",40.76,"174,474",-18.05,"6,628",-46.51,"3,087,603",2.11,"8,048",-20.17,7,-84.09,"144,667",-33.54,"601,807",3.15,"278,191",26.92,"138,197",61.50,"1,246,355",-14.76
2006M11,"21,028,422",5.08,"1,108,414",5.69,"1,115,933",5.98,"910,503",6.89,"35,180",1.63,"170,249",2.26,"7,518",79.90,-,-,"20,496,038",3.65,7,0.00,"1,434,728",3.65,"5,640,121",-3.55,"9,397",60.63,"184,752",-25.48,"6,739",-52.91,"3,091,231",-0.25,"9,080",-19.96,22,-51.11,"123,859",-42.28,"546,892",14.94,"289,005",25.08,"139,021",49.06,"1,240,123",-14.73
2006M12,"21,184,134",4.85,"1,120,571",5.30,"1,127,953",5.71,"925,648",7.07,"34,108",-6.13,"168,197",1.22,"7,383",155.64,-,-,"20,675,544",3.48,7,0.00,"1,447,288",3.48,"5,754,988",-1.31,"10,356",93.50,"186,163",-19.12,"2,330",-63.75,"3,174,119",1.26,"8,684",-19.24,46,76.92,"157,686",-24.48,"536,834",18.10,"296,670",20.48,"136,666",46.40,"1,245,434",-13.57
2007M01,"21,378,380",4.44,"1,133,044",4.92,"1,159,403",5.90,"941,238",17.05,"37,105",-1.51,"181,060",-28.44,"26,359",76.81,"2,213",-,"20,143,688",-0.11,7,0.00,"1,463,901",3.71,"5,633,345",-0.18,"28,855",76.29,"161,494",-5.86,"3,675",-26.13,"3,096,168",3.21,"8,155",-25.56,37,42.31,"134,019",-33.24,"523,628",12.70,"296,396",16.19,"139,618",38.92,"1,241,300",-12.53
2007M02,"21,501,783",4.55,"1,138,541",5.33,"1,177,644",8.82,"825,466",-1.38,"58,304",77.52,"293,875",38.41,"39,103","2,928.89",-,-,"21,129,186",4.38,7,0.00,"1,479,041",4.38,"5,350,156",-6.43,"40,826",551.55,"177,612",-16.81,"22,465",297.82,"2,851,019",-5.32,"8,214",-27.95,33,120.00,"136,181",-33.60,"447,881",-7.01,"290,834",14.67,"145,432",43.37,"1,229,659",-13.91
2007M03,"21,545,683",4.87,"1,140,205",5.76,"1,156,545",6.64,"932,382",6.47,"31,911",-5.88,"192,252",9.95,"16,340",157.20,-,-,"21,155,044",4.58,7,0.00,"1,480,850",4.58,"5,472,815",-3.53,"20,398",154.28,"205,686",-4.89,"29,476",427.02,"2,924,950",-4.21,"8,507",11.46,25,108.33,"140,827",-12.33,"454,814",-4.25,"290,541",15.09,"155,512",53.84,"1,242,079",-10.82
2007M04,"21,612,329",5.09,"1,144,554",6.02,"1,162,635",7.32,"949,215",8.21,"33,564",-3.23,"179,856",4.86,"18,081",368.66,-,-,"21,200,498",4.74,7,0.00,"1,484,040",4.74,"5,476,592",-3.87,"20,707",199.88,"193,129",-4.63,"31,364",639.89,"2,885,186",-7.51,"9,387",16.45,12,-52.00,"139,661",-9.81,"505,407",-0.74,"285,779",12.85,"156,022",56.56,"1,249,938",-6.64
2007M05,"21,584,301",4.36,"1,143,147",5.02,"1,167,688",6.78,"959,139",7.73,"32,665",-1.55,"175,884",3.40,"24,541",384.04,-,-,"21,238,745",4.36,7,0.00,"1,486,714",4.36,"5,372,112",-6.81,"26,119",282.92,"187,758",-6.71,"33,057","1,056.65","2,841,932",-10.93,"8,743",7.90,35,-22.22,"115,762",-27.44,"476,721",-7.67,"279,890",9.33,"157,214",38.30,"1,244,881",-4.91
2007M06,"21,432,835",4.06,"1,134,200",4.75,"1,154,323",5.84,"942,483",6.19,"33,471",-2.47,"178,369",5.67,"20,122",155.52,-,-,"20,992,459",3.17,7,0.00,"1,469,476",3.17,"5,199,236",-8.34,"23,950",114.41,"134,425",-46.87,"31,679",881.38,"2,689,698",-12.05,"8,452",3.49,17,-32.00,"92,460",-36.48,"531,132",0.99,"283,602",8.27,"161,683",43.12,"1,242,138",-3.87
2007M07,"21,483,409",3.93,"1,141,691",4.91,"1,162,575",6.57,"950,440",7.29,"33,191",-4.52,"178,944",5.08,"20,884",686.00,"1,839",-,"21,053,340",3.86,7,0.00,"1,473,733",3.86,"5,233,124",-5.99,"23,310",295.42,"131,383",-31.08,"24,797",709.30,"2,713,665",-11.58,"6,506",-13.36,67,148.15,"122,464",8.65,"527,545",-0.57,"272,642",4.48,"165,467",48.02,"1,245,278",-2.29
2007M08,"21,446,156",3.12,"1,145,762",4.53,"1,174,130",6.47,"962,551",7.13,"34,541",-4.03,"177,039",5.20,"28,369",325.77,"5,500",-,"21,091,966",3.79,7,0.00,"1,476,438",3.79,"5,239,394",-8.13,"30,373",284.57,"133,661",-23.37,"26,118",415.05,"2,785,859",-11.76,"7,880",2.68,50,163.16,"122,390",-4.08,"468,213",-18.73,"268,336",1.37,"163,893",31.16,"1,232,621",-1.99
2007M09,"21,374,552",1.99,"1,143,532",3.40,"1,166,536",5.34,"954,538",5.49,"35,261",-0.77,"176,737",5.83,"23,003","1,500.77","3,720",-,"21,041,590",3.09,7,0.00,"1,472,911",3.09,"5,270,854",-9.29,"25,212",320.20,"143,908",-20.97,"11,224",70.22,"2,840,824",-10.56,"9,915",22.06,4,-80.95,"122,362",-26.70,"465,915",-25.10,"272,605",1.81,"163,107",21.58,"1,215,778",-2.02
2007M10,"21,365,654",1.75,"1,140,166",2.93,"1,150,977",3.42,"943,002",4.53,"34,729",-7.36,"173,245",-0.03,"10,811",104.91,"3,313",-,"20,996,845",2.64,7,0.00,"1,469,778",2.64,"5,333,221",-6.33,"13,575",78.20,"152,413",-12.64,"10,017",51.13,"2,859,038",-7.40,"4,340",-46.07,21,200.00,"135,404",-6.40,"517,935",-13.94,"273,046",-1.85,"156,418",13.18,"1,211,014",-2.84
2007M11,"21,445,286",1.98,"1,146,799",3.46,"1,160,198",3.97,"955,625",4.96,"33,844",-3.80,"170,729",0.28,"13,398",78.21,"3,030",-,"21,060,828",2.76,7,0.00,"1,474,259",2.76,"5,548,327",-1.63,"15,384",63.71,"128,875",-30.24,"4,302",-36.16,"3,079,383",-0.38,"3,764",-58.55,25,13.64,"109,371",-11.70,"549,929",0.56,"281,432",-2.62,"174,993",25.88,"1,200,869",-3.17
2007M12,"21,377,782",0.91,"1,142,888",1.99,"1,158,136",2.68,"955,607",3.24,"33,981",-0.37,"168,549",0.21,"15,248",106.53,"2,613",-,"21,040,590",1.77,7,0.00,"1,472,841",1.77,"5,539,411",-3.75,"17,185",65.94,"174,969",-6.01,"3,242",39.14,"3,071,683",-3.23,"9,722",11.95,30,-34.78,"115,324",-26.86,"540,441",0.67,"269,229",-9.25,"145,557",6.51,"1,192,029",-4.29
2008M01,"21,538,729",0.75,"1,152,217",1.69,"1,176,112",1.44,"912,108",-3.09,"31,591",-14.86,"232,413",28.36,"23,895",-9.35,968,-56.26,"21,180,655",5.15,7,0.00,"1,482,645",1.28,"5,539,194",-1.67,"25,684",-10.99,"168,222",4.17,"27,417",646.04,"3,078,580",-0.57,"5,508",-32.46,4,-89.19,"112,521",-16.04,"537,867",2.72,"259,480",-12.45,"141,012",1.00,"1,182,899",-4.70
2008M02,"21,679,946",0.83,"1,154,892",1.44,"1,175,734",-0.16,"901,382",9.20,"46,333",-20.53,"228,019",-22.41,"20,842",-46.70,-,-,"21,220,257",0.43,7,0.00,"1,485,419",0.43,"5,508,024",2.95,"23,686",-41.98,"191,833",8.01,"62,458",178.02,"3,031,553",6.33,"3,908",-52.42,5,-84.85,"127,584",-6.31,"495,584",10.65,"262,189",-9.85,"134,024",-7.84,"1,175,200",-4.43
2008M03,"21,935,748",1.81,"1,168,857",2.51,"1,184,089",2.38,"970,867",4.13,"32,902",3.11,"180,321",-6.21,"15,232",-6.78,-,-,"21,481,811",1.54,7,0.00,"1,503,730",1.55,"5,780,851",5.63,"18,623",-8.70,"208,094",1.17,"92,411",213.51,"3,360,912",14.90,"6,666",-21.64,20,-20.00,"121,347",-13.83,"421,623",-7.30,"253,224",-12.84,"126,541",-18.63,"1,171,390",-5.69
2008M04,"22,085,055",2.19,"1,174,307",2.60,"1,203,660",3.53,"995,329",4.86,"33,444",-0.36,"174,887",-2.76,"29,353",62.34,-,-,"21,534,965",1.58,7,0.00,"1,507,445",1.58,"5,983,782",9.26,"31,056",49.98,"184,713",-4.36,"107,047",241.31,"3,587,672",24.35,"9,105",-3.00,4,-66.67,"114,727",-17.85,"413,553",-18.17,"250,054",-12.50,"124,244",-20.37,"1,161,607",-7.07
2008M05,"22,161,578",2.67,"1,177,972",3.05,"1,191,309",2.02,"985,424",2.74,"33,113",1.37,"172,772",-1.77,"13,337",-45.65,-,-,"21,585,645",1.63,7,0.00,"1,510,991",1.63,"6,060,082",12.81,"16,715",-36.00,"192,382",2.46,"127,883",286.86,"3,569,676",25.61,"10,137",15.94,1,-97.14,"150,413",29.93,"459,740",-3.56,"252,731",-9.70,"122,612",-22.01,"1,157,792",-7.00
2008M06,"21,919,045",2.27,"1,162,643",2.51,"1,186,130",2.76,"979,750",3.95,"33,895",1.27,"172,485",-3.30,"23,487",16.72,-,-,"21,383,142",1.86,7,0.00,"1,496,820",1.86,"5,773,396",11.04,"25,360",5.89,"228,955",70.32,"117,054",269.50,"3,261,657",21.26,"9,898",17.11,22,29.41,"155,942",68.66,"452,052",-14.89,"246,616",-13.04,"122,263",-24.38,"1,153,577",-7.13
2008M07,"21,880,545",1.85,"1,363,941",19.47,"1,381,542",18.83,"1,160,700",22.12,"46,497",40.09,"174,344",-2.57,"17,601",-15.72,-,-,"21,176,896",0.59,7,0.00,"1,482,380",0.59,"5,567,097",6.38,"20,475",-12.16,"199,748",52.03,"112,014",351.72,"3,259,078",20.10,"15,478",137.90,3,-95.52,"130,019",6.17,"434,080",-17.72,"162,279",-40.48,"88,297",-46.64,"1,145,626",-8.00
2008M08,"22,000,641",2.59,"1,373,759",19.90,"1,393,655",18.70,"1,180,642",22.66,"39,729",15.02,"173,285",-2.12,"19,896",-29.87,-,-,"21,240,258",0.70,7,0.00,"1,486,821",0.70,"5,583,029",6.56,"20,805",-31.50,"218,856",63.74,"97,598",273.68,"3,145,878",12.92,"18,930",140.23,2,-96.00,"159,650",30.44,"534,951",14.25,"159,703",-40.48,"85,668",-47.73,"1,140,988",-7.43
2008M09,"22,047,281",3.15,"1,286,843",12.53,"1,334,561",14.40,"1,122,846",17.63,"38,595",9.46,"173,121",-2.05,"47,718",107.44,-,-,"21,272,492",1.10,7,0.00,"1,489,077",1.10,"5,612,821",6.49,"46,535",84.57,"198,946",38.25,"84,137",649.62,"3,125,581",10.02,"18,965",91.28,3,-25.00,"161,447",31.94,"569,704",22.28,"163,208",-40.13,"85,908",-47.33,"1,158,387",-4.72
2008M10,"22,337,595",4.55,"1,182,553",3.72,"1,239,265",7.67,"1,032,077",9.45,"31,832",-8.34,"175,356",1.22,"56,713",424.59,-,-,"21,486,172",2.33,7,0.00,"1,504,031",2.33,"5,669,769",6.31,"54,679",302.79,"155,821",2.24,"60,079",499.77,"3,308,136",15.71,"18,916",335.85,2,-90.48,"118,403",-12.56,"529,292",2.19,"169,929",-37.77,"85,559",-45.30,"1,168,953",-3.47
2008M11,"22,643,339",5.59,"1,196,072",4.30,"1,233,282",6.30,"1,026,048",7.37,"33,563",-0.83,"173,671",1.72,"37,211",177.74,-,-,"21,628,687",2.70,7,0.00,"1,514,008",2.70,"5,740,070",3.46,"41,070",166.97,"111,879",-13.19,"59,054","1,272.71","3,440,002",11.71,"18,237",384.51,6,-76.00,"96,308",-11.94,"544,864",-0.92,"171,889",-38.92,"84,166",-51.90,"1,172,595",-2.35
2008M12,"22,889,497",7.07,"1,207,152",5.62,"1,259,970",8.79,"1,050,452",9.93,"35,028",3.08,"174,490",3.52,"52,818",246.39,-,-,"21,901,584",4.09,7,0.00,"1,533,112",4.09,"5,963,982",7.66,"52,167",203.56,"151,090",-13.65,"58,045","1,690.41","3,554,831",15.73,"18,226",87.47,1,-96.67,"118,947",3.14,"570,972",5.65,"179,296",-33.40,"79,286",-45.53,"1,181,121",-0.92
2009M01,"23,163,367",7.54,"1,222,277",6.08,"1,345,499",14.40,"1,022,067",12.06,"54,148",71.40,"269,285",15.86,"123,222",415.68,-,-,"22,044,908",4.08,7,0.00,"1,543,141",4.08,"6,157,999",11.17,"100,063",289.59,"128,592",-23.56,"112,452",310.15,"3,602,171",17.01,"18,262",231.55,-,-,"133,819",18.93,"611,578",13.70,"185,887",-28.36,"75,366",-46.55,"1,189,809",0.58
2009M02,"23,300,140",7.47,"1,227,923",6.32,"1,358,356",15.53,"1,125,941",24.91,"31,722",-31.53,"200,694",-11.98,"130,433",525.82,-,-,"22,085,078",4.08,7,0.00,"1,545,956",4.08,"6,291,680",14.23,"70,317",196.87,"142,614",-25.66,"143,412",129.61,"3,701,649",22.10,"18,208",365.92,1,-80.00,"148,295",16.23,"607,799",22.64,"179,826",-31.41,"72,556",-45.86,"1,207,003",2.71
2009M03,"23,479,165",7.04,"1,240,991",6.17,"1,370,620",15.75,"1,160,161",19.50,"32,762",-0.43,"177,697",-1.46,"129,630",751.04,-,-,"22,215,709",3.42,7,0.00,"1,555,100",3.42,"6,512,690",12.66,"132,689",612.50,"134,604",-35.32,"174,604",88.94,"3,742,877",11.36,"18,143",172.17,1,-95.00,"146,912",21.07,"639,835",51.76,"180,607",-28.68,"69,324",-45.22,"1,273,094",8.68
2009M04,"23,785,489",7.70,"1,264,186",7.65,"1,418,326",17.83,"1,211,736",21.74,"32,936",-1.52,"173,655",-0.70,"154,140",425.13,-,-,"22,495,601",4.46,7,0.00,"1,574,692",4.46,"6,768,113",13.11,"155,987",402.28,"119,393",-35.36,"185,489",73.28,"3,928,583",9.50,"17,768",95.15,13,225.00,"173,533",51.26,"638,990",54.51,"182,759",-26.91,"68,267",-45.05,"1,297,331",11.68
2009M05,"24,048,872",8.52,"1,287,167",9.27,"1,434,426",20.41,"1,225,481",24.36,"34,466",4.09,"174,479",0.99,"147,260","1,004.15",-,-,"22,837,780",5.80,7,0.00,"1,598,647",5.80,"7,042,365",16.21,"151,363",805.55,"193,782",0.73,"204,830",60.17,"4,097,360",14.78,"17,252",70.19,26,"2,500.00","160,941",7.00,"655,548",42.59,"181,757",-28.08,"69,201",-43.56,"1,310,305",13.17
2009M06,"24,037,900",9.67,"1,289,918",10.95,"1,397,815",17.85,"1,195,208",21.99,"34,671",2.29,"167,936",-2.64,"107,898",359.39,-,-,"22,969,429",7.42,7,0.00,"1,607,861",7.42,"7,180,094",24.37,"110,743",336.68,"302,505",32.12,"191,937",63.97,"4,226,953",29.60,"14,187",43.33,16,-27.27,"160,895",3.18,"613,113",35.63,"174,829",-29.11,"67,805",-44.54,"1,317,111",14.18
2009M07,"24,143,928",10.34,"1,296,042",-4.98,"1,383,041",0.11,"1,178,453",1.53,"34,772",-25.22,"169,815",-2.60,"86,999",394.28,-,-,"23,006,395",8.64,7,0.00,"1,610,449",8.64,"7,264,949",30.50,"89,567",337.45,"249,635",24.97,"155,814",39.10,"4,430,611",35.95,"12,845",-17.01,12,300.00,"140,230",7.85,"625,852",44.18,"169,278",4.31,"66,309",-24.90,"1,324,796",15.64
