期間,中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%)
2000M11,"6,659",6.95,"207,403",5.57,"20,161",61.09,"626,168",59.06,0,--,0,-100.00,0,--,0,--,33,6.45,"1,020",3.76,405,25.00,"12,591",23.53,80,-4.76,"2,490",-6.43,7,133.33,223,114.42,277,9.49,"8,625",8.22,"4,524",158.07,"140,509",154.76,25,--,773,--,0,-100.00,0,-100.00,"1,150",48.58,"35,813",46.65,"1,515",79.08,"47,053",76.78,123,11.82,"3,831",10.37,76,"7,500.00","2,371","10,208.70",167,-7.22,"5,211",-8.05,"3,691",105.17,"114,631",102.54,110,-33.33,"3,424",-34.18,2,100.00,53,65.63,45,25.00,"1,392",23.95,54,-96.37,"1,685",-96.40,58,87.10,"1,800",81.27,149,186.54,"4,641",186.30,"1,030",-8.36,"32,087",-9.54,"5,251",7.51,"163,073",6.15,364,29.54,"11,335",27.72,0,--,1,-83.33,"1,241",30.08,"38,664",28.40,272,147.27,"8,460",144.72,"1,909",-11.13,"59,462",-12.27,"4,214",330.00,"130,859",324.66,47,-14.55,"1,476",-14.68,1,--,18,125.00
2000M12,"6,726",1.19,"203,937",-2.98,"20,355",42.40,"615,302",36.55,0,--,0,--,0,--,0,--,55,7.84,"1,671",4.18,297,24.79,"8,980",19.69,67,-26.37,"2,021",-29.61,1,-50.00,27,-55.00,397,12.46,"12,047",7.84,"1,695",-28.21,"51,236",-31.18,66,--,"1,989",--,0,--,0,--,"1,402",56.12,"42,502",49.65,"1,165",20.85,"35,210",15.81,126,12.50,"3,824",7.66,63,3.28,"1,900",-1.30,195,6.56,"5,924",2.26,"5,110",232.03,"154,470",218.32,150,4.90,"4,561",0.66,3,50.00,100,51.52,64,106.45,"1,928",99.79,106,-88.25,"3,192",-88.77,29,-40.82,883,-42.44,154,201.96,"4,652",192.21,908,-10.72,"27,528",-14.37,"10,753",138.48,"325,058",128.70,358,-12.68,"10,843",-16.39,0,--,2,100.00,935,-18.70,"28,350",-22.03,313,172.17,"9,464",161.44,"1,937",-7.81,"58,741",-11.61,694,-67.89,"20,983",-69.20,37,-36.21,"1,125",-38.73,1,-99.93,28,-99.94
2001M01,"6,216",-10.56,"188,952",-15.81,"16,977",-5.78,"514,484",-11.29,0,--,5,66.67,0,--,0,--,35,-16.67,"1,074",-20.39,442,99.10,"13,388",87.32,68,-29.17,"2,071",-33.54,1,0.00,25,-16.67,406,11.85,"12,354",5.51,"2,322",3.34,"70,369",-2.72,0,--,0,-100.00,0,-100.00,0,-100.00,"1,049",0.00,"31,890",-5.88,"1,326",4.82,"40,186",-1.27,122,-4.69,"3,697",-10.66,15,-84.85,460,-85.58,193,2.12,"5,854",-4.14,"1,881",-7.34,"57,012",-12.73,144,-37.66,"4,384",-41.18,0,-100.00,2,-98.96,23,-56.60,689,-59.99,"1,868",-40.81,"56,609",-44.26,35,0.00,"1,079",-4.09,177,82.47,"5,356",72.16,880,-5.38,"26,749",-10.93,"6,267",16.79,"189,912",9.97,376,31.01,"11,422",23.39,1,--,20,900.00,879,-21.94,"26,711",-26.53,517,277.37,"15,679",254.65,"1,961",-17.85,"59,617",-22.66,"2,159",65.06,"65,432",55.45,45,32.35,"1,356",22.71,1,-99.92,34,-99.92
2001M02,"5,845",7.96,"180,589",2.39,"15,358",19.85,"473,149",13.71,0,--,0,--,0,--,0,-100.00,62,72.22,"1,919",62.63,256,20.19,"7,893",13.91,76,38.18,"2,345",30.71,1,-75.00,17,-87.02,351,47.48,"10,861",39.85,"1,860","1,013.77","57,307",958.30,0,--,0,--,0,-100.00,0,-100.00,"1,014",23.96,"31,327",17.59,859,124.87,"26,464",113.40,128,43.82,"3,964",36.03,0,-100.00,13,-53.57,148,26.50,"4,565",19.72,"1,827",-9.38,"56,294",-14.02,168,41.18,"5,183",33.34,0,--,11,22.22,26,13.04,796,6.99,109,-75.78,"3,349",-77.10,71,144.83,"2,190",135.48,283,590.24,"8,712",557.01,858,22.05,"26,523",15.88,"6,488",28.83,"199,882",22.25,216,5.37,"6,670",0.12,1,0.00,27,-28.95,779,-27.74,"24,070",-31.47,180,-1.10,"5,539",-6.48,"1,913",2.14,"59,102",-3.14,"3,493",142.07,"107,623",129.64,35,12.90,"1,074",5.29,1,-99.79,18,-99.88
2001M03,"6,364",2.81,"196,399",-2.63,"16,821",-14.71,"517,528",-19.20,0,--,0,--,0,--,1,--,35,9.38,"1,084",2.85,383,47.88,"11,774",39.87,86,2.38,"2,658",-3.28,3,-25.00,81,-28.95,320,40.35,"9,879",32.96,"4,228",39.12,"130,090",31.81,0,--,0,--,0,-100.00,0,-100.00,998,-9.76,"30,796",-14.53,999,33.91,"30,745",26.93,265,77.85,"8,175",68.35,27,-20.59,817,-26.66,148,10.45,"4,578",4.62,"1,852",10.04,"56,998",4.25,171,-10.00,"5,283",-14.67,7,--,207,"1,970.00",154,250.00,"4,743",234.49,165,-93.04,"5,066",-93.41,87,190.00,"2,690",174.49,305,169.91,"9,372",155.51,853,4.92,"26,312",-0.72,"8,276",-2.81,"254,648",-7.92,267,24.19,"8,236",17.79,0,--,11,"1,000.00",595,-46.88,"18,352",-49.72,389,260.19,"11,974",239.88,"2,349",18.04,"72,502",11.80,186,-85.27,"5,712",-86.08,36,-34.55,"1,111",-37.58,1,--,32,"3,100.00"
2001M04,"6,362",0.35,"193,668",-6.89,"23,571",83.89,"715,380",70.65,0,--,0,-100.00,0,--,0,-100.00,53,-3.64,"1,618",-9.86,863,194.54,"26,195",173.81,128,14.29,"3,887",5.94,2,-93.10,75,-92.13,405,89.25,"12,326",75.58,"2,893",686.14,"87,786",629.42,0,--,0,--,0,--,0,--,"1,056",2.62,"32,159",-4.77,886,-45.07,"26,897",-49.02,262,47.19,"7,966",36.33,42,"2,000.00","1,260","2,000.00",157,-8.19,"4,775",-14.81,"4,788",132.09,"145,298",115.32,188,29.66,"5,726",20.42,2,--,53,"1,666.67",76,33.33,"2,317",23.11,737,-71.04,"22,377",-73.12,33,-41.07,996,-45.30,352,274.47,"10,695",248.37,930,23.18,"28,321",14.34,"7,898",88.23,"239,709",74.70,194,2.11,"5,911",-5.01,0,-100.00,3,-95.65,347,-72.63,"10,563",-74.61,129,72.00,"3,928",60.39,"2,399",15.84,"73,035",7.50,"4,007",162.93,"121,597",144.05,134,243.59,"4,068",215.35,972,"6,842.86","29,507","6,300.65"
2001M05,"5,726",-23.03,"174,304",-28.26,"17,530",-17.85,"531,980",-23.41,0,--,0,--,0,--,1,--,50,19.05,"1,522",10.77,335,-12.53,"10,154",-18.64,108,-16.92,"3,281",-22.62,1,-50.00,40,-24.53,532,57.40,"16,209",46.63,"2,269",-50.34,"68,853",-53.71,0,--,0,-100.00,"1,577",18.48,"47,846",10.47,814,-36.75,"24,773",-41.04,"1,188",89.78,"36,059",77.07,222,7.25,"6,743",-0.12,4,100.00,107,38.96,160,-19.60,"4,861",-25.31,"2,566",-41.91,"77,886",-45.83,171,32.56,"5,201",23.63,3,50.00,84,61.54,27,-50.00,809,-54.19,22,-67.16,667,-69.57,54,-25.00,"1,649",-30.19,138,-35.81,"4,182",-40.21,951,-8.47,"28,955",-14.65,"6,834",-14.99,"207,391",-20.75,191,-26.54,"5,825",-31.49,223,--,"6,775","677,400.00",405,-70.55,"12,341",-72.51,168,40.00,"5,085",30.15,"1,991",-12.29,"60,608",-18.25,770,-44.44,"23,381",-48.17,50,35.14,"1,527",26.72,"1,432",700.00,"43,469",646.89
2001M06,"6,425",3.55,"189,248",-6.13,"18,132",11.81,"532,474",1.36,0,--,0,--,0,--,0,--,78,239.13,"2,285",212.16,229,-17.63,"6,730",-25.18,81,-15.63,"2,398",-23.09,2,100.00,58,81.25,448,44.52,"13,201",30.94,"1,870",-45.34,"54,906",-50.45,0,--,0,--,0,-100.00,0,-100.00,753,-30.08,"22,165",-36.68,852,-26.42,"25,010",-33.33,225,40.63,"6,634",27.77,101,34.67,"2,964",22.03,166,0.61,"4,890",-8.68,"4,954","4,207.83","145,497","3,812.26",178,57.52,"5,241",43.31,2,-33.33,47,-53.00,71,69.05,"2,080",52.60,7,-99.60,200,-99.64,118,321.43,"3,484",277.87,81,-34.68,"2,379",-40.81,"1,085",16.92,"31,952",5.99,"8,201",27.70,"240,858",15.78,294,90.91,"8,665",73.02,0,--,1,--,567,-49.69,"16,705",-54.39,205,20.59,"6,013",9.01,"2,299",17.66,"67,721",6.63,"1,626",37.45,"47,749",24.59,62,121.43,"1,827",104.13,2,--,62,588.89
2001M07,"6,325",-12.23,"182,755",-21.96,"23,990",45.07,"691,136",29.00,0,--,9,-43.75,0,--,0,--,54,-25.00,"1,568",-32.96,326,14.79,"9,388",2.09,92,-5.15,"2,657",-15.38,2,0.00,56,-18.84,453,26.18,"13,080",12.00,"3,794",22.70,"109,296",9.11,0,--,0,--,0,-100.00,0,-100.00,779,-35.30,"22,504",-42.50,"1,072",-12.92,"30,870",-22.59,207,54.48,"5,992",38.00,1,-99.00,24,-99.26,179,12.58,"5,158",-0.02,"5,353",181.59,"154,231",150.43,161,-16.15,"4,663",-25.45,1,--,22,340.00,46,-26.98,"1,328",-35.57,4,-95.70,128,-95.76,61,15.09,"1,771",3.27,360,210.34,"10,383",175.78,979,7.46,"28,281",-4.45,"11,001",63.83,"316,928",45.70,353,52.16,"10,209",35.29,1,--,27,80.00,578,-58.42,"16,705",-63.02,224,-26.80,"6,448",-35.01,"2,330",1.44,"67,311",-9.83,"1,851",-30.39,"53,326",-38.10,53,23.26,"1,519",8.81,0,--,9,-25.00
2001M08,"6,537",-2.65,"188,893",-12.70,"18,372",-3.23,"529,528",-13.18,0,--,6,--,0,--,0,--,33,-2.94,942,-13.89,759,109.09,"21,879",87.48,68,-9.33,"1,953",-18.96,4,-33.33,114,-39.04,430,48.28,"12,416",32.98,"2,853",-0.59,"82,233",-10.81,0,--,0,--,"1,659",--,"47,814",--,793,-30.62,"22,922",-37.78,594,-61.60,"17,116",-65.56,166,46.90,"4,790",31.99,51,"1,600.00","1,478","1,579.55",176,-16.19,"5,075",-24.90,"1,626",-27.31,"46,864",-34.79,149,-19.02,"4,300",-27.39,1,-50.00,33,-50.75,60,-4.76,"1,728",-14.71,47,-97.27,"1,364",-97.54,44,-20.00,"1,281",-27.13,87,-17.14,"2,514",-25.31,"1,066",12.57,"30,805",0.88,"7,735",-7.43,"222,910",-16.96,408,46.24,"11,799",31.17,0,--,5,150.00,584,-54.80,"16,893",-59.41,113,-62.33,"3,269",-66.05,"2,509",25.64,"72,505",12.65,"2,842",92.81,"81,905",72.92,51,54.55,"1,478",36.98,1,--,30,--
