期間,新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%)
2007M06,"9,440",16.83,"2,405",9.27,"2,433",17.31,"1,624",32.25,888,7.90,342,28.57,"28,698",15.18,"7,310",7.72,"7,395",15.62,"4,937",30.33,"2,700",6.34,"1,038",26.74
2007M07,"9,734",24.16,"2,256",7.07,"2,576",25.35,"1,582",33.16,"1,005",26.26,277,20.96,"29,723",23.50,"6,888",6.51,"7,865",24.68,"4,829",32.48,"3,069",25.68,847,20.66
2007M08,"10,033",16.92,"2,367",4.32,"2,876",25.10,"1,797",36.55,885,1.37,259,19.91,"30,488",16.31,"7,192",3.77,"8,740",24.48,"5,459",35.80,"2,690",0.90,787,19.24
2007M09,"10,185",16.35,"2,492",4.14,"2,788",20.59,"1,890",29.01,966,13.78,239,11.68,"30,919",16.10,"7,562",3.83,"8,462",20.27,"5,737",28.63,"2,933",13.46,725,11.54
2007M10,"10,463",15.60,"2,463",4.50,"2,839",25.79,"2,050",16.54,998,10.77,257,9.36,"32,200",17.98,"7,580",6.64,"8,735",28.34,"6,307",18.91,"3,071",13.07,789,11.13
2007M11,"10,293",15.39,"2,445",8.19,"2,687",18.74,"1,989",15.04,"1,021",11.10,241,12.62,"31,892",17.18,"7,573",9.80,"8,325",20.53,"6,164",16.83,"3,164",12.80,747,14.40
2007M12,"10,041",17.18,"2,434",9.15,"2,668",23.12,"1,810",8.90,"1,006",22.38,295,52.85,"31,023",17.56,"7,518",9.48,"8,243",23.53,"5,591",9.22,"3,107",22.71,913,53.45
2008M01,"9,810",15.67,"2,334",6.53,"2,612",20.37,"1,720",8.38,925,20.92,254,6.72,"30,306",16.90,"7,209",7.65,"8,070",21.70,"5,314",9.50,"2,857",22.25,785,7.83
2008M02,"8,164",13.15,"1,935",4.43,"2,056",20.80,"1,558",9.95,879,9.33,175,6.06,"25,880",18.08,"6,133",8.95,"6,518",26.07,"4,935",14.69,"2,786",14.13,553,10.38
2008M03,"9,657",4.52,"2,238",-2.57,"2,657",12.78,"1,783",2.00,960,4.12,203,10.93,"31,617",12.79,"7,329",5.15,"8,700",21.71,"5,842",10.14,"3,142",12.29,664,19.21
2008M04,"9,623",5.89,"2,232",-0.93,"2,467",2.71,"1,675",9.12,991,4.87,717,243.06,"31,769",15.68,"7,369",8.26,"8,146",12.23,"5,532",19.35,"3,273",14.60,"2,367",275.12
2008M05,"9,626",5.26,"2,158",-4.51,"2,625",6.02,"1,661",6.47,946,15.93,783,240.43,"31,511",14.47,"7,067",3.88,"8,594",15.32,"5,438",15.75,"3,098",26.09,"2,565",269.60
2008M06,"9,509",0.73,"2,130",-11.43,"2,637",8.38,"1,641",1.05,940,5.86,800,133.92,"31,362",9.28,"7,028",-3.86,"8,701",17.66,"5,414",9.66,"3,102",14.89,"2,639",154.24
2008M07,"9,516",-2.24,"2,157",-4.39,"2,427",-5.78,"1,691",6.89,947,-5.77,894,222.74,"31,365",5.52,"7,109",3.21,"8,001",1.73,"5,576",15.47,"3,121",1.69,"2,945",247.70
2008M08,"10,009",-0.24,"2,289",-3.30,"2,481",-13.73,"1,894",5.40,"1,025",15.82,908,250.58,"32,130",5.39,"7,349",2.18,"7,966",-8.86,"6,081",11.39,"3,292",22.38,"2,915",270.39
2008M09,"10,147",-0.37,"2,359",-5.34,"2,410",-13.56,"2,105",11.38,"1,102",14.08,806,237.24,"31,791",2.82,"7,389",-2.29,"7,549",-10.79,"6,594",14.94,"3,451",17.66,"2,526",248.41
2008M10,"9,919",-5.20,"2,300",-6.62,"2,198",-22.58,"2,166",5.66,"1,157",15.93,847,229.57,"30,413",-5.55,"7,050",-6.99,"6,740",-22.84,"6,637",5.23,"3,546",15.47,"2,595",228.90
2008M11,"7,537",-26.78,"1,770",-27.61,"1,503",-44.06,"1,722",-13.42,"1,026",0.49,594,146.47,"22,800",-28.51,"5,355",-29.29,"4,547",-45.38,"5,211",-15.46,"3,104",-1.90,"1,798",140.70
2008M12,"6,882",-31.46,"1,874",-23.01,"1,443",-45.91,"1,338",-26.08,749,-25.55,534,81.02,"20,785",-33.00,"5,659",-24.73,"4,358",-47.13,"4,043",-27.69,"2,262",-27.20,"1,615",76.89
2009M01,"5,871",-40.15,"1,514",-35.13,"1,214",-53.52,"1,223",-28.90,616,-33.41,490,92.91,"17,675",-41.68,"4,560",-36.75,"3,655",-54.71,"3,681",-30.73,"1,855",-35.07,"1,477",88.15
2009M02,"6,879",-15.74,"1,675",-13.44,"1,643",-20.09,"1,354",-13.09,597,-32.08,580,231.43,"20,116",-22.27,"4,897",-20.15,"4,804",-26.30,"3,958",-19.80,"1,745",-37.37,"1,696",206.69
2009M03,"8,206",-15.03,"1,924",-14.03,"2,106",-20.74,"1,545",-13.35,707,-26.35,686,237.93,"23,935",-24.30,"5,612",-23.43,"6,144",-29.38,"4,504",-22.90,"2,063",-34.34,"2,001",201.36
2009M04,"8,454",-12.15,"1,926",-13.71,"2,349",-4.78,"1,472",-12.12,834,-15.84,735,2.51,"25,125",-20.91,"5,725",-22.31,"6,981",-14.30,"4,374",-20.93,"2,479",-24.26,"2,183",-7.77
2009M05,"8,267",-14.12,"1,918",-11.12,"2,324",-11.47,"1,285",-22.64,868,-8.25,785,0.26,"25,166",-20.14,"5,841",-17.35,"7,077",-17.65,"3,915",-28.01,"2,643",-14.69,"2,391",-6.78
2009M06,"9,142",-3.86,"2,108",-1.03,"2,549",-3.34,"1,459",-11.09,"1,045",11.17,874,9.25,"27,936",-10.92,"6,439",-8.38,"7,788",-10.49,"4,457",-17.68,"3,193",2.93,"2,671",1.21
2009M07,"9,404",-1.18,"2,044",-5.24,"2,688",10.75,"1,566",-7.39,988,4.33,938,4.92,"28,614",-8.77,"6,220",-12.51,"8,179",2.22,"4,764",-14.56,"3,007",-3.65,"2,854",-3.09
2009M08,"9,254",-7.54,"1,941",-15.20,"2,795",12.66,"1,561",-17.58,886,-13.56,917,0.99,"28,286",-11.96,"5,933",-19.27,"8,545",7.27,"4,770",-21.56,"2,707",-17.77,"2,804",-3.81
2009M09,"10,040",-1.05,"2,150",-8.86,"2,689",11.58,"1,859",-11.69,"1,163",5.54,895,11.04,"30,838",-3.00,"6,606",-10.60,"8,262",9.44,"5,708",-13.44,"3,574",3.56,"2,748",8.79
2009M10,"10,245",3.29,"2,290",-0.43,"2,600",18.29,"1,923",-11.22,"1,223",5.70,973,14.88,"31,755",4.41,"7,097",0.67,"8,061",19.60,"5,961",-10.19,"3,792",6.94,"3,017",16.26
2009M11,"10,089",33.86,"2,217",25.25,"2,544",69.26,"1,930",12.08,"1,236",20.47,946,59.26,"31,259",37.10,"6,869",28.27,"7,881",73.32,"5,979",14.74,"3,830",23.39,"2,931",63.01
2009M12,"10,223",48.55,"2,298",22.63,"2,705",87.46,"1,752",30.94,"1,194",59.41,"1,013",89.70,"31,726",52.64,"7,131",26.01,"8,393",92.59,"5,434",34.41,"3,704",63.75,"3,144",94.67
2010M01,"9,668",64.67,"2,058",35.93,"2,734",125.21,"1,645",34.51,"1,118",81.49,938,91.43,"30,371",71.83,"6,467",41.82,"8,589",134.99,"5,164",40.29,"3,512",89.33,"2,946",99.46
2010M02,"8,776",27.58,"1,780",6.27,"2,297",39.81,"1,548",14.33,"1,126",88.61,826,42.41,"27,406",36.24,"5,558",13.50,"7,175",49.35,"4,832",22.08,"3,517",101.55,"2,581",52.18
2010M03,"10,939",33.30,"2,110",9.67,"3,120",48.15,"1,896",22.72,"1,270",79.63,"1,030",50.15,"34,387",43.67,"6,634",18.21,"9,810",59.67,"5,962",32.37,"3,993",93.55,"3,237",61.77
2010M04,"10,678",26.31,"2,225",15.52,"3,089",31.50,"1,668",13.32,"1,195",43.29,"1,009",37.28,"33,959",35.16,"7,075",23.58,"9,822",40.70,"5,304",21.26,"3,799",53.25,"3,210",47.05
2010M05,"10,731",29.81,"2,236",16.58,"3,025",30.16,"1,770",37.74,"1,241",42.97,998,27.13,"33,729",34.03,"7,028",20.32,"9,507",34.34,"5,566",42.17,"3,901",47.60,"3,135",31.12
2010M06,"11,008",20.41,"2,433",15.42,"2,895",13.57,"1,803",23.58,"1,374",31.48,"1,071",22.54,"34,222",22.50,"7,562",17.44,"8,998",15.54,"5,602",25.69,"4,272",33.79,"3,328",24.60
2010M07,"10,852",15.40,"2,400",17.42,"2,908",8.18,"1,706",8.94,"1,292",30.77,"1,072",14.29,"33,830",18.23,"7,482",20.29,"9,066",10.84,"5,318",11.63,"4,026",33.89,"3,341",17.06
2010M08,"11,113",20.09,"2,446",26.02,"2,963",6.01,"1,911",22.42,"1,305",47.29,"1,034",12.76,"34,878",23.30,"7,676",29.38,"9,300",8.84,"5,999",25.77,"4,097",51.35,"3,247",15.80
2010M09,"11,405",13.60,"2,443",13.63,"2,919",8.55,"2,209",18.83,"1,343",15.48,"1,089",21.68,"35,979",16.67,"7,708",16.68,"9,207",11.44,"6,970",22.11,"4,237",18.55,"3,438",25.11
2010M10,"10,976",7.14,"2,397",4.67,"2,632",1.23,"2,174",13.05,"1,330",8.75,"1,113",14.39,"35,647",12.25,"7,785",9.69,"8,547",6.03,"7,061",18.45,"4,318",13.87,"3,615",19.82
2010M11,"10,822",7.27,"2,360",6.45,"2,781",9.32,"2,129",10.31,"1,226",-0.81,"1,017",7.51,"35,740",14.34,"7,795",13.48,"9,186",16.56,"7,032",17.61,"4,050",5.74,"3,357",14.53
2010M12,"10,919",6.81,"2,354",2.44,"2,949",9.02,"2,052",17.12,"1,181",-1.09,"1,051",3.75,"36,567",15.26,"7,880",10.50,"9,873",17.63,"6,870",26.43,"3,954",6.75,"3,518",11.90
2011M01,"10,013",3.57,"2,217",7.73,"2,676",-2.12,"1,744",6.02,"1,074",-3.94,"1,014",8.10,"34,459",13.46,"7,629",17.97,"9,209",7.22,"6,002",16.23,"3,694",5.18,"3,491",18.50
2011M02,"8,451",-3.70,"1,902",6.85,"2,157",-6.09,"1,489",-3.81,922,-18.12,865,4.72,"28,872",5.35,"6,498",16.91,"7,369",2.70,"5,088",5.30,"3,151",-10.41,"2,955",14.49
2011M03,"11,485",4.99,"2,525",19.67,"3,011",-3.49,"2,217",16.93,"1,106",-12.91,"1,096",6.41,"38,986",13.37,"8,572",29.21,"10,221",4.19,"7,527",26.25,"3,756",-5.94,"3,720",14.92
2011M04,"10,814",1.27,"2,402",7.96,"2,904",-5.99,"1,891",13.37,"1,110",-7.11,"1,087",7.73,"37,406",10.15,"8,307",17.41,"10,045",2.27,"6,539",23.28,"3,840",1.08,"3,759",17.10
2011M05,"10,788",0.53,"2,369",5.95,"2,824",-6.64,"1,978",11.75,"1,021",-17.73,"1,219",22.14,"37,616",11.52,"8,261",17.54,"9,846",3.57,"6,895",23.88,"3,559",-8.77,"4,249",35.53
2011M06,"10,748",-2.36,"2,535",4.19,"2,712",-6.32,"1,921",6.54,"1,033",-24.82,"1,145",6.91,"37,362",9.18,"8,811",16.52,"9,428",4.78,"6,677",19.19,"3,591",-15.94,"3,980",19.59
2011M07,"10,815",-0.34,"2,506",4.42,"2,778",-4.47,"1,872",9.73,"1,057",-18.19,"1,143",6.62,"37,587",11.11,"8,709",16.40,"9,656",6.51,"6,509",22.40,"3,674",-8.74,"3,974",18.95
2011M08,"10,616",-4.47,"2,420",-1.06,"2,781",-6.14,"1,875",-1.88,"1,072",-17.85,"1,062",2.71,"36,716",5.27,"8,371",9.05,"9,620",3.44,"6,484",8.08,"3,707",-9.52,"3,671",13.06
2011M09,"10,958",-3.92,"2,499",2.29,"2,885",-1.16,"2,022",-8.47,"1,090",-18.84,"1,071",-1.65,"36,958",2.72,"8,427",9.33,"9,729",5.67,"6,815",-2.22,"3,678",-13.19,"3,613",5.09
2011M10,"11,239",2.40,"2,684",11.97,"2,802",6.46,"2,117",-2.62,"1,109",-16.62,"1,135",1.98,"37,205",4.37,"8,884",14.12,"9,275",8.52,"7,006",-0.78,"3,673",-14.94,"3,758",3.96
2011M11,"11,056",2.16,"2,692",14.07,"2,775",-0.22,"2,142",0.61,964,-21.37,"1,136",11.70,"36,651",2.55,"8,923",14.47,"9,199",0.14,"7,104",1.02,"3,194",-21.14,"3,766",12.18
2011M12,"10,967",0.44,"2,744",16.56,"2,799",-5.10,"2,070",0.89,982,-16.81,"1,068",1.62,"36,304",-0.72,"9,082",15.26,"9,264",-6.17,"6,853",-0.25,"3,252",-17.75,"3,535",0.49
2012M01,"9,442",-5.70,"2,344",5.73,"2,186",-18.29,"1,779",2.01,925,-13.90,"1,024",0.99,"31,485",-8.63,"7,816",2.45,"7,291",-20.83,"5,932",-1.16,"3,083",-16.53,"3,415",-2.18
2012M02,"10,013",18.48,"2,319",21.91,"2,587",19.92,"1,775",19.22,963,4.47,"1,086",25.59,"33,953",17.60,"7,863",21.00,"8,771",19.03,"6,020",18.31,"3,266",3.66,"3,684",24.67
2012M03,"11,308",-1.54,"2,688",6.46,"2,937",-2.46,"2,013",-9.22,996,-9.95,"1,194",8.95,"38,370",-1.58,"9,121",6.41,"9,965",-2.50,"6,830",-9.27,"3,380",-10.02,"4,052",8.92
2012M04,"10,617",-1.82,"2,463",2.55,"2,724",-6.18,"1,909",0.94,1000,-9.93,"1,189",9.40,"36,089",-3.52,"8,373",0.79,"9,261",-7.81,"6,488",-0.78,"3,398",-11.50,"4,042",7.53
2012M05,"10,731",-0.53,"2,573",8.60,"2,772",-1.85,"1,863",-5.82,"1,010",-1.06,"1,142",-6.28,"36,474",-3.04,"8,745",5.86,"9,421",-4.32,"6,332",-8.17,"3,434",-3.52,"3,883",-8.61
2012M06,"10,867",1.11,"2,570",1.39,"2,714",0.07,"1,987",3.43,"1,018",-1.42,"1,188",3.79,"36,382",-2.62,"8,605",-2.34,"9,086",-3.63,"6,651",-0.38,"3,409",-5.06,"3,979",-0.03
2012M07,"10,756",-0.55,"2,644",5.49,"2,731",-1.70,"1,856",-0.84,"1,041",-1.55,"1,221",6.82,"35,937",-4.39,"8,833",1.42,"9,124",-5.51,"6,202",-4.72,"3,477",-5.37,"4,080",2.66
2012M08,"10,813",1.86,"2,459",1.61,"2,950",6.08,"1,777",-5.23,"1,047",-2.31,"1,232",16.00,"36,153",-1.53,"8,221",-1.79,"9,864",2.53,"5,941",-8.38,"3,501",-5.54,"4,119",12.20
2012M09,"11,103",1.32,"2,713",8.54,"3,006",4.21,"1,897",-6.17,994,-8.79,"1,211",13.10,"37,662",1.91,"9,201",9.19,"10,198",4.82,"6,436",-5.57,"3,372",-8.31,"4,109",13.72
2012M10,"11,211",-0.25,"2,837",5.70,"2,742",-2.15,"1,990",-6.01,"1,065",-3.98,"1,255",10.60,"38,380",3.16,"9,712",9.33,"9,386",1.20,"6,812",-2.77,"3,645",-0.75,"4,297",14.35
2012M11,"11,843",7.12,"3,122",15.99,"2,933",5.69,"2,263",5.65,971,0.74,"1,278",12.47,"40,726",11.12,"10,737",20.33,"10,086",9.64,"7,782",9.54,"3,340",4.56,"4,394",16.66
2012M12,"11,428",4.20,"2,897",5.59,"2,753",-1.64,"2,487",20.13,897,-8.72,"1,193",11.73,"39,392",8.51,"9,987",9.96,"9,489",2.43,"8,573",25.10,"3,091",-4.95,"4,113",16.35
2013M01,"10,784",14.21,"2,622",11.86,"2,726",24.67,"2,084",17.13,911,-1.51,"1,225",19.67,"37,137",17.95,"9,029",15.52,"9,387",28.75,"7,176",20.97,"3,136",1.72,"4,220",23.58
2013M02,"8,581",-14.30,"2,097",-9.58,"2,019",-21.93,"1,621",-8.68,748,-22.31,"1,014",-6.66,"29,039",-14.47,"7,095",-9.76,"6,834",-22.09,"5,486",-8.87,"2,532",-22.47,"3,432",-6.85
2013M03,"10,641",-5.90,"2,497",-7.10,"2,903",-1.15,"1,843",-8.41,847,-14.95,"1,206",0.97,"35,839",-6.60,"8,411",-7.79,"9,778",-1.88,"6,209",-9.09,"2,853",-15.58,"4,061",0.22
2013M04,"10,628",0.10,"2,616",6.20,"2,930",7.53,"1,803",-5.54,810,-18.97,"1,181",-0.72,"35,688",-1.11,"8,784",4.91,"9,837",6.23,"6,054",-6.68,"2,720",-19.95,"3,964",-1.92
2013M05,"10,797",0.61,"2,674",3.94,"2,898",4.55,"1,754",-5.86,852,-15.65,"1,277",11.80,"36,328",-0.40,"8,998",2.89,"9,750",3.50,"5,901",-6.81,"2,867",-16.50,"4,298",10.68
2013M06,"10,493",-3.45,"2,639",2.66,"2,665",-1.78,"1,781",-10.34,889,-12.75,"1,249",5.08,"35,094",-3.54,"8,825",2.56,"8,915",-1.88,"5,957",-10.43,"2,972",-12.84,"4,176",4.97
2013M07,"10,806",0.47,"2,718",2.80,"2,785",1.99,"1,832",-1.31,929,-10.70,"1,265",3.61,"36,116",0.50,"9,083",2.83,"9,308",2.02,"6,123",-1.27,"3,106",-10.67,"4,228",3.65
2013M08,"10,863",0.46,"2,682",9.09,"2,953",0.11,"1,795",1.04,898,-14.28,"1,235",0.28,"36,319",0.46,"8,968",9.09,"9,874",0.11,"6,003",1.04,"3,001",-14.28,"4,130",0.28
2013M09,"11,384",2.53,"2,916",7.49,"2,836",-5.66,"2,204",16.15,985,-0.92,"1,201",-0.89,"38,419",2.01,"9,841",6.95,"9,572",-6.14,"7,437",15.56,"3,324",-1.42,"4,052",-1.39
2013M10,"11,624",3.68,"3,107",9.51,"2,845",3.75,"2,151",8.12,"1,053",-1.12,"1,195",-4.77,"39,591",3.16,"10,582",8.95,"9,689",3.22,"7,328",7.56,"3,586",-1.63,"4,071",-5.26
2013M11,"12,096",2.14,"3,037",-2.73,"2,935",0.07,"2,519",11.29,"1,050",8.14,"1,257",-1.59,"41,046",0.78,"10,305",-4.02,"9,959",-1.25,"8,546",9.82,"3,564",6.70,"4,267",-2.89
2013M12,"12,559",9.90,"3,155",8.91,"3,010",9.34,"2,823",13.52,"1,003",11.82,"1,279",7.20,"42,313",7.42,"10,631",6.45,"10,141",6.87,"9,512",10.96,"3,378",9.29,"4,310",4.78
2014M01,"10,847",0.58,"2,578",-1.69,"2,709",-0.63,"2,199",5.50,957,5.08,"1,179",-3.76,"36,109",-2.77,"8,581",-4.96,"9,017",-3.94,"7,319",1.99,"3,186",1.59,"3,926",-6.96
2014M02,"9,292",8.28,"2,195",4.71,"2,325",15.12,"1,668",2.90,883,18.00,"1,109",9.38,"30,706",5.74,"7,255",2.26,"7,683",12.42,"5,512",0.48,"2,918",15.23,"3,665",6.82
2014M03,"11,511",8.18,"2,579",3.26,"3,057",5.31,"2,052",11.31,"1,021",20.48,"1,390",15.27,"37,940",5.86,"8,499",1.05,"10,076",3.05,"6,763",8.92,"3,364",17.90,"4,581",12.80
2014M04,"11,719",10.26,"2,800",7.03,"3,082",5.22,"1,951",8.21,"1,066",31.59,"1,371",16.12,"38,868",8.91,"9,286",5.72,"10,223",3.92,"6,471",6.88,"3,536",29.98,"4,547",14.70
2014M05,"11,436",5.92,"2,797",4.59,"3,055",5.42,"1,851",5.56,962,12.92,"1,390",8.84,"38,018",4.65,"9,298",3.34,"10,155",4.16,"6,154",4.30,"3,199",11.57,"4,622",7.54
2014M06,"11,622",10.76,"2,819",6.82,"3,057",14.70,"2,055",15.37,927,4.32,"1,421",13.78,"38,817",10.61,"9,414",6.67,"10,211",14.54,"6,864",15.22,"3,096",4.18,"4,746",13.63
2014M07,"11,413",5.61,"2,754",1.35,"3,038",9.10,"1,889",3.11,946,1.82,"1,461",15.45,"38,182",5.72,"9,215",1.45,"10,166",9.21,"6,320",3.22,"3,165",1.92,"4,887",15.57
