期間,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上
1978M11,58.28,45.68,65.32,67.41,68.90,69.32,70.50,67.95,63.63,54.89,42.87,9.02,77.91,45.49,79.65,95.64,98.34,98.40,97.90,95.23,89.34,79.92,65.48,15.72,38.27,45.87,55.94,38.88,38.39,39.30,42.17,35.21,26.52,19.86,13.59,2.52,1.12,2.59,2.42,1.07,0.69,0.18,0.34,0.29,0.56,0.26,0.20,0.00,0.99,2.13,2.30,1.26,0.83,0.26,0.49,0.38,0.68,0.30,0.24,0.00,1.39,3.05,2.54,0.59,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978M12,57.87,45.06,64.60,67.21,68.91,69.52,69.08,67.04,64.21,54.76,41.96,8.93,77.77,43.96,77.53,96.58,97.89,98.97,98.04,96.39,90.94,80.37,64.51,16.09,37.66,46.17,56.22,37.60,39.11,39.07,39.43,32.00,25.80,19.02,12.68,1.99,1.20,2.78,2.77,1.16,0.58,0.08,0.42,0.13,0.74,0.33,0.21,0.00,1.11,2.66,3.28,1.24,0.75,0.10,0.58,0.16,0.86,0.38,0.25,0.00,1.37,2.89,2.31,0.95,0.15,0.03,0.00,0.00,0.11,0.00,0.00,0.00
1979M01,59.11,45.84,64.28,68.60,69.66,72.13,70.63,69.84,66.25,56.27,43.24,10.13,78.16,44.88,76.96,96.52,98.14,99.12,98.51,97.30,90.78,80.90,65.13,17.56,39.68,46.83,56.09,40.31,40.13,44.08,41.87,36.92,30.81,21.63,14.68,2.90,1.29,2.58,3.67,1.17,0.34,0.23,0.30,0.20,0.62,0.62,0.35,0.00,1.26,2.47,5.18,1.21,0.43,0.17,0.36,0.22,0.77,0.74,0.41,0.00,1.34,2.69,2.33,1.09,0.11,0.37,0.14,0.13,0.00,0.00,0.00,0.00
1979M02,59.22,44.42,64.67,68.32,70.95,73.49,71.59,70.18,67.27,56.47,41.09,10.59,77.86,43.29,77.05,96.33,98.79,99.24,98.11,97.14,90.87,80.05,63.46,18.98,40.24,45.58,56.73,40.03,42.06,46.81,44.06,38.11,33.28,23.27,12.00,2.38,1.30,2.62,3.59,1.08,0.46,0.25,0.38,0.51,0.53,0.58,0.65,0.00,1.20,2.41,4.12,1.13,0.50,0.31,0.48,0.62,0.67,0.69,0.75,0.00,1.51,2.82,3.12,0.95,0.35,0.11,0.15,0.19,0.00,0.00,0.00,0.00
1979M03,58.04,40.94,63.62,67.44,70.16,72.60,70.62,69.29,66.81,57.74,40.82,10.18,77.19,39.19,76.66,96.30,98.44,99.29,98.43,96.63,91.81,82.45,62.38,18.57,38.57,42.71,55.29,38.30,40.76,45.08,41.97,36.87,30.83,22.82,12.73,1.96,1.19,2.50,3.62,0.97,0.34,0.28,0.17,0.32,0.39,0.52,0.35,0.00,1.04,1.96,4.18,1.06,0.38,0.35,0.24,0.42,0.48,0.62,0.22,0.00,1.49,2.99,3.11,0.73,0.24,0.14,0.00,0.00,0.00,0.00,1.18,0.00
1979M04,58.09,40.99,63.04,68.70,69.14,72.29,70.30,69.45,66.26,58.41,42.64,9.94,77.49,39.96,76.68,96.41,98.18,98.80,98.78,96.82,91.99,83.03,63.96,17.92,38.38,42.02,54.34,40.56,38.86,44.78,40.80,37.15,29.36,23.94,14.91,2.26,1.09,2.47,2.97,0.79,0.48,0.19,0.32,0.35,0.70,0.20,0.42,0.00,1.04,2.63,3.41,0.86,0.52,0.28,0.45,0.47,0.86,0.24,0.50,0.00,1.19,2.32,2.58,0.64,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979M05,57.82,40.86,63.78,68.90,68.06,71.58,70.45,69.22,65.15,57.96,42.24,8.51,77.12,39.03,77.59,95.81,97.97,98.73,98.30,96.91,91.14,82.58,65.59,15.53,38.23,42.69,54.96,41.67,36.99,43.32,41.41,36.65,27.80,23.40,11.73,1.75,1.18,2.45,3.13,1.06,0.37,0.33,0.33,0.43,0.73,0.34,0.38,0.00,1.13,2.21,3.64,1.29,0.43,0.47,0.47,0.53,0.89,0.41,0.43,0.00,1.28,2.68,2.67,0.55,0.23,0.00,0.00,0.10,0.00,0.00,0.00,0.00
1979M06,58.32,40.02,63.23,68.90,69.80,73.38,71.44,71.62,67.14,58.10,42.77,8.52,76.62,36.91,76.09,95.63,98.48,99.04,98.19,96.97,91.06,81.89,65.69,15.75,39.74,43.14,55.02,41.85,39.99,46.62,43.68,41.75,32.75,24.68,12.83,1.55,1.13,2.31,3.22,0.88,0.53,0.28,0.21,0.38,0.66,0.61,0.42,0.00,1.11,1.67,4.30,1.06,0.65,0.38,0.31,0.44,0.83,0.71,0.49,0.00,1.18,2.85,2.27,0.45,0.22,0.06,0.00,0.22,0.00,0.15,0.00,0.00
1979M07,60.50,46.90,66.23,69.17,70.94,73.92,72.92,72.42,67.04,59.57,44.43,9.46,78.64,43.87,80.26,95.91,98.66,99.15,98.04,97.22,91.69,82.18,68.12,17.37,42.09,49.95,57.26,42.08,42.27,47.64,46.97,43.33,31.50,27.65,13.52,1.82,1.54,5.07,3.44,0.95,0.37,0.27,0.07,0.35,0.53,0.65,0.37,0.00,1.14,3.67,3.34,0.90,0.38,0.40,0.07,0.48,0.65,0.81,0.43,0.00,2.31,6.31,3.53,1.05,0.35,0.00,0.08,0.00,0.00,0.00,0.00,0.00
1979M08,59.79,48.17,67.89,68.05,69.69,71.32,70.37,69.50,64.87,57.99,43.49,9.53,79.38,47.77,82.59,94.97,98.64,98.31,98.09,97.47,90.25,83.60,67.65,17.53,39.92,48.56,58.53,40.79,39.70,43.28,41.60,36.77,28.25,21.76,11.91,1.80,1.54,4.15,4.02,0.88,0.58,0.09,0.27,0.38,0.27,0.72,0.50,0.00,1.39,4.05,4.76,0.94,0.74,0.13,0.34,0.50,0.33,0.85,0.57,0.00,1.86,4.24,3.37,0.74,0.17,0.00,0.09,0.00,0.00,0.00,0.00,0.00
1979M09,58.91,46.03,66.44,68.83,68.36,69.50,69.45,68.85,65.17,57.10,43.32,9.66,78.67,45.00,81.04,96.27,97.37,98.46,98.02,96.85,91.25,82.03,66.43,17.20,38.90,47.06,57.19,41.05,38.21,39.44,40.04,36.18,27.54,21.93,13.14,2.35,1.41,3.65,3.37,1.11,0.49,0.15,0.38,0.23,0.47,0.89,0.55,0.00,1.33,3.39,4.36,1.18,0.66,0.21,0.53,0.31,0.57,1.06,0.64,0.00,1.58,3.91,2.49,0.92,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979M10,58.35,45.15,65.82,68.26,67.62,69.95,69.31,69.12,64.12,56.52,41.33,9.04,77.97,43.84,79.65,96.11,97.66,98.69,97.89,96.68,90.44,81.25,62.47,15.97,38.47,46.46,57.06,40.06,36.31,40.09,39.97,36.96,26.16,21.68,13.70,2.33,1.17,3.03,3.01,1.12,0.29,0.17,0.14,0.17,0.44,0.12,0.13,0.00,1.03,2.59,4.01,1.06,0.32,0.24,0.19,0.22,0.52,0.14,0.15,0.00,1.46,3.44,2.13,1.25,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979M11,58.04,45.35,64.91,67.15,67.95,70.38,68.58,68.37,65.01,56.55,41.10,7.91,77.89,45.50,77.87,95.85,97.57,98.82,97.60,96.14,90.50,81.59,61.59,14.64,37.93,45.20,56.71,38.13,37.16,40.70,38.82,36.14,28.27,21.19,14.30,1.37,1.20,3.22,3.02,1.18,0.32,0.27,0.10,0.31,0.07,0.19,0.14,0.00,1.04,2.86,3.61,1.28,0.33,0.37,0.14,0.41,0.09,0.23,0.17,0.00,1.53,3.58,2.50,0.93,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979M12,58.62,44.91,65.89,68.05,69.01,70.66,69.36,68.07,67.05,56.86,43.65,7.74,78.40,44.46,78.24,96.30,97.86,99.24,98.39,96.39,92.57,82.46,67.10,14.03,38.60,45.35,58.11,39.47,39.03,40.75,39.55,35.43,30.01,20.65,12.88,1.61,1.23,2.95,3.23,1.11,0.42,0.24,0.22,0.24,0.31,0.25,0.56,0.00,1.05,2.32,3.95,1.11,0.50,0.28,0.31,0.32,0.37,0.29,0.65,0.00,1.58,3.56,2.62,1.12,0.22,0.15,0.00,0.00,0.00,0.00,0.00,0.00
1980M01,58.85,42.46,66.37,69.51,70.18,71.55,71.36,69.31,66.06,56.13,43.63,8.79,77.42,40.30,77.67,96.33,98.11,98.62,98.16,96.28,90.75,80.73,66.89,15.71,40.08,44.59,59.28,42.46,41.27,43.38,43.83,38.23,30.33,21.16,13.04,2.06,0.95,2.03,2.42,1.02,0.53,0.13,0.17,0.13,0.31,0.46,0.57,0.00,0.91,1.84,2.93,1.20,0.62,0.19,0.25,0.18,0.39,0.54,0.65,0.00,1.04,2.19,2.00,0.60,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980M02,58.51,42.46,64.84,69.83,69.94,71.89,70.35,69.43,65.62,55.65,42.21,8.56,77.22,40.66,76.59,96.79,98.10,98.06,98.29,97.02,89.60,80.45,64.60,15.13,39.59,44.24,57.50,42.66,40.77,44.56,41.60,37.69,30.98,20.41,12.77,2.15,1.10,2.00,3.21,1.14,0.47,0.37,0.19,0.06,0.43,0.46,0.45,0.00,0.98,1.56,4.11,0.97,0.54,0.49,0.20,0.08,0.53,0.54,0.52,0.00,1.34,2.39,2.47,1.52,0.29,0.10,0.16,0.00,0.00,0.00,0.00,0.00
1980M03,57.24,38.54,63.70,68.27,68.42,71.17,69.93,68.93,66.34,56.79,40.50,8.86,76.39,37.03,75.86,96.16,97.87,98.74,98.83,96.44,90.11,80.57,61.46,15.49,37.88,40.03,56.14,40.05,37.89,42.42,40.27,37.54,31.96,22.96,12.75,2.37,1.06,2.15,3.09,0.97,0.59,0.24,0.20,0.43,0.21,0.40,0.00,0.00,1.00,1.89,4.37,0.85,0.71,0.31,0.25,0.57,0.26,0.48,0.00,0.00,1.16,2.39,2.01,1.28,0.26,0.06,0.07,0.00,0.00,0.00,0.00,0.00
1980M04,57.23,38.78,63.82,67.44,68.04,70.58,70.66,69.60,66.26,58.69,39.64,8.13,76.66,38.23,75.78,95.79,97.96,99.18,98.49,96.55,91.39,82.54,60.61,14.33,37.59,39.34,56.50,38.77,37.99,39.51,42.05,38.88,30.25,24.78,11.99,2.03,0.93,1.90,2.85,0.82,0.56,0.18,0.11,0.37,0.15,0.08,0.25,0.00,0.83,1.72,3.26,0.91,0.66,0.20,0.12,0.50,0.18,0.10,0.28,0.00,1.13,2.08,2.52,0.57,0.28,0.13,0.08,0.00,0.00,0.00,0.00,0.00
1980M05,57.87,38.25,63.78,68.90,69.18,73.15,71.67,71.98,65.93,58.34,39.61,8.10,76.36,36.72,75.18,96.16,98.44,99.18,97.93,97.22,91.05,81.48,59.91,14.67,39.19,39.79,56.82,41.39,39.97,44.65,44.56,43.28,30.13,25.37,12.91,1.64,1.19,2.62,2.94,1.46,0.54,0.24,0.13,0.42,0.61,0.27,0.64,0.00,1.07,2.52,3.30,1.33,0.62,0.29,0.19,0.58,0.75,0.33,0.75,0.00,1.42,2.71,2.65,1.77,0.35,0.13,0.00,0.00,0.00,0.00,0.00,0.00
1980M06,58.23,37.62,64.08,70.52,69.78,73.99,71.97,72.72,66.79,55.56,39.54,9.44,75.72,34.62,74.74,96.65,98.33,98.83,98.07,96.69,90.17,76.42,59.48,17.28,40.59,40.63,57.57,44.14,41.60,46.53,45.11,45.60,33.62,25.82,13.28,1.71,1.30,2.92,3.56,1.39,0.56,0.48,0.21,0.08,0.62,0.35,0.19,0.00,1.32,2.50,5.44,1.50,0.72,0.64,0.31,0.12,0.78,0.43,0.22,0.00,1.26,3.27,2.07,1.15,0.19,0.11,0.00,0.00,0.00,0.00,0.00,0.00
1980M07,59.96,44.79,66.94,69.36,70.12,74.16,72.51,71.57,66.91,57.70,42.81,9.94,78.14,43.36,78.81,96.07,98.69,98.87,98.70,96.64,90.91,79.68,64.36,17.84,41.63,46.23,59.70,42.39,42.12,46.64,45.66,43.35,32.89,26.35,14.37,2.14,1.52,4.63,3.74,1.11,0.51,0.31,0.14,0.19,0.46,0.62,0.30,0.00,1.35,3.87,4.79,1.18,0.66,0.44,0.20,0.26,0.58,0.76,0.35,0.00,1.86,5.35,2.90,0.96,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980M08,59.52,45.68,67.57,68.16,69.46,73.36,71.34,69.49,66.62,56.79,43.44,8.47,78.47,44.48,79.83,95.69,98.28,98.61,98.45,97.20,92.11,81.54,65.64,15.50,40.42,46.88,60.12,40.39,41.46,44.97,43.53,38.41,30.58,21.49,14.09,1.51,1.62,5.29,3.33,1.41,0.21,0.34,0.41,0.38,0.36,0.65,0.34,0.00,1.35,4.45,3.60,1.55,0.29,0.39,0.58,0.46,0.44,0.77,0.39,0.00,2.16,6.08,3.11,1.09,0.00,0.22,0.00,0.17,0.00,0.00,0.00,0.00
1980M09,57.94,42.92,66.61,67.85,68.01,71.73,70.23,68.05,65.20,54.51,38.83,7.26,77.20,41.32,79.50,95.45,98.18,98.45,98.51,96.52,91.31,78.96,60.77,13.29,38.53,44.53,58.76,40.04,38.94,41.43,41.20,36.38,28.43,19.48,9.79,1.28,1.36,4.39,3.29,0.91,0.27,0.35,0.14,0.35,0.41,0.30,0.06,0.00,1.14,4.30,3.67,0.85,0.34,0.43,0.19,0.47,0.50,0.35,0.06,0.00,1.81,4.47,2.97,1.06,0.12,0.15,0.00,0.00,0.00,0.00,0.00,0.00
1980M10,57.65,42.80,65.33,69.04,67.10,69.99,69.00,67.47,65.10,54.79,39.43,8.20,77.27,41.27,78.58,96.73,97.92,97.94,97.60,96.78,91.45,78.74,60.82,14.83,37.89,44.33,57.29,41.13,37.56,38.10,39.59,34.94,28.10,20.54,11.07,1.60,1.26,3.82,3.16,0.79,0.42,0.24,0.21,0.30,0.59,0.12,0.15,0.00,1.09,3.73,3.30,0.94,0.54,0.32,0.29,0.40,0.71,0.14,0.17,0.00,1.61,3.90,3.05,0.42,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980M11,57.64,42.15,64.61,68.89,66.50,70.97,69.87,67.66,66.00,55.68,39.68,8.11,77.23,41.91,77.99,96.54,97.74,97.72,97.96,96.27,91.12,78.61,60.96,15.03,37.92,42.40,56.52,41.04,36.83,40.14,41.08,36.07,30.71,22.84,11.42,1.22,1.20,3.29,2.73,0.96,0.36,0.45,0.15,0.23,0.61,0.80,0.41,0.00,1.05,2.80,2.89,1.10,0.44,0.54,0.21,0.24,0.75,0.96,0.46,0.00,1.49,3.78,2.59,0.65,0.14,0.17,0.00,0.22,0.00,0.00,0.00,0.00
1980M12,58.53,42.46,65.88,69.78,68.37,73.00,71.44,69.21,65.48,55.08,40.74,7.95,77.21,41.93,79.76,95.04,98.17,98.57,98.08,96.31,90.47,77.35,62.78,14.18,39.73,42.98,57.49,44.34,40.28,43.27,44.20,39.41,30.52,23.14,11.41,1.72,1.25,2.94,3.26,1.12,0.33,0.36,0.26,0.54,0.36,0.73,0.15,0.00,1.21,2.86,4.25,1.10,0.48,0.48,0.38,0.72,0.44,0.88,0.18,0.00,1.33,3.01,2.43,1.17,0.00,0.04,0.00,0.07,0.00,0.00,0.00,0.00
1981M01,58.66,42.16,66.78,70.80,68.72,72.81,70.68,69.16,65.50,53.83,41.29,8.02,77.23,41.29,78.69,95.60,98.18,98.51,98.19,97.13,91.14,77.32,63.43,14.22,39.99,43.04,59.58,45.85,41.12,42.70,42.54,38.58,29.66,20.19,11.81,1.82,0.96,2.06,2.67,0.78,0.32,0.60,0.18,0.23,0.29,0.37,0.14,0.00,0.87,1.64,3.15,0.85,0.38,0.81,0.25,0.31,0.35,0.38,0.16,0.00,1.14,2.47,2.29,0.63,0.18,0.06,0.00,0.00,0.00,0.28,0.00,0.00
1981M02,57.82,40.22,64.81,69.30,68.03,73.13,70.17,67.67,65.13,54.32,42.55,9.53,76.92,38.91,76.27,96.47,97.93,98.55,97.91,96.39,90.43,77.95,65.97,17.27,38.63,41.53,57.88,42.02,40.31,43.03,41.78,36.51,29.86,20.40,11.26,1.76,1.43,3.11,3.67,1.42,0.58,0.36,0.52,0.56,0.38,0.72,0.35,0.00,1.35,2.38,4.92,1.67,0.57,0.48,0.65,0.73,0.47,0.82,0.40,0.00,1.57,3.78,2.69,0.85,0.59,0.05,0.24,0.05,0.00,0.18,0.00,0.00
1981M03,57.10,38.16,62.36,68.04,67.57,72.71,69.77,67.15,66.21,56.36,42.56,10.77,76.38,36.02,73.92,96.75,98.41,98.32,98.14,96.17,90.50,79.04,64.09,18.92,37.72,40.32,55.34,39.21,39.22,42.18,40.72,35.78,32.40,23.70,13.71,2.58,1.09,2.18,3.18,0.93,0.52,0.48,0.41,0.34,0.30,0.34,0.39,0.00,0.95,1.52,3.69,0.99,0.49,0.60,0.58,0.33,0.38,0.41,0.45,0.00,1.37,2.77,2.77,0.76,0.58,0.14,0.00,0.37,0.00,0.00,0.00,0.00
1981M04,56.42,37.12,62.40,67.48,67.55,71.29,68.80,68.13,65.56,56.13,40.09,8.81,75.95,35.25,74.05,96.27,98.21,98.17,98.01,96.53,91.30,80.09,60.60,15.73,36.77,39.01,55.28,38.48,38.58,39.94,38.77,37.31,30.07,21.85,12.88,1.93,0.86,1.87,2.86,0.56,0.22,0.36,0.20,0.17,0.41,0.17,0.35,0.00,0.83,1.63,3.87,0.63,0.31,0.48,0.28,0.23,0.51,0.15,0.41,0.00,0.93,2.10,2.04,0.36,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00
1981M05,56.90,37.16,63.41,68.25,68.24,71.85,69.25,70.25,64.79,57.01,40.16,8.03,76.12,35.74,75.05,96.35,97.52,98.38,97.69,96.95,90.88,81.54,61.76,14.43,37.57,38.60,56.28,39.92,40.03,41.58,40.06,41.29,28.99,21.89,11.49,1.66,1.01,2.64,2.69,0.72,0.39,0.29,0.24,0.48,0.52,0.40,0.25,0.00,0.90,2.32,3.41,0.62,0.48,0.40,0.33,0.57,0.52,0.43,0.28,0.00,1.23,2.95,2.11,0.96,0.18,0.00,0.00,0.25,0.50,0.24,0.00,0.00
1981M06,58.16,37.05,64.50,69.40,69.74,73.57,71.92,71.39,66.77,59.28,41.83,9.17,76.39,35.47,74.47,96.47,98.01,98.58,97.85,97.01,91.18,82.20,63.21,16.55,39.82,38.63,58.41,42.10,42.13,45.57,45.28,43.72,33.40,26.41,13.41,1.79,1.33,4.23,2.89,1.01,0.79,0.46,0.29,0.51,0.69,0.24,0.00,0.50,1.18,3.45,3.67,1.02,0.77,0.65,0.41,0.67,0.73,0.29,0.00,0.55,1.62,4.95,2.28,0.97,0.83,0.00,0.00,0.11,0.53,0.00,0.00,0.00
