期間,證券投資--小計_原始值,證券投資--小計_年增率(%),證券投資--政府債券_原始值,證券投資--政府債券_年增率(%),證券投資--金融機構債券_原始值,證券投資--金融機構債券_年增率(%),證券投資--公司債_原始值,證券投資--公司債_年增率(%),證券投資--可轉讓定期存單_原始值,證券投資--可轉讓定期存單_年增率(%),證券投資--商業本票_原始值,證券投資--商業本票_年增率(%),證券投資--承兌匯票_原始值,證券投資--承兌匯票_年增率(%),存放銀行_原始值,存放銀行_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),淨值_原始值,淨值_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%),保證_原始值,保證_年增率(%),附買回交易_原始值,附買回交易_年增率(%)
2012M06,"721,097",10.57,"203,482",6.68,"25,256",20.89,"127,448",43.25,"78,019",1.86,"286,756",4.31,136,166.67,"9,602",-3.06,"10,950",32.46,"741,649",10.64,"26,667",11.84,"105,813",3.35,"-11,954",--,"384,065",11.80,"621,123",10.41
2012M07,"750,257",13.94,"196,505",6.18,"25,291",28.07,"133,105",46.13,"86,081",6.68,"309,240",9.76,35,-72.22,"10,366",-13.41,"8,883",-7.50,"769,506",13.16,"51,787",98.02,"106,467",3.42,"-16,342",--,"383,887",9.54,"627,594",10.12
2012M08,"747,176",8.96,"193,519",5.21,"26,175",28.81,"139,585",48.99,"90,524",-7.30,"297,242",2.50,131,-5.07,"10,434",0.83,"6,031",-46.60,"763,640",7.95,"57,775",136.67,"106,870",2.94,"-17,965",--,"378,073",8.60,"616,960",3.20
2012M09,"713,904",1.01,"178,625",-2.93,"27,869",31.84,"144,307",43.85,"77,708",-27.24,"285,229",-3.12,166,64.36,"10,220",-4.21,"4,968",-57.62,"729,092",-0.01,"54,891",36.50,"107,248",3.09,"-19,120",--,"387,223",9.12,"586,073",-2.83
2012M10,"717,053",1.45,"181,133",-6.08,"28,199",30.05,"144,729",40.92,"80,857",-18.37,"282,072",-2.88,63,-28.41,"10,805",15.57,"7,606",-25.21,"735,464",1.26,"67,700",133.05,"107,270",2.87,"-17,450",--,"389,072",10.26,"577,944",-5.40
2012M11,"733,805",2.45,"183,767",-7.73,"28,912",30.43,"144,947",37.37,"89,331",-18.07,"286,788",2.34,60,-46.90,"11,767",16.39,"7,781",-26.93,"753,352",2.22,"69,751",151.64,"107,782",3.11,"-17,110",--,"392,575",9.20,"592,929",-4.90
2012M12,"720,474",-3.06,"183,142",-16.15,"28,755",23.50,"143,877",31.25,"83,884",-17.29,"280,712",-3.34,104,92.59,"11,733",17.88,"7,412",0.10,"739,619",-2.76,"56,638",158.66,"108,005",-0.08,"-16,265",--,"395,721",8.04,"591,241",-8.81
2013M01,"736,354",0.47,"185,965",-12.00,"28,084",19.50,"149,869",35.02,"80,564",-18.86,"291,786",1.42,86,-1.15,"11,074",14.98,"8,695",37.44,"756,122",0.97,"65,513",203.15,"108,135",-0.40,"-17,825",--,"399,772",10.07,"600,299",-5.52
2013M02,"742,134",2.15,"184,511",-13.69,"29,088",27.88,"150,745",34.01,"80,417",-16.50,"297,268",5.72,105,138.64,"11,085",13.12,"7,384",-0.73,"760,603",2.26,"78,648",96.80,"108,531",-0.67,"-15,004",--,"401,218",9.57,"588,428",-3.96
2013M03,"724,750",-0.72,"167,160",-19.81,"30,023",30.19,"151,146",33.07,"85,936",-9.00,"290,393",0.04,92,-58.56,"12,743",20.78,"11,422",49.18,"748,914",0.09,"76,127",214.22,"109,096",-0.34,"-14,208",--,"393,918",7.94,"577,899",-8.41
2013M04,"718,178",-0.86,"160,782",-22.61,"29,915",20.81,"149,020",29.38,"87,012",4.15,"291,401",-0.57,48,-61.90,"13,438",24.40,"18,422",128.71,"750,037",0.91,"75,402",154.64,"108,419",1.45,"-5,466",--,"388,892",4.98,"571,682",-7.72
2013M05,"732,914",0.63,"156,589",-24.61,"29,999",20.21,"147,301",26.21,"96,565",19.31,"302,395",1.51,65,-35.64,"13,967",47.71,"10,076",17.27,"756,956",1.42,"79,969",100.51,"105,101",-1.68,"-14,485",--,"404,554",6.35,"586,371",-4.34
2013M06,"750,114",4.02,"151,150",-25.72,"29,668",17.47,"151,277",18.70,"110,245",41.31,"307,680",7.30,94,-30.88,"14,238",48.28,"9,189",-16.09,"773,540",4.30,"68,389",156.46,"105,036",-0.73,"-13,454",--,"407,697",6.15,"613,569",-1.22
2013M07,"736,120",-1.88,"147,766",-24.80,"28,691",13.44,"152,079",14.25,"113,358",31.69,"294,106",-4.89,120,242.86,"10,597",2.23,"9,267",4.32,"755,984",-1.76,"76,593",47.90,"106,131",-0.32,"-15,392",--,"401,203",4.51,"588,652",-6.20
2013M08,"744,554",-0.35,"142,680",-26.27,"28,648",9.45,"153,143",9.71,"111,427",23.09,"308,444",3.77,212,61.83,"10,505",0.68,"9,333",54.77,"764,392",0.10,"83,533",44.58,"106,231",-0.60,"-15,690",--,"409,048",8.19,"590,318",-4.32
2013M09,"743,974",4.21,"141,184",-20.96,"28,703",2.99,"150,104",4.02,"117,199",50.82,"306,651",7.51,133,-19.88,"10,115",-1.03,"9,956",100.40,"764,045",4.79,"85,242",55.29,"106,575",-0.63,"-11,823",--,"416,756",7.63,"584,051",-0.35
2013M10,"758,022",5.71,"148,142",-18.21,"28,985",2.79,"149,888",3.56,"118,801",46.93,"312,068",10.63,138,119.05,"10,467",-3.13,"8,556",12.48,"777,044",5.65,"87,376",29.06,"107,233",-0.03,"-10,223",--,"415,664",6.83,"592,658",2.55
2013M11,"741,373",1.03,"148,833",-19.01,"29,396",1.67,"155,420",7.23,"123,229",37.95,"284,265",-0.88,230,283.33,"9,899",-15.87,"7,298",-6.20,"758,570",0.69,"94,086",34.89,"107,593",-0.18,"-10,913",--,"415,527",5.85,"567,804",-4.24
2013M12,"784,077",8.83,"148,012",-19.18,"31,206",8.52,"157,968",9.79,"134,927",60.85,"311,332",10.91,632,507.69,"11,393",-2.90,"6,415",-13.45,"801,884",8.42,"83,798",47.95,"108,585",0.54,"-12,569",--,"433,674",9.59,"622,070",5.21
2014M01,"749,614",1.80,"151,789",-18.38,"30,727",9.41,"159,885",6.68,"120,822",49.97,"285,773",-2.06,618,618.60,"10,234",-7.59,"6,109",-29.74,"765,956",1.30,"85,664",30.76,"109,238",1.02,"-13,405",--,"434,200",8.61,"584,459",-2.64
2014M02,"743,456",0.18,"156,922",-14.95,"30,623",5.28,"160,833",6.69,"115,440",43.55,"279,235",-6.07,403,283.81,"11,414",2.97,"7,151",-3.16,"762,020",0.19,"85,405",8.59,"109,867",1.23,"-11,747",--,"432,424",7.78,"578,495",-1.69
2014M03,"767,323",5.87,"152,721",-8.64,"32,595",8.57,"161,849",7.08,"108,564",26.33,"311,334",7.21,260,182.61,"10,241",-19.63,"10,032",-12.17,"787,596",5.17,"99,471",30.66,"109,812",0.66,"-16,513",--,"438,496",11.32,"594,826",2.93
2014M04,"772,882",7.62,"150,748",-6.24,"35,262",17.87,"159,397",6.96,"105,463",21.21,"321,328",10.27,684,"1,325.00","10,124",-24.66,"9,840",-46.59,"792,845",5.71,"88,328",17.14,"110,401",1.83,"-15,187",--,"444,858",14.39,"609,303",6.58
2014M05,"766,633",4.60,"146,753",-6.28,"35,688",18.96,"163,677",11.12,"106,335",10.12,"313,289",3.60,891,"1,270.77","11,651",-16.58,"11,071",9.88,"789,354",4.28,"80,627",0.82,"108,124",2.88,"-12,146",--,"446,408",10.35,"612,749",4.50
2014M06,"788,860",5.17,"155,438",2.84,"35,769",20.56,"164,563",8.78,"111,394",1.04,"320,677",4.22,"1,019",984.04,"10,358",-27.25,"11,416",24.23,"810,633",4.80,"66,356",-2.97,"108,025",2.85,"-12,729",--,"446,897",9.61,"648,981",5.77
2014M07,"768,508",4.40,"153,045",3.57,"35,771",24.68,"165,353",8.73,"104,405",-7.90,"308,982",5.06,952,693.33,"10,428",-1.59,"9,820",5.97,"788,756",4.34,"73,390",-4.18,"108,689",2.41,"-17,155",--,"451,256",12.48,"623,832",5.98
