期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%)
1997M06,"9,131",1.31,"5,515",1.34,"3,616",1.27,876,-7.22,626,-5.47,250,-11.31,13,-6.79,11,-6.87,2,-6.42,"2,569",6.93,"1,558",7.60,"1,011",5.92,38,5.66,32,4.86,6,10.41,906,-0.20,795,0.19,111,-2.85,"1,945",-1.69,"1,016",-0.76,929,-2.68,454,-1.60,372,-2.75,82,3.98,348,9.45,156,8.78,192,10.00,245,5.52,133,6.79,112,4.06,"1,410",1.15,613,-0.11,798,2.13,327,0.68,204,-2.46,123,6.37
1997M07,"9,164",1.53,"5,568",1.45,"3,597",1.65,875,-5.66,622,-5.80,252,-5.30,13,-2.12,11,-4.76,2,11.53,"2,554",7.06,"1,549",5.78,"1,005",9.09,37,5.61,32,6.39,5,1.04,917,-0.85,811,-0.31,106,-4.84,"1,961",-1.35,"1,041",-1.02,920,-1.73,463,-0.79,374,-0.74,89,-1.02,358,7.88,164,10.46,194,5.79,242,5.77,137,7.74,104,3.29,"1,415",1.10,620,3.04,795,-0.36,331,1.31,207,2.13,125,-0.03
1997M08,"9,171",1.94,"5,584",1.69,"3,587",2.34,876,-4.21,620,-4.82,256,-2.70,15,7.85,13,8.96,2,2.34,"2,548",7.88,"1,563",6.64,986,9.91,36,3.80,31,4.31,5,0.84,913,-0.43,815,0.55,97,-7.89,"1,974",-0.21,"1,049",-0.93,925,0.61,472,-1.14,379,-1.28,93,-0.57,362,5.73,163,6.36,199,5.22,236,3.86,136,8.30,100,-1.63,"1,408",0.53,608,0.39,800,0.63,330,0.79,207,6.31,123,-7.34
1997M09,"9,168",1.12,"5,599",1.10,"3,569",1.15,871,-3.96,627,-3.34,244,-5.52,15,12.60,12,2.62,4,61.20,"2,554",8.04,"1,566",7.23,988,9.36,35,2.51,30,2.81,5,0.82,911,-2.07,816,-0.25,95,-15.37,"1,989",-1.07,"1,054",-1.52,935,-0.55,474,-0.81,383,-2.55,91,7.25,356,5.85,162,9.17,194,3.22,231,-2.42,129,-3.64,102,-0.84,"1,407",-1.35,611,-2.24,796,-0.66,324,-1.74,210,4.58,114,-11.56
1997M10,"9,228",1.76,"5,636",1.96,"3,592",1.44,864,-0.69,621,-0.62,242,-0.86,13,-11.04,10,-15.38,3,8.78,"2,592",8.45,"1,582",8.33,"1,009",8.64,34,-4.26,29,-4.43,5,-3.26,917,-1.93,819,-0.46,98,-12.75,"1,998",-0.34,"1,058",-0.34,941,-0.34,482,-0.07,389,0.25,93,-1.36,355,4.11,159,5.12,196,3.31,237,-0.90,141,9.01,97,-12.49,"1,418",-0.51,620,-2.36,798,0.98,319,-3.81,208,-1.91,111,-7.16
1997M11,"9,275",1.55,"5,646",2.12,"3,629",0.68,863,-1.20,607,-2.47,256,1.94,12,-13.15,10,-10.54,2,-25.44,"2,603",5.93,"1,601",8.05,"1,002",2.70,33,-6.63,28,-5.82,5,-11.41,889,1.64,777,0.36,112,11.52,"2,038",-0.40,"1,086",0.14,952,-1.01,489,1.30,395,2.19,93,-2.29,361,1.72,164,2.14,197,1.37,242,0.86,142,9.79,100,-9.57,"1,427",0.21,628,-1.03,799,1.20,318,-3.87,208,-2.87,111,-5.71
1997M12,"9,332",1.62,"5,634",1.78,"3,698",1.39,879,-0.87,620,-1.78,259,1.37,12,-7.33,10,-6.56,2,-11.26,"2,624",4.63,"1,602",5.80,"1,023",2.85,35,0.66,30,1.06,5,-1.65,859,-0.53,753,-1.34,106,5.66,"2,063",0.24,"1,076",0.62,986,-0.16,480,3.24,394,4.28,85,-1.31,362,2.42,171,5.63,190,-0.31,253,4.79,142,11.12,111,-2.30,"1,446",0.44,634,-2.13,811,2.54,319,-0.22,200,0.03,119,-0.64
1998M01,"9,333",1.67,"5,657",1.86,"3,676",1.38,851,-4.71,609,-4.91,241,-4.21,12,-2.07,10,-1.71,2,-3.83,"2,636",3.94,"1,620",5.35,"1,016",1.77,34,0.94,29,1.23,5,-0.74,852,-1.57,761,0.08,91,-13.49,"2,082",2.55,"1,083",1.57,999,3.64,486,3.70,395,3.89,92,2.87,360,5.71,166,10.16,194,2.18,244,-2.27,137,6.82,107,-11.92,"1,457",1.90,649,-0.46,809,3.88,318,-0.36,198,-0.54,120,-0.07
1998M02,"9,245",1.83,"5,619",2.21,"3,625",1.25,844,-4.96,605,-3.39,238,-8.73,11,-8.95,9,-9.39,2,-6.84,"2,618",4.36,"1,615",5.91,"1,003",1.96,35,-1.38,29,-1.76,5,0.87,829,-0.86,743,0.81,85,-13.40,"2,047",1.04,"1,077",1.53,970,0.50,472,3.54,385,3.04,87,5.83,374,12.45,166,6.78,208,17.42,246,-0.04,134,4.18,112,-4.67,"1,448",2.31,651,1.22,797,3.23,322,-0.46,204,-1.51,118,1.41
1998M03,"9,296",1.89,"5,631",2.30,"3,664",1.26,827,-8.11,599,-6.02,228,-13.15,12,-5.89,10,-8.76,2,8.83,"2,623",2.62,"1,615",4.57,"1,008",-0.35,35,-0.70,30,-0.94,5,0.65,852,-0.38,759,0.88,92,-9.64,"2,036",1.81,"1,078",2.56,958,0.99,458,4.75,374,4.58,83,5.53,389,11.16,189,12.41,200,10.01,265,14.04,139,13.72,126,14.39,"1,481",3.98,636,1.02,845,6.32,320,-0.78,204,1.05,116,-3.84
1998M04,"9,277",1.73,"5,633",2.36,"3,644",0.78,801,-9.35,587,-5.43,214,-18.63,13,-7.26,10,-9.18,3,1.50,"2,638",1.80,"1,606",1.47,"1,032",2.31,35,-0.34,30,-0.42,5,0.12,873,0.88,779,2.11,94,-8.21,"2,025",3.05,"1,074",4.70,952,1.25,454,1.69,368,3.10,86,-3.95,382,10.93,183,11.30,200,10.60,270,20.89,151,24.38,120,16.77,"1,463",2.46,637,2.60,826,2.35,323,0.19,208,1.01,114,-1.27
1998M05,"9,276",1.51,"5,584",1.43,"3,692",1.64,791,-8.95,570,-7.54,221,-12.39,14,9.62,12,11.66,2,-1.12,"2,650",1.95,"1,591",0.84,"1,059",3.64,35,-0.60,30,-0.63,5,-0.46,898,1.79,797,2.78,101,-5.39,"2,020",3.55,"1,045",3.36,975,3.74,463,1.87,374,3.00,89,-2.63,370,8.33,169,6.30,200,10.10,264,9.45,145,13.67,119,4.74,"1,451",1.67,646,3.60,805,0.17,320,-1.30,204,-2.69,115,1.26
1998M06,"9,247",1.27,"5,589",1.35,"3,658",1.16,809,-7.70,582,-7.09,227,-9.24,13,1.45,11,0.87,2,4.32,"2,630",2.36,"1,592",2.15,"1,039",2.69,35,-7.73,29,-7.80,5,-7.31,888,-1.98,794,-0.16,95,-14.99,"2,018",3.77,"1,061",4.41,957,3.07,470,3.48,379,1.84,91,10.91,376,7.83,173,10.98,202,5.28,256,4.39,142,6.73,114,1.61,"1,443",2.31,633,3.27,810,1.57,311,-4.91,195,-4.36,116,-5.82
1998M07,"9,271",1.16,"5,622",0.97,"3,649",1.46,813,-7.00,580,-6.83,233,-7.43,13,-5.05,10,-4.24,2,-8.63,"2,604",1.95,"1,575",1.72,"1,028",2.31,35,-4.55,30,-5.06,5,-1.40,894,-2.51,791,-2.54,103,-2.23,"2,029",3.46,"1,076",3.35,953,3.59,474,2.53,386,3.23,89,-0.43,387,8.13,176,7.04,212,9.06,261,7.92,148,8.21,112,7.54,"1,449",2.41,651,5.01,798,0.38,313,-5.58,199,-3.90,114,-8.37
1998M08,"9,287",1.26,"5,614",0.53,"3,673",2.40,817,-6.80,578,-6.76,239,-6.89,14,-8.47,11,-10.75,2,3.64,"2,591",1.69,"1,580",1.10,"1,011",2.62,34,-5.77,29,-5.86,5,-5.23,900,-1.37,797,-2.29,103,6.37,"2,035",3.08,"1,063",1.30,972,5.09,486,3.07,402,6.26,84,-9.89,393,8.48,183,12.42,209,5.26,258,9.03,140,2.74,118,17.58,"1,448",2.84,633,3.98,815,1.97,311,-5.81,198,-4.59,113,-7.86
1998M09,"9,260",1.01,"5,592",-0.13,"3,669",2.80,828,-4.92,584,-6.91,244,0.21,13,-14.79,11,-8.30,2,-34.91,"2,594",1.55,"1,595",1.87,998,1.05,34,-1.49,29,-2.28,5,3.06,870,-4.51,785,-3.78,85,-10.76,"2,021",1.64,"1,056",0.22,965,3.24,488,3.10,401,4.67,88,-3.51,396,10.97,180,10.76,216,11.15,251,8.52,131,1.55,120,17.33,"1,454",3.30,627,2.62,827,3.81,311,-4.02,193,-7.92,118,3.13
1998M10,"9,300",0.78,"5,583",-0.94,"3,718",3.49,830,-3.85,582,-6.38,249,2.62,12,-10.90,9,-7.65,2,-22.46,"2,599",0.29,"1,594",0.76,"1,005",-0.43,33,-1.83,28,-2.79,5,3.75,856,-6.64,764,-6.76,92,-5.63,"2,043",2.24,"1,073",1.43,970,3.15,493,2.18,395,1.52,97,4.95,392,10.54,176,10.81,216,10.32,260,9.65,139,-0.84,121,24.91,"1,472",3.81,630,1.65,842,5.49,310,-2.70,192,-7.63,118,6.49
1998M11,"9,338",0.68,"5,599",-0.83,"3,739",3.04,833,-3.57,581,-4.25,251,-1.96,12,-6.28,8,-19.21,3,66.74,"2,586",-0.64,"1,605",0.25,981,-2.07,34,2.00,29,0.33,5,12.44,833,-6.28,727,-6.43,106,-5.21,"2,096",2.84,"1,094",0.77,"1,001",5.19,487,-0.33,393,-0.45,94,0.14,400,10.82,181,10.43,218,11.14,270,11.46,148,4.25,122,21.68,"1,478",3.57,636,1.34,841,5.32,311,-2.30,196,-5.65,115,3.97
1998M12,"9,342",0.11,"5,602",-0.55,"3,739",1.11,823,-6.38,585,-5.68,238,-8.06,12,0.92,9,-9.75,3,58.00,"2,564",-2.31,"1,578",-1.49,986,-3.60,35,0.57,30,0.10,5,3.32,834,-2.88,730,-3.12,104,-1.15,"2,111",2.33,"1,095",1.71,"1,016",3.01,490,2.21,402,2.03,88,3.07,398,10.09,182,6.06,216,13.71,273,7.90,155,9.30,118,6.12,"1,489",3.03,640,0.92,849,4.68,311,-2.48,197,-1.65,115,-3.87
1999M01,"9,352",0.21,"5,632",-0.45,"3,720",1.21,816,-4.13,579,-4.96,236,-2.05,12,3.28,9,-5.16,3,45.12,"2,560",-2.89,"1,576",-2.74,984,-3.11,35,0.58,30,1.24,5,-3.22,847,-0.63,752,-1.21,95,4.23,"2,117",1.69,"1,101",1.74,"1,016",1.63,482,-0.96,393,-0.54,89,-2.75,393,9.13,179,7.78,214,10.28,278,13.99,165,20.56,113,5.53,"1,499",2.87,647,-0.18,852,5.31,314,-1.27,200,1.08,114,-5.14
1999M02,"9,337",1.00,"5,605",-0.26,"3,732",2.95,801,-5.02,567,-6.25,234,-1.89,11,-3.67,9,-4.93,2,2.24,"2,563",-2.08,"1,586",-1.81,978,-2.50,34,-1.89,29,-2.33,5,0.64,854,2.98,759,2.07,95,10.95,"2,113",3.23,"1,100",2.17,"1,013",4.39,474,0.35,378,-1.96,96,10.62,396,5.98,179,7.95,217,4.41,274,11.44,151,12.54,123,10.11,"1,502",3.77,648,-0.56,855,7.30,315,-2.21,200,-1.84,115,-2.85
1999M03,"9,275",-0.22,"5,564",-1.20,"3,712",1.29,792,-4.27,570,-4.79,222,-2.92,11,-13.36,9,-13.08,2,-14.58,"2,577",-1.76,"1,574",-2.54,"1,003",-0.50,34,-1.33,29,-1.37,5,-1.11,839,-1.51,752,-0.94,87,-6.26,"2,082",2.28,"1,090",1.15,992,3.56,457,-0.18,368,-1.52,88,5.83,400,2.94,180,-4.67,220,10.13,276,4.23,153,10.08,123,-2.20,"1,490",0.64,639,0.45,851,0.78,318,-0.61,200,-1.97,118,1.78
1999M04,"9,303",0.28,"5,597",-0.64,"3,706",1.70,789,-1.52,572,-2.55,217,1.33,11,-17.26,9,-14.73,2,-27.59,"2,588",-1.89,"1,577",-1.80,"1,011",-2.03,35,-1.89,29,-2.55,5,2.01,831,-4.82,742,-4.77,89,-5.25,"2,098",3.58,"1,099",2.31,999,5.01,466,2.72,377,2.44,89,3.91,401,4.80,191,4.57,210,5.01,282,4.29,159,5.84,122,2.33,"1,483",1.40,642,0.78,841,1.89,321,-0.73,200,-4.08,121,5.37
1999M05,"9,348",0.78,"5,563",-0.38,"3,785",2.53,783,-0.99,554,-2.80,229,3.70,11,-18.55,9,-21.39,2,-1.70,"2,605",-1.69,"1,569",-1.38,"1,036",-2.16,35,-0.89,30,-2.66,5,9.86,834,-7.10,738,-7.35,96,-5.11,"2,122",5.05,"1,086",3.93,"1,036",6.25,466,0.59,371,-0.71,95,6.02,404,9.42,189,11.83,215,7.39,287,8.59,166,14.13,122,1.87,"1,480",2.02,656,1.46,825,2.46,319,-0.11,194,-4.89,125,8.37
1999M06,"9,385",1.48,"5,602",0.22,"3,783",3.41,778,-3.80,549,-5.54,228,0.67,11,-14.63,9,-14.36,2,-15.89,"2,618",-0.47,"1,603",0.71,"1,015",-2.29,35,0.93,30,1.13,5,-0.23,837,-5.81,749,-5.63,88,-7.31,"2,131",5.60,"1,094",3.15,"1,037",8.32,472,0.43,372,-1.81,100,9.74,408,8.69,183,5.44,225,11.48,287,12.29,168,18.53,119,4.50,"1,491",3.36,646,2.09,845,4.35,316,1.87,198,1.80,118,1.98
1999M07,"9,413",1.53,"5,640",0.32,"3,773",3.39,774,-4.84,556,-4.08,218,-6.73,11,-13.23,9,-12.46,2,-16.81,"2,622",0.71,"1,616",2.58,"1,006",-2.15,36,2.45,31,1.84,5,6.04,842,-5.76,750,-5.19,93,-10.17,"2,143",5.62,"1,125",4.54,"1,018",6.84,477,0.56,378,-2.00,99,11.74,411,6.07,182,3.25,229,8.41,290,11.20,167,12.68,123,9.25,"1,496",3.24,629,-3.39,867,8.65,311,-0.50,198,-0.47,113,-0.55
1999M08,"9,429",1.53,"5,663",0.87,"3,767",2.55,770,-5.75,555,-4.00,215,-9.99,11,-22.45,9,-21.68,2,-25.96,"2,620",1.11,"1,617",2.37,"1,003",-0.85,36,5.53,31,4.93,5,9.15,846,-6.05,754,-5.40,92,-11.08,"2,152",5.72,"1,132",6.48,"1,020",4.89,481,-1.10,387,-3.76,94,11.65,413,5.29,185,1.04,228,9.01,286,10.98,164,17.19,122,3.61,"1,502",3.69,638,0.86,863,5.89,313,0.84,191,-3.30,122,8.07
1999M09,"9,376",1.25,"5,622",0.54,"3,754",2.33,750,-9.43,539,-7.67,211,-13.64,11,-16.34,9,-16.03,2,-17.67,"2,603",0.37,"1,612",1.08,991,-0.77,36,4.62,30,4.83,5,3.46,839,-3.58,759,-3.36,80,-5.67,"2,127",5.24,"1,104",4.54,"1,023",6.01,487,-0.22,391,-2.32,96,9.35,417,5.50,184,2.64,233,7.88,282,12.38,159,21.09,123,2.84,"1,506",3.62,642,2.46,864,4.50,317,1.88,191,-1.01,126,6.62
1999M10,"9,424",1.33,"5,639",1.01,"3,785",1.81,752,-9.46,543,-6.58,208,-16.22,11,-4.85,9,-1.99,2,-16.93,"2,616",0.63,"1,620",1.63,995,-0.94,36,7.97,31,8.89,5,3.00,848,-0.88,756,-1.08,93,0.76,"2,140",4.72,"1,098",2.36,"1,041",7.33,486,-1.24,387,-2.11,100,2.31,409,4.35,178,1.00,231,7.08,285,9.65,154,10.16,132,9.06,"1,515",2.91,662,5.04,853,1.31,326,5.24,202,5.29,125,5.15
1999M11,"9,478",1.50,"5,676",1.36,"3,802",1.70,751,-9.84,541,-6.86,209,-16.74,11,-4.17,9,8.04,2,-37.56,"2,634",1.86,"1,643",2.34,991,1.06,36,5.54,30,5.29,5,6.91,852,2.24,753,3.62,98,-7.22,"2,169",3.52,"1,097",0.23,"1,073",7.11,482,-1.07,384,-2.42,98,4.59,408,2.11,185,2.01,223,2.19,283,4.91,158,7.04,125,2.32,"1,527",3.33,666,4.62,861,2.35,325,4.57,209,6.92,116,0.57
1999M12,"9,498",1.68,"5,685",1.48,"3,813",1.98,760,-7.68,546,-6.76,214,-9.95,11,-11.49,9,-7.85,2,-22.60,"2,631",2.64,"1,635",3.63,996,1.05,36,2.63,31,2.39,5,4.01,848,1.68,758,3.90,90,-13.85,"2,171",2.86,"1,107",1.13,"1,064",4.72,482,-1.67,388,-3.53,94,6.86,409,2.87,192,5.52,218,0.66,291,6.46,169,8.93,122,3.22,"1,536",3.15,648,1.22,888,4.60,322,3.43,203,3.45,119,3.38
2000M01,"9,494",1.52,"5,702",1.25,"3,792",1.92,758,-7.06,551,-4.88,207,-12.41,11,-11.03,9,-7.97,2,-20.98,"2,628",2.65,"1,627",3.26,"1,001",1.68,36,5.16,31,5.27,5,4.51,855,1.02,758,0.80,97,2.73,"2,165",2.26,"1,124",2.04,"1,041",2.49,486,0.93,388,-1.06,98,9.68,405,3.00,182,1.62,223,4.15,296,6.49,171,3.47,125,10.92,"1,530",2.04,657,1.44,873,2.49,324,3.20,204,2.21,120,4.94
2000M02,"9,406",0.73,"5,665",1.07,"3,741",0.23,753,-6.04,550,-3.03,203,-13.35,11,3.06,9,6.46,2,-11.76,"2,631",2.63,"1,631",2.84,1000,2.28,36,5.54,30,5.10,6,8.04,843,-1.29,748,-1.37,94,-0.60,"2,128",0.71,"1,107",0.66,"1,021",0.78,467,-1.46,373,-1.19,94,-2.51,398,0.41,175,-2.28,223,2.63,295,7.63,173,14.55,122,-0.83,"1,525",1.49,667,2.95,858,0.39,320,1.63,201,0.30,119,3.97
2000M03,"9,430",1.66,"5,655",1.65,"3,774",1.69,759,-4.09,550,-3.49,209,-5.63,11,4.79,9,5.27,2,2.73,"2,633",2.20,"1,616",2.67,"1,018",1.46,37,7.65,31,7.11,6,10.77,840,0.08,758,0.76,82,-5.82,"2,136",2.61,"1,108",1.64,"1,028",3.67,461,0.84,368,-0.21,93,5.23,401,0.25,181,0.31,221,0.20,303,9.76,177,15.84,126,2.23,"1,524",2.30,652,2.11,872,2.44,324,1.88,206,3.02,118,-0.06
2000M04,"9,453",1.61,"5,668",1.28,"3,784",2.11,759,-3.74,552,-3.57,208,-4.19,11,4.40,9,0.70,2,22.20,"2,640",2.03,"1,609",2.06,"1,031",1.99,37,6.67,32,7.38,5,2.64,835,0.48,751,1.22,84,-5.69,"2,139",1.97,"1,100",0.12,"1,039",4.01,469,0.57,373,-0.99,96,7.14,410,2.37,196,2.51,214,2.24,313,11.06,181,13.58,132,7.78,"1,518",2.36,660,2.83,858,2.01,321,0.16,206,3.14,115,-4.79
2000M05,"9,470",1.30,"5,657",1.69,"3,813",0.74,749,-4.33,540,-2.65,210,-8.40,11,-0.10,9,-3.02,2,13.76,"2,638",1.27,"1,601",1.99,"1,038",0.19,36,2.72,31,3.76,5,-2.86,832,-0.25,749,1.50,83,-13.69,"2,156",1.59,"1,114",2.52,"1,043",0.61,471,1.10,372,0.25,99,4.44,415,2.66,200,5.82,215,-0.12,319,11.18,185,11.49,135,10.74,"1,523",2.90,660,0.68,863,4.66,318,-0.33,197,1.34,121,-2.92
2000M06,"9,485",1.07,"5,663",1.10,"3,822",1.03,744,-4.32,529,-3.71,215,-5.77,11,-3.56,9,-4.34,2,0.27,"2,637",0.73,"1,628",1.57,"1,009",-0.60,36,3.50,31,2.94,6,6.68,838,0.17,750,0.17,88,0.13,"2,164",1.57,"1,137",3.93,"1,027",-0.92,480,1.77,370,-0.44,110,9.99,416,1.75,184,0.79,231,2.53,320,11.23,180,6.85,140,17.45,"1,526",2.30,651,0.85,874,3.40,313,-0.92,193,-2.53,120,1.79
2000M07,"9,511",1.04,"5,673",0.59,"3,838",1.72,742,-4.18,536,-3.61,205,-5.65,11,-0.15,9,0.64,2,-4.00,"2,654",1.23,"1,635",1.20,"1,019",1.28,36,-0.07,30,-1.14,6,5.98,835,-0.91,750,0.03,85,-8.57,"2,172",1.36,"1,148",2.07,"1,024",0.57,485,1.60,375,-0.87,110,11.01,412,0.23,180,-0.72,232,0.97,321,10.66,169,1.31,151,23.41,"1,537",2.79,646,2.74,891,2.82,307,-1.34,194,-2.00,113,-0.19
2000M08,"9,531",1.07,"5,687",0.44,"3,843",2.04,735,-4.49,537,-3.19,198,-7.86,11,3.76,9,3.77,2,3.75,"2,661",1.55,"1,609",-0.53,"1,052",4.89,37,2.63,31,2.02,6,6.10,827,-2.25,753,-0.04,73,-20.37,"2,174",1.04,"1,138",0.60,"1,035",1.53,490,1.83,388,0.30,102,8.15,416,0.62,186,0.35,230,0.85,323,12.93,175,6.58,148,21.44,"1,547",3.04,664,4.09,883,2.26,310,-1.03,196,2.46,114,-6.48
2000M09,"9,505",1.38,"5,668",0.83,"3,836",2.19,725,-3.34,521,-3.39,204,-3.20,11,-3.53,9,0.33,2,-20.72,"2,676",2.81,"1,640",1.73,"1,036",4.57,37,1.63,31,0.83,6,6.06,820,-2.23,738,-2.78,82,3.00,"2,157",1.40,"1,122",1.61,"1,035",1.19,496,1.76,391,0.06,104,8.68,419,0.34,177,-3.89,242,3.68,318,12.73,184,16.07,134,8.43,"1,534",1.85,662,3.07,872,0.94,313,-1.33,193,0.97,120,-4.84
2000M10,"9,521",1.03,"5,664",0.43,"3,858",1.92,720,-4.27,518,-4.77,202,-2.98,11,-0.05,9,1.65,2,-8.56,"2,690",2.84,"1,654",2.06,"1,036",4.10,36,-0.62,30,-0.88,5,0.90,817,-3.70,721,-4.52,96,3.01,"2,176",1.69,"1,112",1.28,"1,063",2.12,491,0.88,391,1.01,100,0.39,418,2.06,186,4.59,231,0.10,314,9.96,181,17.88,133,0.72,"1,540",1.66,665,0.47,875,2.58,311,-4.81,196,-2.76,114,-8.13
2000M11,"9,545",0.70,"5,669",-0.12,"3,876",1.93,718,-4.32,512,-5.44,206,-1.44,11,-0.31,9,-1.12,2,3.53,"2,685",1.92,"1,641",-0.12,"1,044",5.29,36,1.29,31,2.36,5,-4.58,820,-3.73,725,-3.70,95,-3.93,"2,192",1.04,"1,121",2.22,"1,071",-0.16,489,1.53,392,2.11,97,-0.72,419,2.67,189,2.49,230,2.82,317,11.93,185,16.95,132,5.56,"1,547",1.33,661,-0.75,887,2.94,310,-4.64,202,-3.31,108,-7.03
2000M12,"9,549",0.53,"5,669",-0.28,"3,880",1.74,714,-6.03,505,-7.44,209,-2.44,11,-3.55,9,-0.10,2,-16.08,"2,683",1.97,"1,653",1.12,"1,030",3.36,36,-1.26,30,-1.87,6,2.13,821,-3.13,733,-3.35,89,-1.28,"2,197",1.22,"1,118",1.00,"1,079",1.45,487,1.02,390,0.42,97,3.54,416,1.67,189,-1.55,228,4.51,321,10.28,185,9.45,136,11.43,"1,554",1.13,666,2.74,888,-0.05,309,-4.21,192,-5.45,116,-2.07
2001M01,"9,483",-0.12,"5,651",-0.90,"3,832",1.07,702,-7.34,511,-7.34,192,-7.36,10,-9.05,8,-4.74,2,-25.34,"2,671",1.63,"1,651",1.45,"1,020",1.93,35,-3.72,30,-4.29,5,-0.21,805,-5.84,718,-5.28,88,-10.20,"2,192",1.23,"1,111",-1.16,"1,081",3.82,483,-0.59,384,-1.02,99,1.13,409,1.05,190,4.46,219,-1.73,316,6.81,175,2.23,141,13.09,"1,547",1.15,676,2.99,871,-0.23,312,-3.66,197,-3.60,115,-3.76
2001M02,"9,394",-0.13,"5,590",-1.31,"3,803",1.66,695,-7.69,508,-7.59,187,-7.97,10,-9.67,8,-10.97,2,-2.88,"2,653",0.85,"1,626",-0.29,"1,027",2.71,35,-2.36,30,-1.77,5,-5.61,778,-7.61,699,-6.61,80,-15.60,"2,171",2.03,"1,106",-0.10,"1,065",4.34,481,2.97,375,0.62,105,12.33,406,1.98,185,5.92,221,-1.10,313,6.07,184,6.36,129,5.66,"1,538",0.85,666,-0.06,871,1.56,314,-1.92,202,0.60,112,-6.17
2001M03,"9,378",-0.55,"5,569",-1.52,"3,809",0.92,695,-8.40,509,-7.43,186,-10.96,10,-10.46,8,-9.96,2,-12.68,"2,634",0.02,"1,614",-0.12,"1,020",0.23,35,-5.41,30,-5.51,5,-4.84,768,-8.53,693,-8.62,75,-7.66,"2,165",1.34,"1,113",0.50,"1,052",2.25,478,3.73,372,1.25,106,13.53,405,0.99,171,-5.08,234,5.96,321,5.99,196,10.52,126,-0.37,"1,555",2.01,661,1.30,894,2.55,312,-3.68,203,-1.60,109,-7.32
2001M04,"9,349",-1.09,"5,550",-2.09,"3,799",0.40,702,-7.59,513,-6.92,188,-9.36,10,-9.07,8,-8.86,2,-9.90,"2,606",-1.29,"1,607",-0.14,999,-3.08,35,-5.41,30,-5.81,5,-3.06,750,-10.18,673,-10.38,77,-8.38,"2,150",0.52,"1,115",1.38,"1,035",-0.38,476,1.53,367,-1.51,108,13.39,406,-1.08,163,-16.73,243,13.23,330,5.52,191,5.68,139,5.30,"1,565",3.08,675,2.34,889,3.65,319,-0.58,206,-0.08,113,-1.49
2001M05,"9,337",-1.40,"5,514",-2.53,"3,823",0.27,698,-6.88,511,-5.38,187,-10.75,10,-8.98,8,-11.54,2,1.43,"2,582",-2.13,"1,589",-0.73,993,-4.30,35,-2.80,30,-1.80,5,-8.56,738,-11.31,664,-11.35,74,-10.91,"2,158",0.09,"1,110",-0.31,"1,048",0.53,478,1.39,371,-0.20,106,7.36,411,-0.90,179,-10.54,232,8.10,334,4.66,181,-1.84,153,13.58,"1,572",3.20,667,1.01,906,4.88,321,0.91,204,3.29,117,-2.97
2001M06,"9,360",-1.32,"5,523",-2.48,"3,838",0.41,700,-5.95,495,-6.42,205,-4.78,10,-5.65,8,-6.34,2,-2.46,"2,576",-2.32,"1,601",-1.68,975,-3.35,35,-3.23,30,-2.84,5,-5.34,740,-11.65,665,-11.32,75,-14.50,"2,163",-0.08,"1,103",-3.02,"1,060",3.17,483,0.58,380,2.61,103,-6.25,415,-0.18,184,-0.37,231,-0.03,344,7.61,194,7.69,150,7.49,"1,569",2.81,655,0.49,914,4.54,326,3.99,209,8.03,117,-2.50
